feature_set,protocol,split,split_seed,model,n_train,n_test,train_prevalence,test_prevalence,test_files,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier,clean_balanced_accuracy,clean_roc_auc,clean_fpr,clean_recall,clean_f1_macro,clean_n
shared18,file_disjoint,file_disjoint,103,logreg,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,47974,1095,8805,2126,0.9463166666666667,0.9234794048267102,0.9776844851128004,0.957564870259481,0.9675200919642227,0.9064473869643014,0.8144514467366825,0.11060606060606061,0.04243512974051896,0.8893939393939394,0.9801768573963184,0.9943773124531117,0.9431715988165937,0.04113522939411583,0.9234794048267102,0.9801768573963184,0.11060606060606061,0.957564870259481,0.9064473869643014,60000
shared18,file_disjoint,file_disjoint,103,tree,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,49894,615,9285,206,0.9863166666666666,0.966883505715841,0.9878239521669405,0.9958882235528942,0.9918396962498385,0.9747502333551807,0.9498053583081991,0.06212121212121212,0.004111776447105788,0.9378787878787879,0.9944592915179742,0.9980151166680877,0.9650874828666829,0.012311438255139383,0.966883505715841,0.9944592915179742,0.06212121212121212,0.9958882235528942,0.9747502333551807,60000
shared18,file_disjoint,file_disjoint,103,rf,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,37053,619,9281,13047,0.7722333333333333,0.8385277928990504,0.9835686982374177,0.7395808383233533,0.8443011438727612,0.7101299687341962,0.5199080419967715,0.06252525252525253,0.2604191616766467,0.9374747474747475,0.9780403465795681,0.9941894096837801,0.9574720393908908,0.13236955476438064,0.8385277928990504,0.9780403465795681,0.06252525252525253,0.7395808383233533,0.7101299687341962,60000
shared18,file_disjoint,file_disjoint,103,xgboost,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,38305,625,9275,11795,0.793,0.85071977257606,0.9839455432828154,0.7645708582834332,0.8604964618667865,0.7297316019375908,0.5454465976480276,0.06313131313131314,0.23542914171656687,0.9368686868686869,0.979653872053872,0.9947899852934474,0.9560966116619056,0.17121413350105286,0.85071977257606,0.979653872053872,0.06313131313131314,0.7645708582834332,0.7297316019375908,60000
shared18,file_disjoint,file_disjoint,103,hgb,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,42082,619,9281,8018,0.85605,0.8887174136575334,0.985503852368797,0.8399600798403194,0.9069298822210967,0.7946907214701204,0.6370462010113372,0.06252525252525253,0.16003992015968063,0.9374747474747475,0.9852345752938568,0.9963135585311358,0.9601739511719546,0.12626910965845184,0.8887174136575334,0.9852345752938568,0.06252525252525253,0.8399600798403194,0.7946907214701204,60000
shared18,file_disjoint,file_disjoint,103,mlp,240000,60000,0.5672833333333334,0.835,"7,9,12,19",0.5,35139,641,9259,14961,0.7399666666666667,0.8183148853807536,0.9820849636668529,0.7013772455089821,0.818327899394504,0.6805297175753293,0.481632923074031,0.06474747474747475,0.29862275449101794,0.9352525252525252,0.9079628651787334,0.9803681539900868,0.7506464384934762,0.23901209235191345,0.8183148853807536,0.9079628651787334,0.06474747474747475,0.7013772455089821,0.6805297175753293,60000
shared18,site_disjoint,site1to2,201,majority,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,0,0,70778,416796,0.14516360593468888,0.5,0.0,0.0,0.0,0.12676232914004068,0.0,0.0,1.0,1.0,0.5,0.8548363940653111,0.14516360593468888,0.8548363940653111,0.5,0.5,0.0,0.0,0.12676232914004068,487574
shared18,site_disjoint,site1to2,201,stratified,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,184015,31424,39354,232781,0.45812327974830486,0.4987595954993891,0.854139686871922,0.4414989587232123,0.5821095004231022,0.4058185532753019,-0.001759745569991359,0.44397976772443415,0.5585010412767877,0.5560202322755659,0.4987595954993891,0.8545287985648948,0.1448569292124796,0.5418767202516951,0.4987595954993891,0.4987595954993891,0.44397976772443415,0.4414989587232123,0.4058185532753019,487574
shared18,site_disjoint,site1to2,201,logreg,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,126698,4861,65917,290098,0.3950477260887578,0.6176506555788182,0.9630507985010528,0.30398084434591505,0.462102105387933,0.38549829058212304,0.18674149507486792,0.06867953318827884,0.696019155654085,0.9313204668117212,0.9434587541778877,0.9836836708868748,0.9363138344649266,0.23833496131738183,0.6176506555788182,0.9434587541778877,0.06867953318827884,0.30398084434591505,0.38549829058212304,487574
shared18,site_disjoint,site1to2,201,tree,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,127208,2018,68760,289588,0.40192463092781816,0.6383463900562478,0.9843839475028245,0.3052044645342086,0.46594459563900353,0.39320495675883427,0.2208418101262214,0.028511684421712962,0.6947955354657914,0.9714883155782871,0.8143266089905036,0.9451586390997887,0.32471675685758644,0.3992453459359742,0.6383463900562478,0.8143266089905036,0.028511684421712962,0.3052044645342086,0.39320495675883427,487574
shared18,site_disjoint,site1to2,201,rf,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,127190,1851,68927,289606,0.40223022556576027,0.639504541877347,0.9856557218248464,0.3051612779393276,0.4660365640291882,0.39357088840017473,0.2227926349191636,0.026152194184633642,0.6948387220606723,0.9738478058153663,0.938566218696738,0.988624186496945,0.8934687127361866,0.39761991014309916,0.639504541877347,0.938566218696738,0.026152194184633642,0.3051612779393276,0.39357088840017473,487574
shared18,site_disjoint,site1to2,201,xgboost,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,127227,1612,69166,289569,0.4027962934857068,0.6412373058443603,0.9874882605422272,0.3052500503843607,0.4663447176225865,0.3942059014514462,0.22567309583708217,0.022775438695639888,0.6947499496156393,0.9772245613043601,0.7026078539169843,0.9488678840234782,0.34585254882175354,0.3980984687805176,0.6412373058443603,0.7026078539169843,0.022775438695639888,0.3052500503843607,0.3942059014514462,487574
shared18,site_disjoint,site1to2,201,hgb,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,127136,1712,69066,289660,0.402404558077338,0.6404217055268041,0.9867130262014157,0.30503171815468477,0.4660034747930885,0.39380582769605255,0.22436488404970786,0.024188307101076605,0.6949682818453152,0.9758116928989234,0.7150938005346573,0.9542295732702664,0.3989577574717574,0.39860834871201906,0.6404217055268041,0.7150938005346573,0.024188307101076605,0.30503171815468477,0.39380582769605255,487574
shared18,site_disjoint,site1to2,201,mlp,240000,487574,0.4421625,0.8548363940653111,"11,12,13,14,15,16,17,18,19,20",0.5,127233,2469,68309,289563,0.40105091739920506,0.6351903624928776,0.9809640560669843,0.30526444591598767,0.46563024933302594,0.39217357561717203,0.21555070416388278,0.03488372093023256,0.6947355540840123,0.9651162790697675,0.7553495836780986,0.9542464526182886,0.5167901804228549,0.3950061798095703,0.6351903624928776,0.7553495836780986,0.03488372093023256,0.30526444591598767,0.39217357561717203,487574
shared18,site_disjoint,site2to1,201,majority,240000,728316,0.8552041666666667,0.44123292636712635,"1,2,3,4,5,6,7,8,9,10",0.5,321357,406959,0,0,0.44123292636712635,0.5,0.44123292636712635,1.0,0.6122992589120612,0.3061496294560306,0.0,1.0,0.0,0.0,0.5,0.44123292636712635,0.5587670736328736,0.5587670736328736,0.5,0.5,1.0,1.0,0.4183551521589702,446787
shared18,site_disjoint,site2to1,201,stratified,240000,728316,0.8552041666666667,0.44123292636712635,"1,2,3,4,5,6,7,8,9,10",0.5,275272,348182,58777,46085,0.4586594280504616,0.5005111476150093,0.44152736208284815,0.8565925123772005,0.582702783943032,0.4061903688794584,0.001445886721044036,0.855570217147182,0.14340748762279956,0.1444297828528181,0.5005111476150093,0.44148513779659004,0.5590199064985516,0.5413405719495384,0.500296575091574,0.500296575091574,0.8559993621940525,0.8565925123772005,0.48628830061938955,446787
