seed,model,poison_rate,f1_macro,recall,fpr,f1_drop,alerts_per_hour,false_alerts_per_hour,ppv_deploy
104,mlp,0.01,0.6851507457793262,0.9229877303200236,0.30547486033519555,0.0026422225240009256,73757.88843490947,73313.96648044694,0.006018636974054547
104,mlp,0.05,0.7006156716627157,0.9247796938904583,0.2547486033519553,-0.01282270335938851,61584.44862517811,61139.66480446928,0.007222339902983118
104,mlp,0.1,0.6842460574178213,0.923925875953957,0.31508379888268156,0.0035469108855058495,76064.48489863506,75620.11173184357,0.005842058450585214
104,mlp,0.25,0.7796267952869216,0.975660918328625,0.38011173184357544,-0.09183382698359444,91696.07139476045,91226.81564245811,0.005117512071832972
105,logreg,0.0,0.5114000413638177,0.7029435051463735,0.1975103734439834,0.0,47740.578687147456,47402.48962655602,0.007081796448405039
105,logreg,0.01,0.509771802496728,0.7004680343559266,0.19854771784232364,0.0016282388670896264,47988.350735555316,47651.452282157676,0.007020421586358599
105,logreg,0.05,0.5049991064101437,0.6915082331953617,0.19356846473029046,0.006400934953673998,46789.02066546387,46456.43153526971,0.007108272955147664
105,logreg,0.1,0.5097036655173133,0.6818869702041511,0.1053941908713693,0.0016963758465043943,25622.567478164696,25294.605809128632,0.012799719205171397
105,logreg,0.25,0.5109920860385775,0.6822076789705248,0.09605809128630706,0.0004079553252401835,23382.05782645503,23053.941908713696,0.014032807555975515
105,tree,0.0,0.6977189358663938,0.9249641708175067,0.27759336099585064,0.0,67067.27918609073,66622.40663900416,0.006633227894219388
105,tree,0.01,0.6775771339426447,0.9167359865302318,0.30643153526970957,0.020141801923749036,73984.4835684723,73543.5684647303,0.005959561822634477
105,tree,0.05,0.6718607184777154,0.9128574148869001,0.30643153526970957,0.02585821738867833,73982.61812319294,73543.5684647303,0.005934497448191806
105,tree,0.1,0.700460116489608,0.914260515739785,0.19356846473029046,-0.0027411806232142677,46896.1560318179,46456.43153526971,0.009376557350454284
105,tree,0.25,0.5042107842381335,0.7049780013830566,0.26431535269709544,0.1935081516282603,63774.752223118405,63435.68464730291,0.005316642777838749
105,rf,0.0,0.7759578165074457,0.9714769640906403,0.358298755186722,0.0,86458.94467443603,85991.70124481327,0.005404223141771776
105,rf,0.01,0.76099005454259,0.9656540955511681,0.35435684647302906,0.014967761964855608,85510.08600509468,85045.64315352698,0.005431439415696818
105,rf,0.05,0.6960818892568894,0.9360386454063481,0.35643153526970955,0.07987592725055626,85993.76741242073,85543.5684647303,0.005235250893606067
105,rf,0.1,0.6964447587208398,0.9288828310566352,0.30850622406639006,0.07951305778660589,74488.2510493877,74041.49377593362,0.005997687785123066
105,rf,0.25,0.5480113636363636,0.7958889145010473,0.36016597510373444,0.22794645287108206,86822.62628838375,86439.83402489626,0.0044088998438727555
105,xgboost,0.0,0.7141401142499012,0.9147816674851421,0.13651452282157675,0.0,33203.46062787268,32763.48547717842,0.013250882359079137
105,xgboost,0.01,0.6984311143970342,0.9040178795137254,0.13174273858921162,0.015708999852867,32053.055439934426,31618.25726141079,0.013564952624826114
105,xgboost,0.05,0.585519177354066,0.7982340973551549,0.1346473029045643,0.1286209368958352,32699.2729042402,32315.352697095434,0.011740940181424644
105,xgboost,0.1,0.5208459983544755,0.7051584000641418,0.13236514522821577,0.19329411589542567,32106.789195483998,31767.634854771786,0.010563321627935206
105,xgboost,0.25,0.5159645299200643,0.7078643802804198,0.18506224066390042,0.19817558432983695,44755.39357349902,44414.9377593361,0.007607034303112937
105,hgb,0.0,0.6431061392116287,0.8624760721193838,0.14543568464730292,0.0,35319.38246627184,34904.5643153527,0.011744773604557557
105,hgb,0.01,0.6492499533111232,0.8605317752232434,0.1004149377593361,-0.006143814099494493,24513.468080384107,24099.585062240665,0.016883903035924835
105,hgb,0.05,0.5161405995944752,0.6841519758666653,0.06224066390041494,0.1269655396171535,15266.810386616618,14937.759336099585,0.021553359358251433
105,hgb,0.1,0.5733815395379245,0.769079666061997,0.06369294605809128,0.06972459967370426,15656.20508972323,15286.307053941908,0.023626289618812107
105,hgb,0.25,0.5025829010632417,0.6712835366159212,0.11141078838174275,0.14052323814838708,27061.451032836336,26738.58921161826,0.011930691404031446
105,mlp,0.0,0.7913194388862343,0.9951693242064964,0.5311203319502075,0.0,127947.51822077436,127468.87966804979,0.0037408975131402954
