protocol,model,split_seed,model_seed,n_train,n_test,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
random,cnn1d,107,11,2246,562,0.5,387,8,142,25,0.9412811387900356,0.9429935275080906,0.979746835443038,0.9393203883495146,0.9591078066914498,0.927503430159605,0.8575606221886051,0.05333333333333334,0.06067961165048544,0.9466666666666667,0.9920550161812298,0.9970170657313178,0.982215961914663,0.03687358647584915
random,cnn1d,107,22,2246,562,0.5,401,12,138,11,0.9590747330960854,0.9466504854368932,0.9709443099273608,0.9733009708737864,0.9721212121212122,0.9475990675990676,0.8952078534617494,0.08,0.02669902912621359,0.92,0.9927184466019418,0.997310801725765,0.9830058504315138,0.031326279044151306
random,gru,108,11,2246,562,0.5,384,4,143,31,0.9377224199288257,0.9490451602327679,0.9896907216494846,0.9253012048192771,0.9564134495641345,0.923689590825681,0.853713687393867,0.027210884353741496,0.0746987951807229,0.9727891156462585,0.9908859929513973,0.9967545347697708,0.976698568897431,0.041949640959501266
random,gru,108,22,2246,562,0.5,383,7,140,32,0.9306049822064056,0.9376362593230063,0.982051282051282,0.9228915662650602,0.9515527950310559,0.91464787086976,0.8346982090927886,0.047619047619047616,0.07710843373493977,0.9523809523809523,0.9903942299811491,0.9966676961576018,0.974314931096179,0.045701853930950165
random,cnn1d,108,11,2246,562,0.5,384,2,145,31,0.9412811387900356,0.9558478813212032,0.9948186528497409,0.9253012048192771,0.9588014981273408,0.9283171577324011,0.863938177201483,0.013605442176870748,0.0746987951807229,0.9863945578231292,0.9930333579214818,0.9976153188491599,0.9807622343174465,0.04219922050833702
random,cnn1d,108,22,2246,562,0.5,389,2,145,26,0.9501779359430605,0.9618719777067453,0.9948849104859335,0.9373493975903614,0.9652605459057072,0.9386051157201492,0.8823642247276013,0.013605442176870748,0.06265060240963856,0.9863945578231292,0.9941316285550365,0.9979338985784163,0.984794968328994,0.04015711322426796
random,gru,109,11,2246,562,0.5,406,13,121,22,0.9377224199288257,0.9257916027339936,0.9689737470167065,0.9485981308411215,0.9586776859504132,0.9161619476683474,0.8331560289991212,0.09701492537313433,0.0514018691588785,0.9029850746268657,0.9772283442600084,0.9918084846132719,0.9478601840665488,0.047383442521095276
random,gru,109,22,2246,562,0.5,394,7,127,34,0.9270462633451957,0.9341609708467011,0.9825436408977556,0.9205607476635514,0.9505428226779252,0.9057798859152337,0.8184081295722517,0.05223880597014925,0.0794392523364486,0.9477611940298507,0.9834879341609708,0.9936625828056931,0.9677972635338788,0.047093700617551804
random,cnn1d,109,11,2246,562,0.5,408,8,126,20,0.9501779359430605,0.946784767750035,0.9807692307692307,0.9532710280373832,0.966824644549763,0.9334123222748816,0.8683194805405906,0.05970149253731343,0.04672897196261682,0.9402985074626866,0.9885618635792999,0.9963402340573297,0.9692060681056507,0.039703235030174255
random,cnn1d,109,22,2246,562,0.5,404,4,130,24,0.9501779359430605,0.9570372436881016,0.9901960784313726,0.9439252336448598,0.9665071770334929,0.9346424774056353,0.873303959644212,0.029850746268656716,0.056074766355140186,0.9701492537313433,0.9941414423211048,0.9981194102771668,0.9845584376114713,0.03585514798760414
random,gru,110,11,2246,562,0.5,387,12,142,21,0.9412811387900356,0.935303666921314,0.9699248120300752,0.9485294117647058,0.9591078066914498,0.927503430159605,0.8557216367454875,0.07792207792207792,0.051470588235294115,0.922077922077922,0.9823179271708683,0.9923606660201091,0.9692811307275112,0.04316543787717819
random,gru,110,22,2246,562,0.5,374,8,146,34,0.9252669039145908,0.9323593073593073,0.9790575916230366,0.9166666666666666,0.9468354430379747,0.9105434700219814,0.8266036450574588,0.05194805194805195,0.08333333333333333,0.948051948051948,0.9838298955946015,0.9932706759845684,0.9690834831579459,0.051630012691020966
random,cnn1d,110,11,2246,562,0.5,385,5,149,23,0.9501779359430605,0.9555799592564298,0.9871794871794872,0.9436274509803921,0.9649122807017544,0.9395113550748035,0.8818374165354216,0.032467532467532464,0.056372549019607844,0.9675324675324676,0.9936497326203209,0.9975892795073986,0.985053910177807,0.03444885462522507
random,cnn1d,110,22,2246,562,0.5,393,9,145,15,0.9572953736654805,0.9523968678380443,0.9776119402985075,0.9632352941176471,0.9703703703703703,0.946968624675631,0.8942665971535572,0.05844155844155844,0.03676470588235294,0.9415584415584416,0.9923605805958746,0.997199065639222,0.9804857792174878,0.032296497374773026
random,gru,111,11,2246,562,0.5,407,10,125,20,0.9466192170818505,0.9395437592158904,0.9760191846522782,0.9531615925058547,0.9644549763033176,0.9286560595802302,0.8583430736946647,0.07407407407407407,0.0468384074941452,0.9259259259259259,0.9892445138346777,0.9966307239835632,0.9683992240063705,0.04232260584831238
random,gru,111,22,2246,562,0.5,389,9,126,38,0.9163701067615658,0.9221701795472288,0.9773869346733668,0.9110070257611241,0.943030303030303,0.892919833789399,0.7934780375624566,0.06666666666666667,0.08899297423887588,0.9333333333333333,0.9846647584352503,0.9950581567671843,0.9607514497892672,0.05952155590057373
random,cnn1d,111,11,2246,562,0.5,411,5,130,16,0.9626334519572953,0.9627461184838233,0.9879807692307693,0.9625292740046838,0.9750889679715302,0.9501779359430604,0.9016344743882778,0.037037037037037035,0.03747072599531616,0.9629629629629629,0.9938589643507676,0.9981105333295599,0.9811205509298295,0.029027381911873817
random,cnn1d,111,22,2246,562,0.5,407,5,130,20,0.9555160142348754,0.9580622777344088,0.9878640776699029,0.9531615925058547,0.9702026221692491,0.9412416619618176,0.8847918389597509,0.037037037037037035,0.0468384074941452,0.9629629629629629,0.993355885159164,0.9979483180483442,0.9799257529766728,0.0369105339050293
random,gru,112,11,2246,562,0.5,420,8,121,13,0.9626334519572953,0.9539807007179046,0.9813084112149533,0.9699769053117783,0.975609756097561,0.947880923676157,0.8960493025975161,0.06201550387596899,0.03002309468822171,0.937984496124031,0.9916930733838194,0.9973226613897224,0.9801860701430904,0.026905052363872528
random,gru,112,22,2246,562,0.5,405,10,119,28,0.9323843416370107,0.9289077465671267,0.9759036144578314,0.9353348729792148,0.9551886792452831,0.9087537599124966,0.8208238623626738,0.07751937984496124,0.06466512702078522,0.9224806201550387,0.9823835866587894,0.9945323898407303,0.9542002820545444,0.04799020290374756
random,cnn1d,112,11,2246,562,0.5,413,2,127,20,0.9608540925266904,0.9691533737937948,0.9951807228915662,0.953810623556582,0.9740566037735849,0.9471732294230244,0.8978440874525743,0.015503875968992248,0.046189376443418015,0.9844961240310077,0.9976905311778291,0.9993141393629437,0.9928159307963269,0.025954164564609528
random,cnn1d,112,22,2246,562,0.5,407,3,126,26,0.9483985765124555,0.9583489983350341,0.9926829268292683,0.9399538106235565,0.9655990510083037,0.9311981020166074,0.8678633796049963,0.023255813953488372,0.06004618937644342,0.9767441860465116,0.9949334908784933,0.9984910262094787,0.9847497165882342,0.035784535109996796
random,gru,113,11,2246,562,0.5,424,14,111,13,0.9519572953736655,0.9291258581235697,0.9680365296803652,0.9702517162471396,0.9691428571428572,0.9303545611015491,0.860721215306279,0.112,0.029748283752860413,0.888,0.982974828375286,0.9940032197015176,0.9610253377760707,0.03679131716489792
random,gru,113,22,2246,562,0.5,428,13,112,9,0.9608540925266904,0.9377025171624713,0.9705215419501134,0.9794050343249427,0.9749430523917996,0.9427560790414282,0.8857125225465649,0.104,0.020594965675057208,0.896,0.980979405034325,0.9923226359907434,0.9597655308685288,0.03262230008840561
random,cnn1d,113,11,2246,562,0.5,429,13,112,8,0.9626334519572953,0.9388466819221968,0.9705882352941176,0.9816933638443935,0.9761092150170648,0.9451974646513895,0.8907109307851389,0.104,0.018306636155606407,0.896,0.9932448512585813,0.9980626264487508,0.9793858479745173,0.02830670028924942
random,cnn1d,113,22,2246,562,0.5,422,9,116,15,0.9572953736654805,0.9468375286041191,0.9791183294663574,0.965675057208238,0.9723502304147466,0.9393001152073732,0.8790247004923338,0.072,0.034324942791762014,0.928,0.9909382151029749,0.9973828163224674,0.9730640717735866,0.031248200684785843
random,gru,114,11,2246,562,0.5,400,14,122,26,0.9288256227758007,0.9180129798398233,0.966183574879227,0.9389671361502347,0.9523809523809523,0.9057679409792085,0.8129484147631941,0.10294117647058823,0.06103286384976526,0.8970588235294118,0.9809790113228389,0.9935980122348209,0.9532701583942101,0.050166379660367966
random,gru,114,22,2246,562,0.5,395,9,127,31,0.9288256227758007,0.9305267881800607,0.9777227722772277,0.9272300469483568,0.9518072289156626,0.9078764035734775,0.8203235935859166,0.0661764705882353,0.07276995305164319,0.9338235294117647,0.983119304059652,0.9938591338621516,0.9625912616974418,0.045304831117391586
random,cnn1d,114,11,2246,562,0.5,416,7,129,10,0.9697508896797153,0.962527616680475,0.983451536643026,0.9765258215962441,0.9799764428739693,0.9590791305278938,0.9182571832093018,0.051470588235294115,0.023474178403755867,0.9485294117647058,0.9946837890085612,0.9983526818817732,0.9836094188065022,0.024564960971474648
random,cnn1d,114,22,2246,562,0.5,410,4,132,16,0.9644128113879004,0.9665147749240541,0.9903381642512077,0.9624413145539906,0.9761904761904762,0.9528839704896043,0.9072743312502936,0.029411764705882353,0.03755868544600939,0.9705882352941176,0.994994476663905,0.9984426423408677,0.9847789013107352,0.0287768617272377
random,gru,115,11,2246,562,0.5,403,8,125,26,0.9395017793594306,0.9396217817270449,0.9805352798053528,0.9393939393939394,0.9595238095238096,0.9199027498323273,0.8430518382951551,0.06015037593984962,0.06060606060606061,0.9398496240601504,0.9808086650191914,0.9919913705809482,0.9638122507926645,0.04480050876736641
random,gru,115,22,2246,562,0.5,406,10,123,23,0.9412811387900356,0.9355994882310672,0.9759615384615384,0.9463869463869464,0.9609467455621302,0.9213335878348285,0.8444009823537219,0.07518796992481203,0.053613053613053616,0.924812030075188,0.9835778256830888,0.9939438150812382,0.9635068075282776,0.04330524429678917
random,cnn1d,115,11,2246,562,0.5,405,4,129,24,0.9501779359430605,0.9569903780430096,0.9902200488997555,0.9440559440559441,0.9665871121718377,0.9343425071348699,0.8727385282079044,0.03007518796992481,0.055944055944055944,0.9699248120300752,0.9929719403403614,0.9978546688775108,0.9787825396006244,0.03648117184638977
random,cnn1d,115,22,2246,562,0.5,412,4,129,17,0.9626334519572953,0.9651488862015178,0.9903846153846154,0.9603729603729604,0.9751479289940829,0.9499395558948909,0.9016819051930385,0.03007518796992481,0.039627039627039624,0.9699248120300752,0.9928843086737823,0.9977874285352104,0.9797085645605135,0.03334912285208702
random,gru,116,11,2246,562,0.5,397,9,137,19,0.9501779359430605,0.9463415437302424,0.9778325123152709,0.9543269230769231,0.9659367396593674,0.936610753935644,0.8741683613138481,0.06164383561643835,0.04567307692307692,0.9383561643835616,0.9888533983140148,0.9957336567624826,0.975336155211778,0.0389397069811821
random,gru,116,22,2246,562,0.5,397,10,136,19,0.9483985765124555,0.9429168861959958,0.9754299754299754,0.9543269230769231,0.9647630619684082,0.9342087735091211,0.8691851008351977,0.0684931506849315,0.04567307692307692,0.9315068493150684,0.9833706533192834,0.9931109972985367,0.9699315691780147,0.04028153419494629
random,cnn1d,116,11,2246,562,0.5,400,8,138,16,0.9572953736654805,0.9533719704952581,0.9803921568627451,0.9615384615384616,0.970873786407767,0.9454368932038835,0.8914917191593003,0.0547945205479452,0.038461538461538464,0.9452054794520548,0.9919981559536354,0.9971480668349266,0.9802037261077172,0.03129539638757706
random,cnn1d,116,22,2246,562,0.5,401,7,139,15,0.9608540925266904,0.9579985511064278,0.9828431372549019,0.9639423076923077,0.9733009708737864,0.9499838187702265,0.9005892341608895,0.04794520547945205,0.036057692307692304,0.952054794520548,0.9922945205479452,0.9971592737019002,0.9827058069380235,0.031294651329517365
random,gru,117,11,2246,562,0.5,412,8,125,17,0.9555160142348754,0.9501112922165553,0.9809523809523809,0.9603729603729604,0.9705535924617197,0.9398222507763143,0.8805125560043953,0.06015037593984962,0.039627039627039624,0.9398496240601504,0.9869779343463554,0.9947252482476757,0.9736222756830463,0.03437110036611557
random,gru,117,22,2246,562,0.5,390,10,123,39,0.9128113879003559,0.9169514695830485,0.975,0.9090909090909091,0.9408926417370326,0.8873954734108891,0.7824966162266886,0.07518796992481203,0.09090909090909091,0.924812030075188,0.9774260826892405,0.991530450156985,0.9574663776316176,0.057700663805007935
random,cnn1d,117,11,2246,562,0.5,419,9,124,10,0.9661921708185054,0.9545104018788229,0.9789719626168224,0.9766899766899767,0.9778296382730455,0.9533342947919534,0.9066799363057475,0.06766917293233082,0.023310023310023312,0.9323308270676691,0.994005994005994,0.9981092632002987,0.9839027327215663,0.0252740066498518
random,cnn1d,117,22,2246,562,0.5,410,10,123,19,0.9483985765124555,0.9402614928930718,0.9761904761904762,0.9557109557109557,0.9658421672555948,0.9301938109005247,0.8612442725189008,0.07518796992481203,0.04428904428904429,0.924812030075188,0.9892037786774629,0.996448314023366,0.9748594515449706,0.03522082790732384
random,gru,118,11,2246,562,0.5,427,13,116,6,0.9661921708185054,0.9426839966342625,0.9704545454545455,0.9861431870669746,0.9782359679266895,0.9512693783856555,0.9031426826774801,0.10077519379844961,0.013856812933025405,0.8992248062015504,0.9890613530980897,0.9956192467904792,0.9781214877880378,0.026293035596609116
random,gru,118,22,2246,562,0.5,421,10,119,12,0.9608540925266904,0.9473834971444939,0.9767981438515081,0.9722863741339491,0.9745370370370371,0.9449608262108262,0.8899681738192919,0.07751937984496124,0.02771362586605081,0.9224806201550387,0.989097158816263,0.9965083709456009,0.9744361231018217,0.03051261603832245
random,cnn1d,118,11,2246,562,0.5,425,11,118,8,0.9661921708185054,0.9481264657965878,0.9747706422018348,0.9815242494226328,0.9781357882623706,0.951812992170401,0.9037345283138709,0.08527131782945736,0.018475750577367205,0.9147286821705426,0.9934654564333923,0.998012154367658,0.9819940139012033,0.025067191570997238
random,cnn1d,118,22,2246,562,0.5,423,9,120,10,0.9661921708185054,0.9535689349589129,0.9791666666666666,0.976905311778291,0.9780346820809248,0.9523378043609257,0.9046874201330605,0.06976744186046512,0.023094688221709007,0.9302325581395349,0.994593336555848,0.998374327355476,0.984240358539173,0.0241731908172369
random,gru,119,11,2246,562,0.5,413,24,112,13,0.9341637010676157,0.8965064899199116,0.9450800915331807,0.9694835680751174,0.9571263035921205,0.9076819257424205,0.8166929837280831,0.17647058823529413,0.03051643192488263,0.8235294117647058,0.9695698702016018,0.9877991934136341,0.9396368386463088,0.048052866011857986
random,gru,119,22,2246,562,0.5,409,17,119,17,0.9395017793594306,0.9175469483568075,0.960093896713615,0.960093896713615,0.960093896713615,0.9175469483568075,0.835093896713615,0.125,0.03990610328638498,0.875,0.978683374758354,0.9924377454564683,0.9531314929756062,0.04582412540912628
random,cnn1d,119,11,2246,562,0.5,412,10,126,14,0.9572953736654805,0.946803369235018,0.976303317535545,0.9671361502347418,0.9716981132075472,0.9423707957342083,0.8849127355244757,0.07352941176470588,0.03286384976525822,0.9264705882352942,0.9881766086716377,0.9962088943282887,0.9666284157525362,0.03449137881398201
random,cnn1d,119,22,2246,562,0.5,407,9,127,19,0.9501779359430605,0.9446112952223142,0.9783653846153846,0.9553990610328639,0.9667458432304038,0.9337275315442799,0.8684836519114717,0.0661764705882353,0.04460093896713615,0.9338235294117647,0.9886081193040597,0.9964084540256558,0.9673310227239899,0.03630485385656357
random,gru,120,11,2246,562,0.5,417,6,116,23,0.9483985765124555,0.9492734724292101,0.9858156028368794,0.9477272727272728,0.966396292004635,0.9276425904467619,0.8585576092482469,0.04918032786885246,0.05227272727272727,0.9508196721311475,0.9901639344262295,0.996932644296934,0.9759991424051954,0.035662684589624405
random,gru,120,22,2246,562,0.5,404,3,119,36,0.9306049822064056,0.946795827123696,0.9926289926289926,0.9181818181818182,0.9539551357733176,0.9065804559733014,0.8242943136368215,0.02459016393442623,0.08181818181818182,0.9754098360655737,0.9903502235469448,0.9971965654135939,0.9724939438925648,0.047999314963817596
random,cnn1d,120,11,2246,562,0.5,419,5,117,21,0.9537366548042705,0.9556445603576751,0.9882075471698113,0.9522727272727273,0.9699074074074074,0.9349537037037037,0.8728507062100854,0.040983606557377046,0.04772727272727273,0.9590163934426229,0.9922876304023845,0.9977769860837077,0.9784916350966275,0.037894558161497116
random,cnn1d,120,22,2246,562,0.5,422,5,117,18,0.9590747330960854,0.959053651266766,0.9882903981264637,0.9590909090909091,0.9734717416378316,0.9419887891068535,0.885969708590089,0.040983606557377046,0.04090909090909091,0.9590163934426229,0.9945417287630403,0.9984452080653232,0.9841109062793039,0.0292875487357378
group_disjoint,gru,101,11,2219,589,0.5,403,35,132,19,0.9083191850594228,0.8726977324970911,0.9200913242009132,0.9549763033175356,0.9372093023255814,0.8836989907854322,0.7694416274738398,0.20958083832335328,0.045023696682464455,0.7904191616766467,0.9710957232454522,0.9887721073006029,0.9354905232202303,0.06847824901342392
group_disjoint,gru,101,22,2219,589,0.5,405,33,134,17,0.9151103565365025,0.8810554246956324,0.9246575342465754,0.9597156398104265,0.9418604651162791,0.8923138803568818,0.7866962435512833,0.19760479041916168,0.04028436018957346,0.8023952095808383,0.973238357408406,0.9890406314471709,0.9455621519629799,0.05741944536566734
group_disjoint,cnn1d,101,11,2219,589,0.5,392,6,161,30,0.9388794567062818,0.9464909044470302,0.9849246231155779,0.9289099526066351,0.9560975609756097,0.9277694508788663,0.8598027964080531,0.03592814371257485,0.07109004739336493,0.9640718562874252,0.9906064647955275,0.9964965388770438,0.9752547717612814,0.039494119584560394
group_disjoint,cnn1d,101,22,2219,589,0.5,388,4,163,34,0.9354838709677419,0.9477395919062349,0.9897959183673469,0.919431279620853,0.9533169533169533,0.9244606744606745,0.8554483820018732,0.023952095808383235,0.08056872037914692,0.9760479041916168,0.9839515282231744,0.9940165779503736,0.9598749983208709,0.054257482290267944
group_disjoint,gru,102,11,2158,650,0.5,428,98,38,86,0.7169230769230769,0.5560482948043031,0.8136882129277566,0.8326848249027238,0.823076923076923,0.5576923076923077,0.11604854480701192,0.7205882352941176,0.16731517509727625,0.27941176470588236,0.5429159990844588,0.8476196211906895,0.3694286395425539,0.2520604729652405
group_disjoint,gru,102,22,2158,650,0.5,432,103,33,82,0.7153846153846154,0.5415569924467841,0.8074766355140187,0.8404669260700389,0.8236415633937083,0.5432948852825115,0.08859297943624088,0.7573529411764706,0.15953307392996108,0.2426470588235294,0.6821927214465553,0.902278460806288,0.3836487519043696,0.24958735704421997
