layer,model,random_f1_macro,random_lo,random_hi,random_n_splits,random_pr_auc_benign,random_balanced_accuracy,random_fpr,random_recall,group_disjoint_f1_macro,group_disjoint_lo,group_disjoint_hi,group_disjoint_n_splits,group_disjoint_pr_auc_benign,group_disjoint_balanced_accuracy,group_disjoint_fpr,group_disjoint_recall,leakage_delta,delta_mean,delta_lo,delta_hi,delta_excludes_zero
network,hgb,0.8706222904852277,0.8676895761256052,0.8735550048448502,5,0.9245961822472996,0.9781382180715111,0.008821650532144591,0.965098086675167,0.7719545516089945,0.7000534084116519,0.8460750843606893,5,0.7072205911014146,0.9375289513851172,0.0719242712427707,0.9469821740130051,0.09866773887623315,0.09866773887623317,0.023668014402648162,0.1707699533417384,True
network,logreg,0.8007384729971057,0.7984303892631525,0.8040974338171489,5,0.8188106524302992,0.9423787219206581,0.056899731000417605,0.9416571748417336,0.7402673937212934,0.6779600977749964,0.798619796030022,5,0.6573953629872077,0.9053391547133239,0.1307840072559257,0.9414623166825737,0.0604710792758123,0.06047107927581232,0.0010492624883374102,0.12615587343480833,True
network,majority,0.48630926841506145,0.48622922538280705,0.486389311447316,5,0.053303333333333335,0.5,1.0,1.0,0.49023339832114043,0.48802665036920184,0.4936863713868063,5,0.03822977297686022,0.5,1.0,1.0,-0.003924129906078988,-0.0039241299060789,-0.00745012116199052,-0.0017244067961490694,True
network,mlp,0.8646469611386772,0.8611497091521292,0.868058695688904,5,0.8898907861493324,0.805644332791147,0.38634877491429637,0.9976374404965908,0.7740816160951359,0.706462103896861,0.8496572437816905,5,0.6666823743744875,0.8146335746646484,0.34480667653904795,0.9740738258683448,0.0905653450435413,0.09056534504354123,0.013665899858748198,0.1583503512385263,True
network,rf,0.8978474743375774,0.8969075059845233,0.8988585518641354,5,0.9309024760047645,0.9482123227627985,0.08378190403968944,0.9802065495652865,0.7916113285909625,0.6957947630586505,0.8874278941232745,5,0.6808519898398184,0.9122427816034454,0.1339051039645052,0.958390667171396,0.10623614574661489,0.10623614574661475,0.010203934683975735,0.20226835680925376,True
network,stratified,0.5013456345131602,0.50126505318972,0.5014315104524959,5,0.053450737511051796,0.5013554841198076,0.9431869136223883,0.9458978818620034,0.4974850264962428,0.49265274388954994,0.5002815472633563,5,0.03827484993428483,0.5002090357913334,0.9357116496336111,0.9361297212162778,0.003860608016917344,0.003860608016917322,0.0010781128592585731,0.008713617111125494,True
network,tree,0.8635974670964923,0.861295893272089,0.8658415525866572,5,0.8788630816082297,0.9734029166545841,0.0164842204768849,0.963290053786053,0.7345541570930127,0.5981109336659334,0.8401281290986974,5,0.4584084111235864,0.9149202380848379,0.07924459203170083,0.9090850682013769,0.12904331000347957,0.12904331000347943,0.022988841443499573,0.2671055115369246,True
network,xgboost,0.8712432208454717,0.8695969667999893,0.8728894748909541,5,0.9279788107398176,0.9786919873445792,0.007853097627517684,0.965237072316676,0.7823692093241208,0.7095720573134854,0.8551663613347562,5,0.711750928767173,0.9380794915314163,0.07626118336958315,0.952420166432416,0.08887401152135088,0.0888740115213508,0.016161315858983283,0.16158670718371831,True
