layer,model,random_f1_macro,random_lo,random_hi,random_n_splits,random_pr_auc_benign,random_balanced_accuracy,random_fpr,random_recall,group_disjoint_f1_macro,group_disjoint_lo,group_disjoint_hi,group_disjoint_n_splits,group_disjoint_pr_auc_benign,group_disjoint_balanced_accuracy,group_disjoint_fpr,group_disjoint_recall,leakage_delta,delta_mean,delta_lo,delta_hi,delta_excludes_zero
radio,logreg,0.8252737623855149,0.7951299385477296,0.8554175862233001,2,0.8776290025891649,0.8666369984287678,0.1333377100840336,0.8666117069415693,0.7699642811059202,-0.6430728990390815,2.183001461250922,2,0.6722010863029934,0.7895075083832328,0.28104085945755547,0.8600558762240214,0.055309481279594674,0.05530948127959456,-1.327583875027622,1.4382028375868114,False
radio,majority,0.43826949589402386,0.4061669645969092,0.4703720271911385,2,0.2197508896797153,0.5,1.0,1.0,0.4294946312215118,0.27592585514443146,0.5830634072985922,2,0.24638108919942536,0.5,1.0,1.0,0.00877486467251204,0.008774864672512012,-0.11269138010745365,0.1302411094524777,False
