protocol,direction,train_frac,rep,model,n_train_sessions,n_test_sessions,n_train,n_test,train_prevalence,test_prevalence,f1_macro,recall,fpr,precision,pr_auc,brier,ece,alerts_per_hour,false_alerts_per_hour,ppv_deploy
random_sessions,n/a,0.4,19,mlp,12,18,1169,1639,0.6971770744225834,0.8126906650396584,0.6028906535476662,0.6493993993993994,0.2736156351791531,0.9114857744994731,0.9113097236092135,0.308308869600296,0.3085602721752233,65980.08882747742,65667.75244299675,0.004733797574861714
random_sessions,n/a,0.4,19,stratified,12,18,1169,1639,0.6971770744225834,0.8126906650396584,0.48721061652807196,0.68993993993994,0.6970684039087948,0.8111209179170344,0.8116076338041543,0.3825503355704698,0.3715680292861501,167628.25177896363,167296.41693811075,0.001979587792220358
random_sessions,n/a,0.4,19,majority,12,18,1169,1639,0.6971770744225834,0.8126906650396584,0.4483338943116796,1.0,1.0,0.8126906650396584,0.8126906650396584,0.18730933496034166,0.1873093349603417,240480.9619238477,240000.0,0.002
temporal,forward,0.5,0,logreg,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.390117112243639,0.6359189378057303,0.8972602739726028,0.8741594620557157,0.9045843579144155,0.38012868877919503,0.39255313142628534,215648.3185491629,215342.46575342468,0.0014182943683305348
temporal,forward,0.5,0,tree,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.487657850025256,0.6547868623340322,0.4931506849315068,0.9286422200198216,0.9213157375258816,0.3589093214965124,0.3500317057704503,118671.09193258002,118356.16438356164,0.0026537848762467806
temporal,forward,0.5,0,rf,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.5010919704453607,0.9203354297693921,0.9178082191780822,0.9076498966230186,0.9287809564903478,0.13613591975448713,0.19378052466012474,220716.61890162682,220273.97260273973,0.002005496011536718
temporal,forward,0.5,0,xgboost,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.47615447320154886,0.8658280922431866,0.9178082191780822,0.9024034959941734,0.8815247166036396,0.1799750030040741,0.17685314455806622,220690.4029477064,220273.97260273973,0.0018869436069919995
temporal,forward,0.5,0,hgb,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.4605274773780622,0.8343815513626834,0.9246575342465754,0.8984198645598194,0.8889163035180536,0.2261380472613437,0.22767805208002218,222319.11397534452,221917.80821917808,0.0018050888607397304
temporal,forward,0.5,0,mlp,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.46033170311089555,0.827393431167016,0.9178082191780822,0.8983308042488619,0.9007287613392978,0.2376544326543808,0.23311107960658628,220671.91733917277,220273.97260273973,0.0018033320289749088
temporal,forward,0.5,0,stratified,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.4214697100785451,0.5800139762403913,0.6232876712328768,0.9011943539630836,0.9038086814191865,0.43880786303107167,0.424857324032974,149868.00573376156,149589.04109589042,0.0018614022152713963
temporal,forward,0.5,0,majority,15,15,1231,1577,0.5816409423233144,0.9074191502853519,0.4757313829787234,1.0,1.0,0.9074191502853519,0.9074191502853519,0.09258084971464807,0.09258084971464807,240480.9619238477,240000.0,0.002
temporal,reverse,0.5,0,logreg,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.5519112917246175,0.3407821229050279,0.12427184466019417,0.7922077922077922,0.7682414818816438,0.3586443249866194,0.3493888586383023,29989.145943891905,29825.2427184466,0.005465418246720271
temporal,reverse,0.5,0,tree,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.2995117496223963,0.6885474860335196,0.9825242718446602,0.4934934934934935,0.512921811057925,0.5898412335797912,0.5811788667547955,236136.99036626163,235805.82524271845,0.0014024279848299929
temporal,reverse,0.5,0,rf,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.3756274269052852,0.9357541899441341,0.9766990291262136,0.5711849957374254,0.6413763042168288,0.27462994038203203,0.1824874250768499,234857.82912573536,234407.76699029127,0.0019163173615265074
temporal,reverse,0.5,0,xgboost,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.44725721199078594,0.5432960893854749,0.6485436893203883,0.5380359612724758,0.5961350039955431,0.3785560429096222,0.3603762729104025,155911.79016926294,155650.48543689318,0.0016759780135042165
temporal,reverse,0.5,0,hgb,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.5247592007076152,0.6745810055865922,0.6213592233009708,0.6014943960149439,0.6179375059599999,0.41104783987638444,0.4227436529883873,149450.66137047103,149126.213592233,0.002170935713919469
temporal,reverse,0.5,0,mlp,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.6869478313540307,0.61731843575419,0.21553398058252426,0.7992766726943942,0.765416873639805,0.20772993564605713,0.1129420553035217,52025.06200229281,51728.155339805824,0.005706992958007433
temporal,reverse,0.5,0,stratified,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.4283005278578278,0.8952513966480447,0.9048543689320389,0.5790424570912376,0.5793146447901283,0.4394800974817222,0.4394800974817222,217595.63037774852,217165.04854368934,0.0019788165475183705
temporal,reverse,0.5,0,majority,15,15,1577,1231,0.9074191502853519,0.5816409423233144,0.3677452491011813,1.0,1.0,0.5816409423233144,0.5816409423233144,0.41835905767668563,0.4183590576766857,240480.9619238477,240000.0,0.002
random_sessions,n/a,0.5,0,logreg,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.697720101143084,0.8401898734177216,0.40764331210191085,0.892436974789916,0.883991718643353,0.1833138289983233,0.1845876733287831,98238.49424237495,97834.3949044586,0.004113452074289141
random_sessions,n/a,0.5,0,tree,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.7158192013315688,0.9200949367088608,0.5191082802547771,0.8770739064856712,0.8709963301854187,0.16730038022813687,0.14575411913814956,125028.51789202851,124585.9872611465,0.0035394375486733
random_sessions,n/a,0.5,0,rf,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.787843284667327,0.9485759493670886,0.4171974522292994,0.9015037593984963,0.9455542582166727,0.09937593215406658,0.08866853846097204,100583.61744855509,100127.38853503185,0.004535817313953674
random_sessions,n/a,0.5,0,xgboost,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.7993871308595799,0.9572784810126582,0.410828025477707,0.9036594473487677,0.907470878762494,0.10654877871274948,0.11294661262646494,99059.14061453554,98598.72611464969,0.004647874966707396
random_sessions,n/a,0.5,0,hgb,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.8062010688966874,0.9651898734177216,0.4140127388535032,0.9037037037037037,0.892320279749425,0.10508882292467575,0.10688156902678436,99827.27690323807,99363.05732484077,0.004650227801438137
random_sessions,n/a,0.5,0,mlp,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.7496453155206533,0.9153481012658228,0.43312101910828027,0.8948182521268369,0.9090117352597207,0.12309108674526215,0.12778260736137215,104389.29216976241,103949.04458598727,0.004217363434739987
random_sessions,n/a,0.5,0,stratified,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.5061178287269682,0.7175632911392406,0.6910828025477707,0.8069395017793595,0.8052659060919232,0.3637515842839037,0.33840304182509506,166204.99323245377,165859.87261146496,0.002076475647793135
random_sessions,n/a,0.5,0,majority,15,15,1230,1578,0.7178861788617886,0.8010139416983524,0.44475721323011963,1.0,1.0,0.8010139416983524,0.8010139416983524,0.19898605830164764,0.19898605830164767,240480.9619238477,240000.0,0.002
random_sessions,n/a,0.5,1,logreg,15,15,1072,1736,0.7154850746268657,0.7949308755760369,0.7066962890040376,0.8065217391304348,0.3202247191011236,0.9070904645476773,0.8871820230769569,0.19427141188448477,0.21444827457501664,77241.83883154683,76853.93258426967,0.005021970646285751
random_sessions,n/a,0.5,1,tree,15,15,1072,1736,0.7154850746268657,0.7949308755760369,0.8088298220443505,0.9340579710144927,0.3342696629213483,0.9154829545454546,0.9075335058597901,0.12096774193548387,0.10483870967741934,80673.96541984798,80224.71910112358,0.0055686653852505255
random_sessions,n/a,0.5,1,rf,15,15,1072,1736,0.7154850746268657,0.7949308755760369,0.7581320918827363,0.8905797101449275,0.36235955056179775,0.9050073637702504,0.9297782174104574,0.11502331742687309,0.12696430566713793,87394.62706556248,86966.29213483146,0.004901158630835453
