n_flows_declared,pkts_per_flow,mb_per_s_reference,mb_per_s_vectorised,speedup,ms_per_flow_reference,ms_per_flow_vectorised,us_per_pkt_reference,us_per_pkt_vectorised
200,200,0.9234819197959729,11.157724354253034,12.082233680024983,15.593288500094786,1.2905965000391006,77.96644250047393,6.452982500195503
2000,50,1.107516241614358,11.766504304198817,10.624227313404912,3.250527499942109,0.3059542500413954,65.01054999884218,6.1190850008279085
20000,10,1.134507621867923,8.68705934424527,7.657118539179456,0.6346376050030813,0.08288203999400139,63.463760500308126,8.288203999400139
50000,4,1.111382936403635,4.980652962698349,4.481491302012812,0.2591370359994471,0.05782383999787271,64.78425899986178,14.455959999468178
100000,2,0.9397288728889824,2.18038514261865,2.3202278928767535,0.15323747537318907,0.06604414844060699,76.61797149921767,33.021743999561295
