seed,model,calibrator,domain,oracle,brier,ece,f1_macro,recall,fpr,precision,pr_auc,roc_auc,ppv_deploy,alerts_per_hour,mean_score,tp,fp,tn,fn
102,tree,platt+prior_ORACLE,target,True,0.45358718745731497,0.5385014110410861,0.2820789726179054,0.0,0.0,0.0,0.6720512434668653,0.6226652518483016,,0.0,0.1395228208318497,0.0,0.0,477736.0,738153.0
102,tree,platt+prior_EM,target,False,0.3929101502444175,0.39290999536403676,0.37775697758799454,1.0,1.0,0.6070891339587742,0.6720512434668653,0.6226652518483016,0.002,240480.9619238477,0.9999991293228109,738153.0,477736.0,0.0,0.0
102,tree,platt+prior_BBSE,target,False,0.3929101502444175,0.39290999536403676,0.37775697758799454,1.0,1.0,0.6070891339587742,0.6720512434668653,0.6226652518483016,0.002,240480.9619238477,0.9999991293228109,738153.0,477736.0,0.0,0.0
102,tree,isotonic,source_test,False,0.07597683934743624,0.24241130957490975,0.8803041913950416,0.9989615043932437,0.3603031043754583,0.9851994658151841,0.9866107497906188,0.8370522503713403,0.005525528739336224,86953.20749711276,0.717602374326957,,,,
102,tree,isotonic,target,False,0.25208942682523416,0.3070072256933645,0.39753936163131165,0.9985545002187893,0.9812323124068523,0.6112554069474299,0.611922710209876,0.510041664268636,0.0020352351484309596,235976.02167113655,0.7306861501684616,,,,
102,tree,isotonic+prior_ORACLE,target,True,0.408051247367728,0.5030796681394937,0.2820789726179054,0.0,0.0,0.0,0.611922710209876,0.510041664268636,,0.0,0.19394174832186858,0.0,0.0,477736.0,738153.0
102,tree,isotonic+prior_EM,target,False,0.39291029972205793,0.3929102190528875,0.37775697758799454,1.0,1.0,0.6070891339587742,0.611922710209876,0.510041664268636,0.002,240480.9619238477,0.9999993530116614,738153.0,477736.0,0.0,0.0
102,tree,temperature,source_test,False,0.13333134877932318,0.32836770475180993,0.7710661805427508,0.9441350451541962,0.06184307015399658,0.9972791310426413,0.9969262603485257,0.9615130900551733,0.029686208631764924,15296.429844648572,0.631645979150057,,,,
102,tree,temperature,target,False,0.2219216187560417,0.34560099221208357,0.6137489784210565,0.9173044070809169,0.6743954820235444,0.6775893781009392,0.6720512434668653,0.6226652518483016,0.002718417023119889,162296.10417803426,0.626475038203523,,,,
102,rf,raw,source_test,False,0.018579289001072533,0.018652788552384395,0.8513829619838358,0.9761146010446045,0.12001955512099731,0.9949047362085426,0.9996198449335829,0.9910746461454799,0.016037141328055317,29274.167185453593,0.9413804437807208,,,,
102,rf,raw,target,False,0.22031380831244032,0.21354433084611588,0.6243728679025309,0.9725097642358698,0.700056097928563,0.6821808927656768,0.6945973326998593,0.6224465343890038,0.0027762157260203387,168481.2036700227,0.7294924050464484,,,,
102,rf,platt,source_test,False,0.022970051799289463,0.08847805480261195,0.8635974731966953,0.9818975961881102,0.1581520410657541,0.993335942649967,0.9996198449337148,0.9910746461454799,0.012289117281102867,38428.74521266504,0.871535629099255,,,,
102,rf,platt,target,False,0.2249894637470704,0.22616677773979854,0.6267467174627681,0.9997182156002888,0.7163328700370079,0.6831792979392924,0.6945973333640894,0.6224465343890038,0.002789004649478981,172400.7152051626,0.7612652606682291,,,,
102,rf,platt+prior_ORACLE,target,True,0.32294538722048627,0.34581838304137735,0.2820789726179054,0.0,0.0,0.0,0.6945973333640894,0.6224465343890038,,0.0,0.2770404233002805,0.0,0.0,477736.0,738153.0
102,rf,platt+prior_EM,target,False,0.3929095819682809,0.39291004186267964,0.37775697758799454,1.0,1.0,0.6070891339587742,0.6945973336939524,0.6224465343890037,0.002,240480.9619238477,0.9999991359908632,738153.0,477736.0,0.0,0.0
102,rf,platt+prior_BBSE,target,False,0.3929095819682809,0.39291004186267964,0.37775697758799454,1.0,1.0,0.6070891339587742,0.6945973336939524,0.6224465343890037,0.002,240480.9619238477,0.9999991359908632,738153.0,477736.0,0.0,0.0
