attack,model,eps,f1_macro,f1_drop,recall,recall_drop,fpr,fpr_rise,false_alerts_per_hour,ppv_deploy,n
gaussian_noise,rf,0.01,0.6841389681678646,-0.007338067402053361,0.9088077577822103,-0.0038893439688830076,0.323975895669654,0.022024276387057673,77754.21496071696,0.006982705867992213,5
gaussian_noise,rf,0.05,0.6903913313959333,-0.013590430630122186,0.9155243714193368,-0.01060595760600962,0.36126702638174646,0.05931540709915013,86704.08633161915,0.0061932336484743,5
gaussian_noise,rf,0.1,0.6916984774825735,-0.014897576716762373,0.9216426231448562,-0.016724209331529027,0.3746550786494143,0.07270345936681795,89917.21887585943,0.005622617449406271,5
gaussian_noise,rf,0.25,0.677547774963726,-0.0007468741979147376,0.9363003794781811,-0.03138196566485376,0.4815549865003261,0.17960336721772982,115573.19676007827,0.004285791804965345,5
gaussian_noise,rf,0.5,0.6539079592292277,0.022892941536583434,0.9524670207893926,-0.047548606976065486,0.5814902309108344,0.27953861162823807,139557.65541860025,0.0035046642798976894,5
gaussian_noise,tree,0.0,0.6254424044543221,0.0,0.8630260310026531,0.0,0.20223647745288123,0.0,48536.75458869149,0.013912843990617544,5
gaussian_noise,tree,0.01,0.607954160281901,0.017488244172421164,0.8487400727745046,0.014285958228148576,0.2595652318587609,0.057328754405879666,62295.655646102605,0.007472621065060926,5
gaussian_noise,tree,0.05,0.579190246387116,0.04625215806720606,0.8254304817616894,0.037595549240963685,0.29925126571889177,0.09701478826601057,71820.30377253403,0.006203150651281781,5
gaussian_noise,tree,0.1,0.5413484133144632,0.08409399113985899,0.7851851751671642,0.07784085583548891,0.3648248984788125,0.1625884210259313,87557.975634915,0.0050489151721661695,5
gaussian_noise,tree,0.25,0.4903723482350092,0.135070056219313,0.7233248245250633,0.1397012064775898,0.3868481041815909,0.1846116267287097,92843.54500358182,0.004028364694035139,5
gaussian_noise,tree,0.5,0.4630291096625375,0.16241329479178462,0.6973524095269246,0.16567362147572856,0.4571434159104622,0.254906938457581,109714.41981851093,0.003134769545567867,5
gaussian_noise,xgboost,0.0,0.6355657610879993,0.0,0.8629259452567041,0.0,0.0932441453213551,0.0,22378.594877125222,0.0365625545683697,5
gaussian_noise,xgboost,0.01,0.6438736685548425,-0.00830790746684309,0.8674958076513896,-0.004569862394685531,0.08430947981621764,-0.008934665505137464,20234.275155892232,0.031335292130584974,5
gaussian_noise,xgboost,0.05,0.6407492083527362,-0.0051834472647368955,0.8638028285956194,-0.0008768833389154018,0.0854430823991504,-0.007801062922204702,20506.339775796096,0.023547782859717568,5
gaussian_noise,xgboost,0.1,0.6315036630329861,0.0040620980550132415,0.854505173170262,0.008420772086442097,0.1393080025872014,0.04606385726584633,33433.920620928344,0.014833118494527653,5
gaussian_noise,xgboost,0.25,0.5808519546925042,0.05471380639549521,0.8116124670348797,0.051313478221824485,0.15149914931696212,0.05825500399560701,36359.79583607091,0.010703291660151996,5
gaussian_noise,xgboost,0.5,0.5016072651329914,0.13395849595500803,0.7223082946796285,0.14061765057707548,0.25774680114375115,0.16450265582239604,61859.23227450028,0.006069617820658494,5
missing_telemetry,hgb,0.0,0.6160452335425184,0.0,0.8448849952808445,0.0,0.10195845196961639,0.0,24470.028472707934,0.02963810195379472,5
missing_telemetry,hgb,0.01,0.6539073818640493,-0.037862148321530786,0.8863030017511679,-0.04141800647032343,0.2437385186413131,0.1417800666716967,58497.24447391514,0.01526959786866559,5
missing_telemetry,hgb,0.05,0.6257380385570983,-0.009692805014579909,0.8679191737370827,-0.023034178456238164,0.25898336953412293,0.1570249175645066,62156.00868818951,0.022785360481758755,5
missing_telemetry,hgb,0.1,0.6268095159439532,-0.010764282401434722,0.8769396203063498,-0.03205462502550516,0.22107050014473467,0.11911204817511827,53056.92003473632,0.013599340478124514,5
missing_telemetry,hgb,0.25,0.6023765360666445,0.013668697475873926,0.9697295294553128,-0.12484453417446817,0.6153588232693559,0.5134003712997395,147686.1175846454,0.004097937626067268,5
missing_telemetry,hgb,0.5,0.5079410017836288,0.1081042317588897,0.9170015196822963,-0.0721165244014517,0.7656283587622651,0.6636699067926488,183750.80610294366,0.004150801333629047,5
