model,split_seed,tau,tp,fp,fn,tn
majority,104,0.999,439,138,0,0
majority,104,0.9995,439,138,0,0
stratified,104,0.01,339,106,100,32
stratified,104,0.02,339,106,100,32
stratified,104,0.03,339,106,100,32
stratified,104,0.04,339,106,100,32
stratified,104,0.05,339,106,100,32
stratified,104,0.06,339,106,100,32
stratified,104,0.07,339,106,100,32
stratified,104,0.08,339,106,100,32
stratified,104,0.09,339,106,100,32
stratified,104,0.1,339,106,100,32
stratified,104,0.11,339,106,100,32
stratified,104,0.12,339,106,100,32
stratified,104,0.13,339,106,100,32
stratified,104,0.14,339,106,100,32
stratified,104,0.15,339,106,100,32
stratified,104,0.16,339,106,100,32
stratified,104,0.17,339,106,100,32
stratified,104,0.18,339,106,100,32
stratified,104,0.19,339,106,100,32
stratified,104,0.2,339,106,100,32
stratified,104,0.21,339,106,100,32
stratified,104,0.22,339,106,100,32
stratified,104,0.23,339,106,100,32
stratified,104,0.24,339,106,100,32
stratified,104,0.25,339,106,100,32
stratified,104,0.26,339,106,100,32
stratified,104,0.27,339,106,100,32
stratified,104,0.28,339,106,100,32
stratified,104,0.29,339,106,100,32
stratified,104,0.3,339,106,100,32
stratified,104,0.31,339,106,100,32
stratified,104,0.32,339,106,100,32
stratified,104,0.33,339,106,100,32
stratified,104,0.34,339,106,100,32
stratified,104,0.35,339,106,100,32
stratified,104,0.36,339,106,100,32
stratified,104,0.37,339,106,100,32
stratified,104,0.38,339,106,100,32
stratified,104,0.39,339,106,100,32
stratified,104,0.4,339,106,100,32
stratified,104,0.41,339,106,100,32
stratified,104,0.42,339,106,100,32
stratified,104,0.43,339,106,100,32
stratified,104,0.44,339,106,100,32
stratified,104,0.45,339,106,100,32
stratified,104,0.46,339,106,100,32
stratified,104,0.47,339,106,100,32
stratified,104,0.48,339,106,100,32
stratified,104,0.49,339,106,100,32
stratified,104,0.5,339,106,100,32
stratified,104,0.51,339,106,100,32
stratified,104,0.52,339,106,100,32
stratified,104,0.53,339,106,100,32
stratified,104,0.54,339,106,100,32
stratified,104,0.55,339,106,100,32
stratified,104,0.56,339,106,100,32
stratified,104,0.57,339,106,100,32
stratified,104,0.58,339,106,100,32
stratified,104,0.59,339,106,100,32
stratified,104,0.6,339,106,100,32
stratified,104,0.61,339,106,100,32
stratified,104,0.62,339,106,100,32
stratified,104,0.63,339,106,100,32
stratified,104,0.64,339,106,100,32
stratified,104,0.65,339,106,100,32
stratified,104,0.66,339,106,100,32
stratified,104,0.67,339,106,100,32
stratified,104,0.68,339,106,100,32
stratified,104,0.69,339,106,100,32
stratified,104,0.7,339,106,100,32
stratified,104,0.71,339,106,100,32
stratified,104,0.72,339,106,100,32
stratified,104,0.73,339,106,100,32
stratified,104,0.74,339,106,100,32
stratified,104,0.75,339,106,100,32
stratified,104,0.76,339,106,100,32
stratified,104,0.77,339,106,100,32
stratified,104,0.78,339,106,100,32
stratified,104,0.79,339,106,100,32
stratified,104,0.8,339,106,100,32
stratified,104,0.81,339,106,100,32
stratified,104,0.82,339,106,100,32
stratified,104,0.83,339,106,100,32
stratified,104,0.84,339,106,100,32
stratified,104,0.85,339,106,100,32
stratified,104,0.86,339,106,100,32
stratified,104,0.87,339,106,100,32
stratified,104,0.88,339,106,100,32
stratified,104,0.89,339,106,100,32
stratified,104,0.9,339,106,100,32
stratified,104,0.91,339,106,100,32
stratified,104,0.92,339,106,100,32
stratified,104,0.93,339,106,100,32
stratified,104,0.94,339,106,100,32
stratified,104,0.95,339,106,100,32
stratified,104,0.96,339,106,100,32
stratified,104,0.97,339,106,100,32
stratified,104,0.98,339,106,100,32
stratified,104,0.99,339,106,100,32
stratified,104,0.995,339,106,100,32
stratified,104,0.999,339,106,100,32
stratified,104,0.9995,339,106,100,32
logreg,104,0.01,439,136,0,2
logreg,104,0.02,439,119,0,19
logreg,104,0.03,439,104,0,34
logreg,104,0.04,439,92,0,46
logreg,104,0.05,439,84,0,54
logreg,104,0.06,439,82,0,56
logreg,104,0.07,439,72,0,66
logreg,104,0.08,439,64,0,74
logreg,104,0.09,439,59,0,79
logreg,104,0.1,439,58,0,80
logreg,104,0.11,438,54,1,84
logreg,104,0.12,437,51,2,87
logreg,104,0.13,437,50,2,88
logreg,104,0.14,437,47,2,91
logreg,104,0.15,437,44,2,94
logreg,104,0.16,437,43,2,95
logreg,104,0.17,437,43,2,95
logreg,104,0.18,437,41,2,97
logreg,104,0.19,437,41,2,97
logreg,104,0.2,436,41,3,97
logreg,104,0.21,436,41,3,97
logreg,104,0.22,436,41,3,97
logreg,104,0.23,435,41,4,97
logreg,104,0.24,434,41,5,97
logreg,104,0.25,434,40,5,98
logreg,104,0.26,434,39,5,99
logreg,104,0.27,434,38,5,100
logreg,104,0.28,433,35,6,103
logreg,104,0.29,432,34,7,104
logreg,104,0.3,432,34,7,104
logreg,104,0.31,431,32,8,106
logreg,104,0.32,431,31,8,107
logreg,104,0.33,431,29,8,109
logreg,104,0.34,431,26,8,112
logreg,104,0.35,431,25,8,113
logreg,104,0.36,431,25,8,113
logreg,104,0.37,431,25,8,113
logreg,104,0.38,431,25,8,113
logreg,104,0.39,430,24,9,114
logreg,104,0.4,430,24,9,114
logreg,104,0.41,429,24,10,114
logreg,104,0.42,429,23,10,115
logreg,104,0.43,429,22,10,116
logreg,104,0.44,428,22,11,116
logreg,104,0.45,428,22,11,116
logreg,104,0.46,428,20,11,118
logreg,104,0.47,428,20,11,118
logreg,104,0.48,427,20,12,118
logreg,104,0.49,427,20,12,118
logreg,104,0.5,426,20,13,118
logreg,104,0.51,426,20,13,118
logreg,104,0.52,426,19,13,119
logreg,104,0.53,425,17,14,121
logreg,104,0.54,425,17,14,121
logreg,104,0.55,424,17,15,121
logreg,104,0.56,423,17,16,121
logreg,104,0.57,423,17,16,121
logreg,104,0.58,421,16,18,122
logreg,104,0.59,420,16,19,122
logreg,104,0.6,420,16,19,122
logreg,104,0.61,416,16,23,122
logreg,104,0.62,415,14,24,124
logreg,104,0.63,412,12,27,126
logreg,104,0.64,409,12,30,126
logreg,104,0.65,408,12,31,126
logreg,104,0.66,405,12,34,126
logreg,104,0.67,404,12,35,126
logreg,104,0.68,402,11,37,127
logreg,104,0.69,400,9,39,129
logreg,104,0.7,398,9,41,129
logreg,104,0.71,397,8,42,130
logreg,104,0.72,396,8,43,130
logreg,104,0.73,392,8,47,130
logreg,104,0.74,389,8,50,130
logreg,104,0.75,387,8,52,130
logreg,104,0.76,382,8,57,130
logreg,104,0.77,377,8,62,130
logreg,104,0.78,373,7,66,131
logreg,104,0.79,369,7,70,131
logreg,104,0.8,366,7,73,131
logreg,104,0.81,359,7,80,131
logreg,104,0.82,352,7,87,131
logreg,104,0.83,349,6,90,132
logreg,104,0.84,347,5,92,133
logreg,104,0.85,341,3,98,135
logreg,104,0.86,337,3,102,135
logreg,104,0.87,333,2,106,136
logreg,104,0.88,325,2,114,136
logreg,104,0.89,313,1,126,137
logreg,104,0.9,306,1,133,137
logreg,104,0.91,294,1,145,137
logreg,104,0.92,284,1,155,137
logreg,104,0.93,278,1,161,137
logreg,104,0.94,269,1,170,137
logreg,104,0.95,260,1,179,137
logreg,104,0.96,252,1,187,137
logreg,104,0.97,240,1,199,137
logreg,104,0.98,227,1,212,137
logreg,104,0.99,216,1,223,137
logreg,104,0.995,211,1,228,137
logreg,104,0.999,186,0,253,138
logreg,104,0.9995,179,0,260,138
tree,104,0.01,429,25,10,113
tree,104,0.02,429,25,10,113
tree,104,0.03,429,25,10,113
tree,104,0.04,429,25,10,113
tree,104,0.05,429,25,10,113
tree,104,0.06,429,25,10,113
tree,104,0.07,429,25,10,113
tree,104,0.08,429,25,10,113
tree,104,0.09,429,25,10,113
tree,104,0.1,429,25,10,113
tree,104,0.11,429,25,10,113
tree,104,0.12,429,25,10,113
tree,104,0.13,429,25,10,113
tree,104,0.14,429,25,10,113
tree,104,0.15,429,25,10,113
tree,104,0.16,429,25,10,113
tree,104,0.17,429,25,10,113
tree,104,0.18,429,25,10,113
tree,104,0.19,429,25,10,113
tree,104,0.2,429,25,10,113
tree,104,0.21,429,25,10,113
tree,104,0.22,429,25,10,113
tree,104,0.23,429,25,10,113
tree,104,0.24,429,25,10,113
tree,104,0.25,429,25,10,113
tree,104,0.26,429,25,10,113
tree,104,0.27,429,25,10,113
tree,104,0.28,429,25,10,113
tree,104,0.29,429,25,10,113
tree,104,0.3,429,25,10,113
tree,104,0.31,429,25,10,113
tree,104,0.32,429,25,10,113
tree,104,0.33,429,25,10,113
tree,104,0.34,429,25,10,113
tree,104,0.35,429,25,10,113
tree,104,0.36,429,25,10,113
tree,104,0.37,429,25,10,113
tree,104,0.38,429,25,10,113
tree,104,0.39,429,25,10,113
tree,104,0.4,429,25,10,113
tree,104,0.41,429,25,10,113
tree,104,0.42,429,25,10,113
tree,104,0.43,429,25,10,113
tree,104,0.44,429,25,10,113
tree,104,0.45,429,25,10,113
tree,104,0.46,429,25,10,113
tree,104,0.47,429,25,10,113
tree,104,0.48,429,25,10,113
tree,104,0.49,429,25,10,113
tree,104,0.5,429,25,10,113
tree,104,0.51,429,25,10,113
tree,104,0.52,429,25,10,113
tree,104,0.53,429,25,10,113
tree,104,0.54,429,25,10,113
tree,104,0.55,429,25,10,113
tree,104,0.56,429,25,10,113
tree,104,0.57,429,25,10,113
tree,104,0.58,429,25,10,113
tree,104,0.59,429,25,10,113
tree,104,0.6,429,25,10,113
tree,104,0.61,429,25,10,113
tree,104,0.62,429,25,10,113
tree,104,0.63,429,25,10,113
tree,104,0.64,429,25,10,113
tree,104,0.65,429,25,10,113
tree,104,0.66,429,25,10,113
tree,104,0.67,429,25,10,113
tree,104,0.68,429,25,10,113
tree,104,0.69,429,25,10,113
tree,104,0.7,429,25,10,113
tree,104,0.71,429,25,10,113
tree,104,0.72,429,25,10,113
tree,104,0.73,429,25,10,113
tree,104,0.74,429,25,10,113
tree,104,0.75,429,25,10,113
tree,104,0.76,429,25,10,113
tree,104,0.77,429,25,10,113
tree,104,0.78,429,25,10,113
tree,104,0.79,429,25,10,113
tree,104,0.8,429,25,10,113
tree,104,0.81,429,25,10,113
tree,104,0.82,429,25,10,113
tree,104,0.83,429,25,10,113
tree,104,0.84,429,25,10,113
tree,104,0.85,429,25,10,113
tree,104,0.86,429,25,10,113
tree,104,0.87,429,25,10,113
tree,104,0.88,429,25,10,113
tree,104,0.89,429,25,10,113
tree,104,0.9,429,25,10,113
tree,104,0.91,429,25,10,113
tree,104,0.92,429,25,10,113
tree,104,0.93,429,25,10,113
tree,104,0.94,429,25,10,113
tree,104,0.95,429,25,10,113
tree,104,0.96,429,25,10,113
tree,104,0.97,429,25,10,113
tree,104,0.98,429,25,10,113
tree,104,0.99,429,25,10,113
tree,104,0.995,429,25,10,113
tree,104,0.999,429,25,10,113
tree,104,0.9995,429,25,10,113
rf,104,0.01,439,119,0,19
rf,104,0.02,439,115,0,23
rf,104,0.03,439,109,0,29
rf,104,0.04,439,108,0,30
rf,104,0.05,439,101,0,37
rf,104,0.06,439,95,0,43
rf,104,0.07,439,91,0,47
rf,104,0.08,439,85,0,53
rf,104,0.09,439,79,0,59
rf,104,0.1,439,76,0,62
rf,104,0.11,439,72,0,66
rf,104,0.12,439,64,0,74
rf,104,0.13,439,59,0,79
rf,104,0.14,439,57,0,81
rf,104,0.15,439,52,0,86
rf,104,0.16,439,46,0,92
rf,104,0.17,439,41,0,97
rf,104,0.18,439,38,0,100
rf,104,0.19,439,38,0,100
rf,104,0.2,439,34,0,104
rf,104,0.21,439,34,0,104
rf,104,0.22,439,33,0,105
rf,104,0.23,439,33,0,105
rf,104,0.24,439,32,0,106
rf,104,0.25,439,31,0,107
rf,104,0.26,439,31,0,107
rf,104,0.27,439,30,0,108
rf,104,0.28,439,29,0,109
rf,104,0.29,439,28,0,110
rf,104,0.3,439,28,0,110
rf,104,0.31,439,28,0,110
rf,104,0.32,439,27,0,111
rf,104,0.33,439,27,0,111
rf,104,0.34,439,25,0,113
rf,104,0.35,439,24,0,114
rf,104,0.36,439,24,0,114
rf,104,0.37,439,24,0,114
rf,104,0.38,439,24,0,114
rf,104,0.39,439,24,0,114
rf,104,0.4,439,24,0,114
rf,104,0.41,439,24,0,114
rf,104,0.42,439,24,0,114
rf,104,0.43,439,24,0,114
rf,104,0.44,439,24,0,114
rf,104,0.45,439,24,0,114
rf,104,0.46,439,23,0,115
rf,104,0.47,439,23,0,115
rf,104,0.48,439,23,0,115
rf,104,0.49,439,22,0,116
rf,104,0.5,439,22,0,116
rf,104,0.51,439,22,0,116
rf,104,0.52,439,22,0,116
rf,104,0.53,439,22,0,116
rf,104,0.54,439,22,0,116
rf,104,0.55,439,22,0,116
rf,104,0.56,439,22,0,116
rf,104,0.57,439,22,0,116
rf,104,0.58,439,22,0,116
rf,104,0.59,439,22,0,116
rf,104,0.6,439,22,0,116
rf,104,0.61,439,22,0,116
rf,104,0.62,439,22,0,116
rf,104,0.63,439,22,0,116
rf,104,0.64,439,22,0,116
rf,104,0.65,439,21,0,117
rf,104,0.66,439,21,0,117
rf,104,0.67,439,21,0,117
rf,104,0.68,439,21,0,117
rf,104,0.69,439,21,0,117
rf,104,0.7,439,21,0,117
rf,104,0.71,439,21,0,117
rf,104,0.72,439,21,0,117
rf,104,0.73,438,21,1,117
rf,104,0.74,438,21,1,117
rf,104,0.75,438,20,1,118
rf,104,0.76,437,20,2,118
rf,104,0.77,437,20,2,118
rf,104,0.78,433,19,6,119
rf,104,0.79,431,18,8,120
rf,104,0.8,428,17,11,121
rf,104,0.81,422,12,17,126
rf,104,0.82,415,11,24,127
rf,104,0.83,399,10,40,128
rf,104,0.84,383,9,56,129
rf,104,0.85,363,8,76,130
rf,104,0.86,343,6,96,132
rf,104,0.87,324,6,115,132
rf,104,0.88,308,3,131,135
rf,104,0.89,295,1,144,137
rf,104,0.9,282,1,157,137
rf,104,0.91,266,1,173,137
rf,104,0.92,254,0,185,138
rf,104,0.93,238,0,201,138
rf,104,0.94,209,0,230,138
rf,104,0.95,176,0,263,138
rf,104,0.96,140,0,299,138
rf,104,0.97,107,0,332,138
rf,104,0.98,68,0,371,138
rf,104,0.99,47,0,392,138
rf,104,0.995,31,0,408,138
rf,104,0.999,19,0,420,138
rf,104,0.9995,19,0,420,138
xgboost,104,0.01,439,33,0,105
xgboost,104,0.02,439,30,0,108
xgboost,104,0.03,439,29,0,109
xgboost,104,0.04,439,27,0,111
xgboost,104,0.05,439,26,0,112
xgboost,104,0.06,439,26,0,112
xgboost,104,0.07,439,26,0,112
xgboost,104,0.08,439,26,0,112
xgboost,104,0.09,439,26,0,112
xgboost,104,0.1,439,26,0,112
xgboost,104,0.11,439,26,0,112
xgboost,104,0.12,439,25,0,113
xgboost,104,0.13,439,24,0,114
xgboost,104,0.14,439,24,0,114
xgboost,104,0.15,439,24,0,114
xgboost,104,0.16,439,24,0,114
xgboost,104,0.17,439,24,0,114
xgboost,104,0.18,439,24,0,114
xgboost,104,0.19,439,24,0,114
xgboost,104,0.2,439,24,0,114
xgboost,104,0.21,439,24,0,114
xgboost,104,0.22,439,24,0,114
xgboost,104,0.23,439,24,0,114
xgboost,104,0.24,439,23,0,115
xgboost,104,0.25,439,23,0,115
xgboost,104,0.26,439,23,0,115
xgboost,104,0.27,439,23,0,115
xgboost,104,0.28,439,23,0,115
xgboost,104,0.29,439,23,0,115
xgboost,104,0.3,439,23,0,115
xgboost,104,0.31,439,23,0,115
xgboost,104,0.32,439,23,0,115
xgboost,104,0.33,439,23,0,115
xgboost,104,0.34,439,22,0,116
xgboost,104,0.35,439,22,0,116
xgboost,104,0.36,439,22,0,116
xgboost,104,0.37,439,22,0,116
xgboost,104,0.38,439,22,0,116
xgboost,104,0.39,439,22,0,116
xgboost,104,0.4,439,22,0,116
xgboost,104,0.41,439,22,0,116
xgboost,104,0.42,439,22,0,116
xgboost,104,0.43,439,22,0,116
xgboost,104,0.44,439,22,0,116
xgboost,104,0.45,439,22,0,116
xgboost,104,0.46,439,22,0,116
xgboost,104,0.47,439,22,0,116
xgboost,104,0.48,439,21,0,117
xgboost,104,0.49,439,21,0,117
xgboost,104,0.5,439,21,0,117
xgboost,104,0.51,439,21,0,117
xgboost,104,0.52,439,21,0,117
xgboost,104,0.53,439,21,0,117
xgboost,104,0.54,439,21,0,117
xgboost,104,0.55,439,21,0,117
xgboost,104,0.56,439,21,0,117
xgboost,104,0.57,439,21,0,117
xgboost,104,0.58,439,21,0,117
xgboost,104,0.59,439,21,0,117
xgboost,104,0.6,439,21,0,117
xgboost,104,0.61,439,21,0,117
xgboost,104,0.62,439,21,0,117
xgboost,104,0.63,439,20,0,118
xgboost,104,0.64,439,20,0,118
xgboost,104,0.65,439,20,0,118
xgboost,104,0.66,439,20,0,118
xgboost,104,0.67,439,20,0,118
xgboost,104,0.68,439,20,0,118
xgboost,104,0.69,439,20,0,118
xgboost,104,0.7,439,20,0,118
xgboost,104,0.71,439,20,0,118
xgboost,104,0.72,439,20,0,118
xgboost,104,0.73,439,20,0,118
xgboost,104,0.74,439,20,0,118
xgboost,104,0.75,439,20,0,118
xgboost,104,0.76,439,20,0,118
xgboost,104,0.77,439,20,0,118
xgboost,104,0.78,439,20,0,118
xgboost,104,0.79,439,20,0,118
xgboost,104,0.8,439,20,0,118
xgboost,104,0.81,439,20,0,118
xgboost,104,0.82,439,20,0,118
xgboost,104,0.83,438,20,1,118
xgboost,104,0.84,438,20,1,118
xgboost,104,0.85,438,20,1,118
xgboost,104,0.86,438,20,1,118
xgboost,104,0.87,438,20,1,118
xgboost,104,0.88,438,19,1,119
xgboost,104,0.89,437,19,2,119
xgboost,104,0.9,436,18,3,120
xgboost,104,0.91,436,18,3,120
xgboost,104,0.92,434,17,5,121
xgboost,104,0.93,433,17,6,121
xgboost,104,0.94,433,14,6,124
xgboost,104,0.95,428,13,11,125
xgboost,104,0.96,426,12,13,126
xgboost,104,0.97,420,10,19,128
xgboost,104,0.98,380,9,59,129
xgboost,104,0.99,316,2,123,136
xgboost,104,0.995,262,0,177,138
xgboost,104,0.999,123,0,316,138
xgboost,104,0.9995,68,0,371,138
hgb,104,0.01,439,25,0,113
hgb,104,0.02,439,25,0,113
hgb,104,0.03,439,25,0,113
hgb,104,0.04,439,25,0,113
hgb,104,0.05,439,25,0,113
hgb,104,0.06,439,24,0,114
hgb,104,0.07,439,24,0,114
hgb,104,0.08,439,24,0,114
hgb,104,0.09,439,24,0,114
hgb,104,0.1,439,24,0,114
hgb,104,0.11,439,24,0,114
hgb,104,0.12,439,24,0,114
hgb,104,0.13,439,24,0,114
hgb,104,0.14,439,24,0,114
hgb,104,0.15,439,24,0,114
hgb,104,0.16,439,24,0,114
hgb,104,0.17,439,24,0,114
hgb,104,0.18,439,24,0,114
hgb,104,0.19,439,24,0,114
hgb,104,0.2,439,23,0,115
hgb,104,0.21,439,21,0,117
hgb,104,0.22,439,21,0,117
hgb,104,0.23,439,21,0,117
hgb,104,0.24,439,21,0,117
hgb,104,0.25,439,21,0,117
hgb,104,0.26,439,21,0,117
hgb,104,0.27,439,21,0,117
hgb,104,0.28,439,21,0,117
hgb,104,0.29,439,21,0,117
hgb,104,0.3,439,21,0,117
hgb,104,0.31,439,21,0,117
hgb,104,0.32,439,21,0,117
hgb,104,0.33,439,21,0,117
hgb,104,0.34,439,21,0,117
hgb,104,0.35,439,21,0,117
hgb,104,0.36,439,21,0,117
hgb,104,0.37,439,21,0,117
hgb,104,0.38,439,21,0,117
hgb,104,0.39,439,21,0,117
hgb,104,0.4,439,21,0,117
hgb,104,0.41,439,21,0,117
hgb,104,0.42,439,21,0,117
hgb,104,0.43,439,21,0,117
hgb,104,0.44,439,21,0,117
hgb,104,0.45,439,21,0,117
hgb,104,0.46,439,21,0,117
hgb,104,0.47,439,21,0,117
hgb,104,0.48,439,21,0,117
hgb,104,0.49,439,21,0,117
hgb,104,0.5,439,21,0,117
hgb,104,0.51,439,21,0,117
hgb,104,0.52,439,21,0,117
hgb,104,0.53,439,21,0,117
hgb,104,0.54,439,21,0,117
hgb,104,0.55,439,21,0,117
hgb,104,0.56,439,21,0,117
hgb,104,0.57,439,21,0,117
hgb,104,0.58,439,21,0,117
hgb,104,0.59,439,21,0,117
hgb,104,0.6,439,21,0,117
hgb,104,0.61,439,21,0,117
hgb,104,0.62,438,21,1,117
hgb,104,0.63,438,21,1,117
hgb,104,0.64,438,21,1,117
hgb,104,0.65,438,21,1,117
hgb,104,0.66,438,21,1,117
hgb,104,0.67,438,21,1,117
hgb,104,0.68,438,21,1,117
hgb,104,0.69,438,21,1,117
hgb,104,0.7,438,21,1,117
hgb,104,0.71,438,21,1,117
hgb,104,0.72,438,21,1,117
hgb,104,0.73,438,21,1,117
hgb,104,0.74,438,21,1,117
hgb,104,0.75,438,21,1,117
hgb,104,0.76,438,21,1,117
hgb,104,0.77,438,21,1,117
hgb,104,0.78,438,21,1,117
hgb,104,0.79,438,21,1,117
hgb,104,0.8,438,21,1,117
hgb,104,0.81,438,21,1,117
hgb,104,0.82,438,21,1,117
hgb,104,0.83,438,21,1,117
hgb,104,0.84,438,21,1,117
hgb,104,0.85,438,21,1,117
hgb,104,0.86,438,21,1,117
hgb,104,0.87,438,21,1,117
hgb,104,0.88,437,21,2,117
hgb,104,0.89,437,21,2,117
hgb,104,0.9,437,21,2,117
hgb,104,0.91,437,21,2,117
hgb,104,0.92,437,21,2,117
hgb,104,0.93,437,20,2,118
hgb,104,0.94,437,20,2,118
hgb,104,0.95,437,19,2,119
hgb,104,0.96,437,19,2,119
hgb,104,0.97,437,18,2,120
hgb,104,0.98,436,16,3,122
hgb,104,0.99,436,14,3,124
hgb,104,0.995,435,14,4,124
hgb,104,0.999,433,10,6,128
hgb,104,0.9995,431,7,8,131
mlp,104,0.01,439,60,0,78
mlp,104,0.02,439,52,0,86
mlp,104,0.03,439,43,0,95
mlp,104,0.04,439,41,0,97
mlp,104,0.05,439,36,0,102
mlp,104,0.06,439,35,0,103
mlp,104,0.07,439,33,0,105
mlp,104,0.08,439,31,0,107
mlp,104,0.09,439,29,0,109
mlp,104,0.1,439,28,0,110
mlp,104,0.11,439,28,0,110
mlp,104,0.12,439,28,0,110
mlp,104,0.13,439,28,0,110
mlp,104,0.14,439,28,0,110
mlp,104,0.15,439,28,0,110
mlp,104,0.16,439,28,0,110
mlp,104,0.17,439,28,0,110
mlp,104,0.18,439,26,0,112
mlp,104,0.19,439,25,0,113
mlp,104,0.2,439,25,0,113
mlp,104,0.21,439,24,0,114
mlp,104,0.22,439,24,0,114
mlp,104,0.23,439,24,0,114
mlp,104,0.24,439,23,0,115
mlp,104,0.25,439,22,0,116
mlp,104,0.26,439,22,0,116
mlp,104,0.27,439,22,0,116
mlp,104,0.28,439,22,0,116
mlp,104,0.29,439,21,0,117
mlp,104,0.3,439,21,0,117
mlp,104,0.31,439,21,0,117
mlp,104,0.32,439,21,0,117
mlp,104,0.33,439,21,0,117
mlp,104,0.34,439,21,0,117
mlp,104,0.35,439,21,0,117
mlp,104,0.36,439,21,0,117
mlp,104,0.37,439,21,0,117
mlp,104,0.38,439,21,0,117
mlp,104,0.39,439,19,0,119
mlp,104,0.4,439,19,0,119
mlp,104,0.41,439,19,0,119
mlp,104,0.42,439,18,0,120
mlp,104,0.43,439,18,0,120
mlp,104,0.44,439,18,0,120
mlp,104,0.45,439,18,0,120
mlp,104,0.46,439,18,0,120
mlp,104,0.47,439,18,0,120
mlp,104,0.48,439,18,0,120
mlp,104,0.49,438,18,1,120
mlp,104,0.5,438,18,1,120
mlp,104,0.51,438,17,1,121
mlp,104,0.52,438,16,1,122
mlp,104,0.53,438,16,1,122
mlp,104,0.54,438,16,1,122
mlp,104,0.55,438,15,1,123
mlp,104,0.56,438,15,1,123
mlp,104,0.57,438,15,1,123
mlp,104,0.58,438,15,1,123
mlp,104,0.59,438,15,1,123
mlp,104,0.6,438,15,1,123
mlp,104,0.61,437,15,2,123
mlp,104,0.62,437,15,2,123
mlp,104,0.63,437,15,2,123
mlp,104,0.64,437,15,2,123
mlp,104,0.65,437,15,2,123
mlp,104,0.66,437,15,2,123
mlp,104,0.67,437,14,2,124
mlp,104,0.68,437,14,2,124
mlp,104,0.69,435,13,4,125
mlp,104,0.7,434,12,5,126
mlp,104,0.71,433,12,6,126
mlp,104,0.72,433,12,6,126
mlp,104,0.73,431,12,8,126
mlp,104,0.74,430,12,9,126
mlp,104,0.75,430,12,9,126
mlp,104,0.76,430,12,9,126
mlp,104,0.77,430,12,9,126
mlp,104,0.78,430,12,9,126
mlp,104,0.79,429,10,10,128
mlp,104,0.8,429,10,10,128
mlp,104,0.81,429,8,10,130
mlp,104,0.82,427,8,12,130
mlp,104,0.83,426,8,13,130
mlp,104,0.84,426,8,13,130
mlp,104,0.85,425,8,14,130
mlp,104,0.86,424,8,15,130
mlp,104,0.87,422,8,17,130
mlp,104,0.88,420,8,19,130
mlp,104,0.89,419,8,20,130
mlp,104,0.9,417,8,22,130
mlp,104,0.91,416,8,23,130
mlp,104,0.92,413,8,26,130
mlp,104,0.93,411,8,28,130
mlp,104,0.94,405,8,34,130
mlp,104,0.95,401,7,38,131
mlp,104,0.96,398,6,41,132
mlp,104,0.97,387,5,52,133
mlp,104,0.98,373,4,66,134
mlp,104,0.99,339,2,100,136
mlp,104,0.995,310,2,129,136
mlp,104,0.999,239,0,200,138
mlp,104,0.9995,217,0,222,138
majority,105,0.01,446,167,0,0
majority,105,0.02,446,167,0,0
majority,105,0.03,446,167,0,0
majority,105,0.04,446,167,0,0
majority,105,0.05,446,167,0,0
majority,105,0.06,446,167,0,0
majority,105,0.07,446,167,0,0
majority,105,0.08,446,167,0,0
majority,105,0.09,446,167,0,0
majority,105,0.1,446,167,0,0
majority,105,0.11,446,167,0,0
majority,105,0.12,446,167,0,0
majority,105,0.13,446,167,0,0
majority,105,0.14,446,167,0,0
majority,105,0.15,446,167,0,0
majority,105,0.16,446,167,0,0
majority,105,0.17,446,167,0,0
majority,105,0.18,446,167,0,0
majority,105,0.19,446,167,0,0
majority,105,0.2,446,167,0,0
majority,105,0.21,446,167,0,0
majority,105,0.22,446,167,0,0
majority,105,0.23,446,167,0,0
majority,105,0.24,446,167,0,0
majority,105,0.25,446,167,0,0
majority,105,0.26,446,167,0,0
majority,105,0.27,446,167,0,0
majority,105,0.28,446,167,0,0
majority,105,0.29,446,167,0,0
majority,105,0.3,446,167,0,0
majority,105,0.31,446,167,0,0
majority,105,0.32,446,167,0,0
majority,105,0.33,446,167,0,0
majority,105,0.34,446,167,0,0
majority,105,0.35,446,167,0,0
majority,105,0.36,446,167,0,0
majority,105,0.37,446,167,0,0
majority,105,0.38,446,167,0,0
majority,105,0.39,446,167,0,0
majority,105,0.4,446,167,0,0
majority,105,0.41,446,167,0,0
majority,105,0.42,446,167,0,0
majority,105,0.43,446,167,0,0
majority,105,0.44,446,167,0,0
majority,105,0.45,446,167,0,0
majority,105,0.46,446,167,0,0
majority,105,0.47,446,167,0,0
majority,105,0.48,446,167,0,0
majority,105,0.49,446,167,0,0
majority,105,0.5,446,167,0,0
majority,105,0.51,446,167,0,0
majority,105,0.52,446,167,0,0
majority,105,0.53,446,167,0,0
majority,105,0.54,446,167,0,0
majority,105,0.55,446,167,0,0
majority,105,0.56,446,167,0,0
majority,105,0.57,446,167,0,0
majority,105,0.58,446,167,0,0
majority,105,0.59,446,167,0,0
majority,105,0.6,446,167,0,0
majority,105,0.61,446,167,0,0
majority,105,0.62,446,167,0,0
majority,105,0.63,446,167,0,0
majority,105,0.64,446,167,0,0
majority,105,0.65,446,167,0,0
majority,105,0.66,446,167,0,0
majority,105,0.67,446,167,0,0
majority,105,0.68,446,167,0,0
majority,105,0.69,446,167,0,0
