model,split_seed,tau,tp,fp,fn,tn
stratified,111,0.73,351,86,116,27
stratified,111,0.74,351,86,116,27
stratified,111,0.75,351,86,116,27
stratified,111,0.76,351,86,116,27
stratified,111,0.77,351,86,116,27
stratified,111,0.78,351,86,116,27
stratified,111,0.79,351,86,116,27
stratified,111,0.8,351,86,116,27
stratified,111,0.81,351,86,116,27
stratified,111,0.82,351,86,116,27
stratified,111,0.83,351,86,116,27
stratified,111,0.84,351,86,116,27
stratified,111,0.85,351,86,116,27
stratified,111,0.86,351,86,116,27
stratified,111,0.87,351,86,116,27
stratified,111,0.88,351,86,116,27
stratified,111,0.89,351,86,116,27
stratified,111,0.9,351,86,116,27
stratified,111,0.91,351,86,116,27
stratified,111,0.92,351,86,116,27
stratified,111,0.93,351,86,116,27
stratified,111,0.94,351,86,116,27
stratified,111,0.95,351,86,116,27
stratified,111,0.96,351,86,116,27
stratified,111,0.97,351,86,116,27
stratified,111,0.98,351,86,116,27
stratified,111,0.99,351,86,116,27
stratified,111,0.995,351,86,116,27
stratified,111,0.999,351,86,116,27
stratified,111,0.9995,351,86,116,27
logreg,111,0.01,467,113,0,0
logreg,111,0.02,467,107,0,6
logreg,111,0.03,466,96,1,17
logreg,111,0.04,465,83,2,30
logreg,111,0.05,462,64,5,49
logreg,111,0.06,462,49,5,64
logreg,111,0.07,460,40,7,73
logreg,111,0.08,458,34,9,79
logreg,111,0.09,457,32,10,81
logreg,111,0.1,456,27,11,86
logreg,111,0.11,455,22,12,91
logreg,111,0.12,454,21,13,92
logreg,111,0.13,450,16,17,97
logreg,111,0.14,446,13,21,100
logreg,111,0.15,446,12,21,101
logreg,111,0.16,444,9,23,104
logreg,111,0.17,443,7,24,106
logreg,111,0.18,442,4,25,109
logreg,111,0.19,440,4,27,109
logreg,111,0.2,439,4,28,109
logreg,111,0.21,437,4,30,109
logreg,111,0.22,434,3,33,110
logreg,111,0.23,432,2,35,111
logreg,111,0.24,432,2,35,111
logreg,111,0.25,432,2,35,111
logreg,111,0.26,432,2,35,111
logreg,111,0.27,425,2,42,111
logreg,111,0.28,424,1,43,112
logreg,111,0.29,423,1,44,112
logreg,111,0.3,423,1,44,112
logreg,111,0.31,421,1,46,112
logreg,111,0.32,419,1,48,112
logreg,111,0.33,418,1,49,112
logreg,111,0.34,416,1,51,112
logreg,111,0.35,410,0,57,113
logreg,111,0.36,408,0,59,113
logreg,111,0.37,405,0,62,113
logreg,111,0.38,402,0,65,113
logreg,111,0.39,401,0,66,113
logreg,111,0.4,400,0,67,113
logreg,111,0.41,396,0,71,113
logreg,111,0.42,395,0,72,113
logreg,111,0.43,390,0,77,113
logreg,111,0.44,386,0,81,113
logreg,111,0.45,384,0,83,113
logreg,111,0.46,382,0,85,113
logreg,111,0.47,379,0,88,113
logreg,111,0.48,378,0,89,113
logreg,111,0.49,377,0,90,113
logreg,111,0.5,375,0,92,113
logreg,111,0.51,374,0,93,113
logreg,111,0.52,373,0,94,113
logreg,111,0.53,373,0,94,113
logreg,111,0.54,371,0,96,113
logreg,111,0.55,370,0,97,113
logreg,111,0.56,368,0,99,113
logreg,111,0.57,368,0,99,113
logreg,111,0.58,368,0,99,113
logreg,111,0.59,366,0,101,113
logreg,111,0.6,365,0,102,113
logreg,111,0.61,363,0,104,113
logreg,111,0.62,360,0,107,113
logreg,111,0.63,357,0,110,113
logreg,111,0.64,356,0,111,113
logreg,111,0.65,351,0,116,113
logreg,111,0.66,345,0,122,113
logreg,111,0.67,341,0,126,113
logreg,111,0.68,341,0,126,113
logreg,111,0.69,337,0,130,113
logreg,111,0.7,333,0,134,113
logreg,111,0.71,329,0,138,113
logreg,111,0.72,328,0,139,113
logreg,111,0.73,325,0,142,113
logreg,111,0.74,323,0,144,113
logreg,111,0.75,318,0,149,113
logreg,111,0.76,314,0,153,113
logreg,111,0.77,313,0,154,113
logreg,111,0.78,311,0,156,113
logreg,111,0.79,305,0,162,113
logreg,111,0.8,303,0,164,113
logreg,111,0.81,299,0,168,113
logreg,111,0.82,297,0,170,113
logreg,111,0.83,296,0,171,113
logreg,111,0.84,288,0,179,113
logreg,111,0.85,285,0,182,113
logreg,111,0.86,278,0,189,113
logreg,111,0.87,270,0,197,113
logreg,111,0.88,264,0,203,113
logreg,111,0.89,255,0,212,113
logreg,111,0.9,251,0,216,113
logreg,111,0.91,240,0,227,113
logreg,111,0.92,233,0,234,113
logreg,111,0.93,216,0,251,113
logreg,111,0.94,205,0,262,113
logreg,111,0.95,192,0,275,113
logreg,111,0.96,179,0,288,113
logreg,111,0.97,161,0,306,113
logreg,111,0.98,140,0,327,113
logreg,111,0.99,124,0,343,113
logreg,111,0.995,111,0,356,113
logreg,111,0.999,90,0,377,113
logreg,111,0.9995,89,0,378,113
tree,111,0.01,422,38,45,75
tree,111,0.02,422,38,45,75
tree,111,0.03,422,38,45,75
tree,111,0.04,422,38,45,75
tree,111,0.05,422,38,45,75
tree,111,0.06,417,38,50,75
tree,111,0.07,417,38,50,75
tree,111,0.08,417,38,50,75
tree,111,0.09,417,38,50,75
tree,111,0.1,417,38,50,75
tree,111,0.11,417,38,50,75
tree,111,0.12,417,38,50,75
tree,111,0.13,417,38,50,75
tree,111,0.14,417,38,50,75
tree,111,0.15,417,38,50,75
tree,111,0.16,417,38,50,75
tree,111,0.17,417,38,50,75
tree,111,0.18,417,38,50,75
tree,111,0.19,417,38,50,75
tree,111,0.2,417,38,50,75
tree,111,0.21,417,38,50,75
tree,111,0.22,417,38,50,75
tree,111,0.23,417,38,50,75
tree,111,0.24,417,38,50,75
tree,111,0.25,417,38,50,75
tree,111,0.26,417,38,50,75
tree,111,0.27,417,38,50,75
tree,111,0.28,417,38,50,75
tree,111,0.29,417,38,50,75
tree,111,0.3,417,38,50,75
tree,111,0.31,417,38,50,75
tree,111,0.32,417,38,50,75
tree,111,0.33,417,38,50,75
tree,111,0.34,417,38,50,75
tree,111,0.35,417,38,50,75
tree,111,0.36,417,38,50,75
tree,111,0.37,417,38,50,75
tree,111,0.38,417,38,50,75
tree,111,0.39,417,38,50,75
tree,111,0.4,417,38,50,75
tree,111,0.41,417,38,50,75
tree,111,0.42,417,38,50,75
tree,111,0.43,417,38,50,75
tree,111,0.44,417,38,50,75
tree,111,0.45,417,38,50,75
tree,111,0.46,417,38,50,75
tree,111,0.47,417,38,50,75
tree,111,0.48,417,38,50,75
tree,111,0.49,417,38,50,75
tree,111,0.5,417,38,50,75
tree,111,0.51,417,38,50,75
tree,111,0.52,417,38,50,75
tree,111,0.53,417,38,50,75
tree,111,0.54,417,38,50,75
tree,111,0.55,417,38,50,75
tree,111,0.56,417,38,50,75
tree,111,0.57,417,38,50,75
tree,111,0.58,417,38,50,75
tree,111,0.59,417,38,50,75
tree,111,0.6,417,38,50,75
tree,111,0.61,417,38,50,75
tree,111,0.62,417,38,50,75
tree,111,0.63,417,38,50,75
tree,111,0.64,417,38,50,75
tree,111,0.65,417,38,50,75
tree,111,0.66,417,38,50,75
tree,111,0.67,417,38,50,75
tree,111,0.68,417,38,50,75
tree,111,0.69,417,38,50,75
tree,111,0.7,417,38,50,75
tree,111,0.71,417,38,50,75
tree,111,0.72,417,38,50,75
tree,111,0.73,417,38,50,75
tree,111,0.74,417,38,50,75
tree,111,0.75,417,38,50,75
tree,111,0.76,417,38,50,75
tree,111,0.77,417,38,50,75
tree,111,0.78,417,38,50,75
tree,111,0.79,417,38,50,75
tree,111,0.8,417,38,50,75
tree,111,0.81,417,38,50,75
tree,111,0.82,417,38,50,75
tree,111,0.83,417,38,50,75
tree,111,0.84,417,38,50,75
tree,111,0.85,417,38,50,75
tree,111,0.86,417,38,50,75
tree,111,0.87,417,38,50,75
tree,111,0.88,417,38,50,75
tree,111,0.89,417,38,50,75
tree,111,0.9,417,38,50,75
tree,111,0.91,417,38,50,75
tree,111,0.92,417,38,50,75
tree,111,0.93,417,38,50,75
tree,111,0.94,417,38,50,75
tree,111,0.95,417,38,50,75
tree,111,0.96,417,38,50,75
tree,111,0.97,417,38,50,75
tree,111,0.98,417,38,50,75
tree,111,0.99,417,38,50,75
tree,111,0.995,417,38,50,75
tree,111,0.999,417,38,50,75
tree,111,0.9995,417,38,50,75
rf,111,0.01,467,81,0,32
rf,111,0.02,467,71,0,42
rf,111,0.03,467,59,0,54
rf,111,0.04,467,55,0,58
rf,111,0.05,467,54,0,59
rf,111,0.06,467,54,0,59
rf,111,0.07,467,53,0,60
rf,111,0.08,467,52,0,61
rf,111,0.09,467,51,0,62
rf,111,0.1,467,49,0,64
rf,111,0.11,467,48,0,65
rf,111,0.12,467,48,0,65
rf,111,0.13,467,48,0,65
rf,111,0.14,467,47,0,66
rf,111,0.15,466,47,1,66
rf,111,0.16,466,47,1,66
rf,111,0.17,466,46,1,67
rf,111,0.18,466,45,1,68
rf,111,0.19,465,45,2,68
rf,111,0.2,463,45,4,68
rf,111,0.21,462,45,5,68
rf,111,0.22,461,44,6,69
rf,111,0.23,459,43,8,70
rf,111,0.24,459,43,8,70
rf,111,0.25,459,42,8,71
rf,111,0.26,459,41,8,72
rf,111,0.27,459,36,8,77
rf,111,0.28,457,35,10,78
rf,111,0.29,457,31,10,82
rf,111,0.3,456,26,11,87
rf,111,0.31,456,26,11,87
rf,111,0.32,456,20,11,93
rf,111,0.33,456,20,11,93
rf,111,0.34,456,19,11,94
rf,111,0.35,456,19,11,94
rf,111,0.36,456,17,11,96
rf,111,0.37,456,13,11,100
rf,111,0.38,454,10,13,103
rf,111,0.39,454,9,13,104
rf,111,0.4,453,8,14,105
rf,111,0.41,452,5,15,108
rf,111,0.42,452,3,15,110
rf,111,0.43,451,3,16,110
rf,111,0.44,451,3,16,110
rf,111,0.45,451,3,16,110
rf,111,0.46,449,3,18,110
rf,111,0.47,448,3,19,110
rf,111,0.48,448,3,19,110
rf,111,0.49,447,2,20,111
rf,111,0.5,447,2,20,111
rf,111,0.51,447,1,20,112
rf,111,0.52,447,0,20,113
rf,111,0.53,447,0,20,113
rf,111,0.54,446,0,21,113
rf,111,0.55,446,0,21,113
rf,111,0.56,442,0,25,113
rf,111,0.57,441,0,26,113
rf,111,0.58,441,0,26,113
rf,111,0.59,441,0,26,113
rf,111,0.6,440,0,27,113
rf,111,0.61,439,0,28,113
rf,111,0.62,436,0,31,113
rf,111,0.63,434,0,33,113
rf,111,0.64,430,0,37,113
rf,111,0.65,429,0,38,113
rf,111,0.66,425,0,42,113
rf,111,0.67,421,0,46,113
rf,111,0.68,418,0,49,113
rf,111,0.69,412,0,55,113
rf,111,0.7,409,0,58,113
rf,111,0.71,408,0,59,113
rf,111,0.72,403,0,64,113
rf,111,0.73,398,0,69,113
rf,111,0.74,391,0,76,113
rf,111,0.75,387,0,80,113
rf,111,0.76,381,0,86,113
rf,111,0.77,376,0,91,113
rf,111,0.78,372,0,95,113
rf,111,0.79,370,0,97,113
rf,111,0.8,364,0,103,113
rf,111,0.81,361,0,106,113
rf,111,0.82,355,0,112,113
rf,111,0.83,351,0,116,113
rf,111,0.84,347,0,120,113
rf,111,0.85,342,0,125,113
rf,111,0.86,335,0,132,113
rf,111,0.87,329,0,138,113
rf,111,0.88,322,0,145,113
rf,111,0.89,307,0,160,113
rf,111,0.9,295,0,172,113
rf,111,0.91,275,0,192,113
rf,111,0.92,258,0,209,113
rf,111,0.93,233,0,234,113
rf,111,0.94,216,0,251,113
rf,111,0.95,183,0,284,113
rf,111,0.96,147,0,320,113
rf,111,0.97,110,0,357,113
rf,111,0.98,80,0,387,113
rf,111,0.99,51,0,416,113
rf,111,0.995,38,0,429,113
rf,111,0.999,28,0,439,113
rf,111,0.9995,28,0,439,113
xgboost,111,0.01,464,29,3,84
xgboost,111,0.02,458,19,9,94
xgboost,111,0.03,455,9,12,104
xgboost,111,0.04,452,8,15,105
xgboost,111,0.05,451,6,16,107
xgboost,111,0.06,449,4,18,109
xgboost,111,0.07,449,4,18,109
xgboost,111,0.08,449,4,18,109
xgboost,111,0.09,449,4,18,109
xgboost,111,0.1,446,4,21,109
xgboost,111,0.11,445,4,22,109
xgboost,111,0.12,445,4,22,109
xgboost,111,0.13,444,4,23,109
xgboost,111,0.14,442,4,25,109
xgboost,111,0.15,441,3,26,110
xgboost,111,0.16,439,2,28,111
xgboost,111,0.17,436,2,31,111
xgboost,111,0.18,435,1,32,112
xgboost,111,0.19,435,0,32,113
xgboost,111,0.2,434,0,33,113
xgboost,111,0.21,434,0,33,113
xgboost,111,0.22,434,0,33,113
xgboost,111,0.23,434,0,33,113
xgboost,111,0.24,434,0,33,113
xgboost,111,0.25,433,0,34,113
xgboost,111,0.26,433,0,34,113
xgboost,111,0.27,433,0,34,113
xgboost,111,0.28,433,0,34,113
xgboost,111,0.29,432,0,35,113
xgboost,111,0.3,430,0,37,113
xgboost,111,0.31,429,0,38,113
xgboost,111,0.32,429,0,38,113
xgboost,111,0.33,428,0,39,113
xgboost,111,0.34,425,0,42,113
xgboost,111,0.35,425,0,42,113
xgboost,111,0.36,424,0,43,113
xgboost,111,0.37,423,0,44,113
xgboost,111,0.38,422,0,45,113
xgboost,111,0.39,422,0,45,113
xgboost,111,0.4,419,0,48,113
xgboost,111,0.41,419,0,48,113
xgboost,111,0.42,418,0,49,113
xgboost,111,0.43,418,0,49,113
xgboost,111,0.44,418,0,49,113
xgboost,111,0.45,418,0,49,113
xgboost,111,0.46,418,0,49,113
xgboost,111,0.47,418,0,49,113
xgboost,111,0.48,418,0,49,113
xgboost,111,0.49,418,0,49,113
xgboost,111,0.5,417,0,50,113
xgboost,111,0.51,417,0,50,113
xgboost,111,0.52,417,0,50,113
xgboost,111,0.53,415,0,52,113
xgboost,111,0.54,413,0,54,113
xgboost,111,0.55,412,0,55,113
xgboost,111,0.56,411,0,56,113
xgboost,111,0.57,410,0,57,113
xgboost,111,0.58,409,0,58,113
xgboost,111,0.59,408,0,59,113
xgboost,111,0.6,406,0,61,113
xgboost,111,0.61,406,0,61,113
xgboost,111,0.62,405,0,62,113
xgboost,111,0.63,404,0,63,113
xgboost,111,0.64,403,0,64,113
xgboost,111,0.65,403,0,64,113
xgboost,111,0.66,402,0,65,113
xgboost,111,0.67,400,0,67,113
xgboost,111,0.68,397,0,70,113
xgboost,111,0.69,397,0,70,113
xgboost,111,0.7,397,0,70,113
xgboost,111,0.71,395,0,72,113
xgboost,111,0.72,395,0,72,113
xgboost,111,0.73,394,0,73,113
xgboost,111,0.74,391,0,76,113
xgboost,111,0.75,391,0,76,113
xgboost,111,0.76,390,0,77,113
xgboost,111,0.77,389,0,78,113
xgboost,111,0.78,388,0,79,113
xgboost,111,0.79,386,0,81,113
xgboost,111,0.8,385,0,82,113
xgboost,111,0.81,382,0,85,113
xgboost,111,0.82,379,0,88,113
xgboost,111,0.83,378,0,89,113
xgboost,111,0.84,377,0,90,113
xgboost,111,0.85,374,0,93,113
xgboost,111,0.86,371,0,96,113
xgboost,111,0.87,368,0,99,113
xgboost,111,0.88,366,0,101,113
xgboost,111,0.89,364,0,103,113
xgboost,111,0.9,363,0,104,113
xgboost,111,0.91,361,0,106,113
xgboost,111,0.92,358,0,109,113
xgboost,111,0.93,356,0,111,113
xgboost,111,0.94,352,0,115,113
xgboost,111,0.95,351,0,116,113
xgboost,111,0.96,348,0,119,113
xgboost,111,0.97,343,0,124,113
xgboost,111,0.98,329,0,138,113
xgboost,111,0.99,284,0,183,113
xgboost,111,0.995,253,0,214,113
xgboost,111,0.999,121,0,346,113
xgboost,111,0.9995,51,0,416,113
hgb,111,0.01,446,5,21,108
hgb,111,0.02,443,3,24,110
hgb,111,0.03,441,3,26,110
hgb,111,0.04,439,3,28,110
hgb,111,0.05,439,3,28,110
hgb,111,0.06,439,3,28,110
hgb,111,0.07,438,3,29,110
hgb,111,0.08,436,3,31,110
hgb,111,0.09,436,3,31,110
hgb,111,0.1,436,3,31,110
hgb,111,0.11,436,3,31,110
hgb,111,0.12,435,2,32,111
hgb,111,0.13,435,2,32,111
hgb,111,0.14,434,1,33,112
hgb,111,0.15,434,1,33,112
hgb,111,0.16,434,1,33,112
hgb,111,0.17,434,1,33,112
hgb,111,0.18,433,1,34,112
hgb,111,0.19,433,1,34,112
hgb,111,0.2,431,1,36,112
hgb,111,0.21,429,1,38,112
hgb,111,0.22,428,1,39,112
hgb,111,0.23,427,1,40,112
hgb,111,0.24,427,1,40,112
hgb,111,0.25,427,1,40,112
hgb,111,0.26,427,1,40,112
hgb,111,0.27,427,1,40,112
hgb,111,0.28,426,1,41,112
hgb,111,0.29,426,1,41,112
hgb,111,0.3,425,1,42,112
hgb,111,0.31,425,1,42,112
hgb,111,0.32,425,1,42,112
hgb,111,0.33,424,1,43,112
hgb,111,0.34,424,1,43,112
hgb,111,0.35,424,1,43,112
hgb,111,0.36,424,1,43,112
hgb,111,0.37,424,1,43,112
hgb,111,0.38,424,1,43,112
hgb,111,0.39,424,0,43,113
hgb,111,0.4,424,0,43,113
hgb,111,0.41,424,0,43,113
hgb,111,0.42,424,0,43,113
hgb,111,0.43,424,0,43,113
hgb,111,0.44,424,0,43,113
hgb,111,0.45,424,0,43,113
hgb,111,0.46,424,0,43,113
hgb,111,0.47,424,0,43,113
hgb,111,0.48,424,0,43,113
hgb,111,0.49,424,0,43,113
hgb,111,0.5,423,0,44,113
hgb,111,0.51,423,0,44,113
hgb,111,0.52,423,0,44,113
hgb,111,0.53,423,0,44,113
hgb,111,0.54,423,0,44,113
hgb,111,0.55,423,0,44,113
hgb,111,0.56,423,0,44,113
hgb,111,0.57,423,0,44,113
hgb,111,0.58,423,0,44,113
hgb,111,0.59,423,0,44,113
hgb,111,0.6,423,0,44,113
hgb,111,0.61,422,0,45,113
hgb,111,0.62,422,0,45,113
hgb,111,0.63,422,0,45,113
hgb,111,0.64,422,0,45,113
hgb,111,0.65,422,0,45,113
hgb,111,0.66,422,0,45,113
hgb,111,0.67,422,0,45,113
hgb,111,0.68,422,0,45,113
hgb,111,0.69,422,0,45,113
hgb,111,0.7,422,0,45,113
hgb,111,0.71,422,0,45,113
hgb,111,0.72,422,0,45,113
hgb,111,0.73,422,0,45,113
hgb,111,0.74,421,0,46,113
hgb,111,0.75,420,0,47,113
hgb,111,0.76,420,0,47,113
hgb,111,0.77,418,0,49,113
hgb,111,0.78,418,0,49,113
hgb,111,0.79,418,0,49,113
hgb,111,0.8,417,0,50,113
hgb,111,0.81,415,0,52,113
hgb,111,0.82,414,0,53,113
hgb,111,0.83,413,0,54,113
hgb,111,0.84,413,0,54,113
hgb,111,0.85,413,0,54,113
hgb,111,0.86,413,0,54,113
hgb,111,0.87,413,0,54,113
hgb,111,0.88,413,0,54,113
hgb,111,0.89,413,0,54,113
hgb,111,0.9,413,0,54,113
hgb,111,0.91,412,0,55,113
hgb,111,0.92,412,0,55,113
hgb,111,0.93,410,0,57,113
hgb,111,0.94,410,0,57,113
hgb,111,0.95,410,0,57,113
hgb,111,0.96,409,0,58,113
hgb,111,0.97,405,0,62,113
hgb,111,0.98,403,0,64,113
hgb,111,0.99,395,0,72,113
hgb,111,0.995,386,0,81,113
hgb,111,0.999,368,0,99,113
hgb,111,0.9995,353,0,114,113
mlp,111,0.01,467,60,0,53
mlp,111,0.02,467,34,0,79
mlp,111,0.03,467,24,0,89
mlp,111,0.04,466,22,1,91
mlp,111,0.05,466,18,1,95
mlp,111,0.06,466,14,1,99
mlp,111,0.07,464,13,3,100
mlp,111,0.08,464,12,3,101
mlp,111,0.09,462,12,5,101
mlp,111,0.1,460,12,7,101
mlp,111,0.11,459,11,8,102
mlp,111,0.12,458,9,9,104
mlp,111,0.13,458,7,9,106
mlp,111,0.14,457,5,10,108
mlp,111,0.15,455,5,12,108
mlp,111,0.16,455,5,12,108
mlp,111,0.17,455,5,12,108
mlp,111,0.18,454,5,13,108
mlp,111,0.19,452,5,15,108
mlp,111,0.2,451,4,16,109
mlp,111,0.21,450,4,17,109
mlp,111,0.22,449,4,18,109
mlp,111,0.23,447,3,20,110
mlp,111,0.24,446,3,21,110
mlp,111,0.25,445,2,22,111
mlp,111,0.26,443,2,24,111
mlp,111,0.27,441,2,26,111
mlp,111,0.28,441,2,26,111
mlp,111,0.29,438,2,29,111
mlp,111,0.3,437,2,30,111
mlp,111,0.31,435,2,32,111
mlp,111,0.32,435,2,32,111
mlp,111,0.33,433,2,34,111
mlp,111,0.34,433,2,34,111
mlp,111,0.35,432,2,35,111
mlp,111,0.36,432,2,35,111
mlp,111,0.37,430,2,37,111
mlp,111,0.38,429,2,38,111
mlp,111,0.39,428,1,39,112
mlp,111,0.4,428,1,39,112
mlp,111,0.41,427,1,40,112
mlp,111,0.42,426,1,41,112
mlp,111,0.43,425,1,42,112
mlp,111,0.44,424,1,43,112
mlp,111,0.45,424,1,43,112
mlp,111,0.46,424,1,43,112
mlp,111,0.47,422,1,45,112
mlp,111,0.48,421,1,46,112
mlp,111,0.49,421,1,46,112
mlp,111,0.5,420,1,47,112
mlp,111,0.51,418,1,49,112
mlp,111,0.52,417,1,50,112
mlp,111,0.53,415,1,52,112
mlp,111,0.54,413,1,54,112
mlp,111,0.55,413,1,54,112
mlp,111,0.56,411,1,56,112
mlp,111,0.57,409,1,58,112
mlp,111,0.58,408,1,59,112
mlp,111,0.59,406,1,61,112
mlp,111,0.6,404,0,63,113
mlp,111,0.61,404,0,63,113
mlp,111,0.62,404,0,63,113
mlp,111,0.63,404,0,63,113
mlp,111,0.64,403,0,64,113
mlp,111,0.65,403,0,64,113
mlp,111,0.66,402,0,65,113
mlp,111,0.67,401,0,66,113
mlp,111,0.68,400,0,67,113
mlp,111,0.69,399,0,68,113
mlp,111,0.7,396,0,71,113
mlp,111,0.71,394,0,73,113
mlp,111,0.72,393,0,74,113
mlp,111,0.73,393,0,74,113
mlp,111,0.74,391,0,76,113
mlp,111,0.75,391,0,76,113
mlp,111,0.76,391,0,76,113
mlp,111,0.77,388,0,79,113
mlp,111,0.78,388,0,79,113
mlp,111,0.79,386,0,81,113
mlp,111,0.8,386,0,81,113
mlp,111,0.81,384,0,83,113
mlp,111,0.82,384,0,83,113
mlp,111,0.83,382,0,85,113
mlp,111,0.84,379,0,88,113
mlp,111,0.85,375,0,92,113
mlp,111,0.86,369,0,98,113
mlp,111,0.87,365,0,102,113
mlp,111,0.88,361,0,106,113
mlp,111,0.89,358,0,109,113
mlp,111,0.9,356,0,111,113
mlp,111,0.91,353,0,114,113
mlp,111,0.92,350,0,117,113
mlp,111,0.93,347,0,120,113
mlp,111,0.94,339,0,128,113
mlp,111,0.95,327,0,140,113
mlp,111,0.96,316,0,151,113
mlp,111,0.97,300,0,167,113
mlp,111,0.98,282,0,185,113
mlp,111,0.99,258,0,209,113
mlp,111,0.995,236,0,231,113
mlp,111,0.999,187,0,280,113
mlp,111,0.9995,161,0,306,113
majority,112,0.01,448,150,0,0
majority,112,0.02,448,150,0,0
majority,112,0.03,448,150,0,0
majority,112,0.04,448,150,0,0
majority,112,0.05,448,150,0,0
majority,112,0.06,448,150,0,0
majority,112,0.07,448,150,0,0
majority,112,0.08,448,150,0,0
majority,112,0.09,448,150,0,0
majority,112,0.1,448,150,0,0
majority,112,0.11,448,150,0,0
majority,112,0.12,448,150,0,0
majority,112,0.13,448,150,0,0
majority,112,0.14,448,150,0,0
majority,112,0.15,448,150,0,0
majority,112,0.16,448,150,0,0
majority,112,0.17,448,150,0,0
majority,112,0.18,448,150,0,0
majority,112,0.19,448,150,0,0
majority,112,0.2,448,150,0,0
majority,112,0.21,448,150,0,0
majority,112,0.22,448,150,0,0
majority,112,0.23,448,150,0,0
majority,112,0.24,448,150,0,0
majority,112,0.25,448,150,0,0
majority,112,0.26,448,150,0,0
majority,112,0.27,448,150,0,0
majority,112,0.28,448,150,0,0
majority,112,0.29,448,150,0,0
majority,112,0.3,448,150,0,0
majority,112,0.31,448,150,0,0
majority,112,0.32,448,150,0,0
majority,112,0.33,448,150,0,0
majority,112,0.34,448,150,0,0
majority,112,0.35,448,150,0,0
majority,112,0.36,448,150,0,0
majority,112,0.37,448,150,0,0
majority,112,0.38,448,150,0,0
majority,112,0.39,448,150,0,0
majority,112,0.4,448,150,0,0
majority,112,0.41,448,150,0,0
majority,112,0.42,448,150,0,0
majority,112,0.43,448,150,0,0
majority,112,0.44,448,150,0,0
majority,112,0.45,448,150,0,0
majority,112,0.46,448,150,0,0
majority,112,0.47,448,150,0,0
majority,112,0.48,448,150,0,0
majority,112,0.49,448,150,0,0
majority,112,0.5,448,150,0,0
majority,112,0.51,448,150,0,0
majority,112,0.52,448,150,0,0
majority,112,0.53,448,150,0,0
majority,112,0.54,448,150,0,0
majority,112,0.55,448,150,0,0
majority,112,0.56,448,150,0,0
majority,112,0.57,448,150,0,0
majority,112,0.58,448,150,0,0
majority,112,0.59,448,150,0,0
majority,112,0.6,448,150,0,0
majority,112,0.61,448,150,0,0
majority,112,0.62,448,150,0,0
majority,112,0.63,448,150,0,0
majority,112,0.64,448,150,0,0
majority,112,0.65,448,150,0,0
majority,112,0.66,448,150,0,0
majority,112,0.67,448,150,0,0
majority,112,0.68,448,150,0,0
majority,112,0.69,448,150,0,0
majority,112,0.7,448,150,0,0
majority,112,0.71,448,150,0,0
majority,112,0.72,448,150,0,0
majority,112,0.73,448,150,0,0
majority,112,0.74,448,150,0,0
majority,112,0.75,448,150,0,0
majority,112,0.76,448,150,0,0
majority,112,0.77,448,150,0,0
majority,112,0.78,448,150,0,0
majority,112,0.79,448,150,0,0
majority,112,0.8,448,150,0,0
majority,112,0.81,448,150,0,0
majority,112,0.82,448,150,0,0
majority,112,0.83,448,150,0,0
majority,112,0.84,448,150,0,0
majority,112,0.85,448,150,0,0
majority,112,0.86,448,150,0,0
majority,112,0.87,448,150,0,0
majority,112,0.88,448,150,0,0
majority,112,0.89,448,150,0,0
majority,112,0.9,448,150,0,0
majority,112,0.91,448,150,0,0
majority,112,0.92,448,150,0,0
majority,112,0.93,448,150,0,0
majority,112,0.94,448,150,0,0
majority,112,0.95,448,150,0,0
majority,112,0.96,448,150,0,0
majority,112,0.97,448,150,0,0
majority,112,0.98,448,150,0,0
majority,112,0.99,448,150,0,0
majority,112,0.995,448,150,0,0
majority,112,0.999,448,150,0,0
majority,112,0.9995,448,150,0,0
stratified,112,0.01,349,116,99,34
stratified,112,0.02,349,116,99,34
stratified,112,0.03,349,116,99,34
stratified,112,0.04,349,116,99,34
stratified,112,0.05,349,116,99,34
stratified,112,0.06,349,116,99,34
stratified,112,0.07,349,116,99,34
stratified,112,0.08,349,116,99,34
stratified,112,0.09,349,116,99,34
stratified,112,0.1,349,116,99,34
stratified,112,0.11,349,116,99,34
stratified,112,0.12,349,116,99,34
stratified,112,0.13,349,116,99,34
stratified,112,0.14,349,116,99,34
stratified,112,0.15,349,116,99,34
stratified,112,0.16,349,116,99,34
stratified,112,0.17,349,116,99,34
stratified,112,0.18,349,116,99,34
stratified,112,0.19,349,116,99,34
stratified,112,0.2,349,116,99,34
stratified,112,0.21,349,116,99,34
stratified,112,0.22,349,116,99,34
stratified,112,0.23,349,116,99,34
stratified,112,0.24,349,116,99,34
stratified,112,0.25,349,116,99,34
stratified,112,0.26,349,116,99,34
stratified,112,0.27,349,116,99,34
stratified,112,0.28,349,116,99,34
stratified,112,0.29,349,116,99,34
stratified,112,0.3,349,116,99,34
stratified,112,0.31,349,116,99,34
stratified,112,0.32,349,116,99,34
stratified,112,0.33,349,116,99,34
stratified,112,0.34,349,116,99,34
stratified,112,0.35,349,116,99,34
stratified,112,0.36,349,116,99,34
stratified,112,0.37,349,116,99,34
stratified,112,0.38,349,116,99,34
stratified,112,0.39,349,116,99,34
stratified,112,0.4,349,116,99,34
stratified,112,0.41,349,116,99,34
stratified,112,0.42,349,116,99,34
stratified,112,0.43,349,116,99,34
