seed,model,calibrator,domain,tau,recall,fpr,ppv_deploy,alerts_per_hour
101,tree,platt,source_test,0.6000000000000001,0.8231661394788372,0.39949748743718594,0.004112285652803553,96275.30855501464
101,tree,platt,source_test,0.6500000000000001,0.8166892604307878,0.3379396984924623,0.004819687304439448,81498.32407607349
101,tree,platt,source_test,0.7000000000000001,0.8057689411055882,0.2851758793969849,0.005630474476709017,68829.75523536724
101,tree,platt,source_test,0.7500000000000001,0.7986142491339057,0.228643216080402,0.006951025093185566,55258.47490497211
101,tree,platt,source_test,0.8,0.7976351860219912,0.228643216080402,0.006942562628723113,55258.004012894235
101,tree,platt,source_test,0.8500000000000001,0.7976351860219912,0.228643216080402,0.006942562628723113,55258.004012894235
101,tree,platt,source_test,0.9000000000000001,0.7974845609278506,0.22738693467336685,0.006979342550589242,54956.42403027074
101,tree,platt,source_test,0.9500000000000001,0.7953004970628107,0.22738693467336685,0.006960361329479293,54955.3735787124
101,tree,platt,source_test,0.95,0.7953004970628107,0.22738693467336685,0.006960361329479293,54955.3735787124
101,tree,platt,source_test,0.99,0.7953004970628107,0.22738693467336685,0.006960361329479293,54955.3735787124
101,tree,platt,source_test,0.995,0.0,0.0,,0.0
101,tree,platt,source_test,0.999,0.0,0.0,,0.0
101,tree,platt,target,0.05,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.1,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.15000000000000002,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.2,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.25,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.3,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.35000000000000003,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.4,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.45,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.5,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.55,1.0,1.0,0.002,240480.9619238477
101,tree,platt,target,0.6000000000000001,0.9190614953810389,0.96901636050036,0.0018970913222714789,233005.96010503918
101,tree,platt,target,0.6500000000000001,0.9169454029178232,0.9608340171140546,0.0019088191342324658,231041.17993242375
101,tree,platt,target,0.7000000000000001,0.9049831132570076,0.9463971733342265,0.0019126479860183997,227570.5840194161
101,tree,platt,target,0.7500000000000001,0.9035010356931422,0.9461501749920458,0.0019100191919857144,227510.59159441633
101,tree,platt,target,0.8,0.8797539263540215,0.9447205150962038,0.0018627200888812652,227156.05176402073
101,tree,platt,target,0.8500000000000001,0.8797539263540215,0.9447205150962038,0.0018627200888812652,227156.05176402073
101,tree,platt,target,0.9000000000000001,0.8778342701309891,0.9447037694458864,0.0018586960031228856,227151.10952639437
101,tree,platt,target,0.9500000000000001,0.8768778288512002,0.9444253730093608,0.0018572209189355207,227083.83436979025
101,tree,platt,target,0.95,0.8768778288512002,0.9444253730093608,0.0018572209189355207,227083.83436979025
101,tree,platt,target,0.99,0.8768778288512002,0.9444253730093608,0.0018572209189355207,227083.83436979025
101,tree,platt,target,0.995,0.0,0.0,,0.0
101,tree,platt,target,0.999,0.0,0.0,,0.0
101,tree,isotonic,source_test,0.05,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.1,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.15000000000000002,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.2,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.25,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.3,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.35000000000000003,1.0,1.0,0.002,240480.9619238477
101,tree,isotonic,source_test,0.4,0.8238439524024702,0.4108040201005025,0.004002836296336477,98989.20239641838
101,tree,isotonic,source_test,0.45,0.8238439524024702,0.4108040201005025,0.004002836296336477,98989.20239641838
101,tree,isotonic,source_test,0.5,0.8231661394788372,0.39949748743718594,0.004112285652803553,96275.30855501464
