feature_set,protocol,split,model,n_train,n_test,test_prevalence,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier,det_background,det_benign,det_icmp_flood,det_pfcp_deletion,det_syn_flood
native,random,seed105,majority,27597,11828,0.021305377071356105,0.5,0,0,11576,252,0.9786946229286438,0.5,0.0,0.0,0.0,0.4946163049051444,0.0,0.0,1.0,1.0,0.5,0.021305377071356105,0.9786946229286438,0.021305377071356105,1.0,1.0,0.0,0.0,0.0
native,random,seed105,stratified,27597,11828,0.021305377071356105,0.5,5,218,11358,247,0.9606865065945215,0.5005046017485547,0.02242152466367713,0.01984126984126984,0.021052631578947368,0.5004965500330353,0.0010714780343719743,0.01883206634416033,0.9801587301587301,0.9811679336558397,0.5005046017485547,0.021327522856918028,0.9787156667541138,0.039313493405478524,0.9818809318377912,0.9800951968844656,0.025,0.0,0.02197802197802198
native,random,seed105,logreg,27597,11828,0.021305377071356105,0.5,251,25,11551,1,0.9978018261751775,0.9969360526979739,0.9094202898550725,0.996031746031746,0.9507575757575758,0.9748166986363113,0.9506636752989417,0.002159640635798203,0.003968253968253968,0.9978403593642018,0.9985091623610974,0.8903645310574781,0.9999655425735363,0.0024544336782865266,0.9975553638193845,0.9982691475551709,1.0,0.9666666666666667,1.0
native,random,seed105,tree,27597,11828,0.021305377071356105,0.5,248,10,11566,4,0.9988163679404802,0.9916315639363324,0.9612403100775194,0.9841269841269841,0.9725490196078431,0.9859720817385971,0.9720145155962746,0.0008638562543192813,0.015873015873015872,0.9991361437456807,0.9915758589199329,0.9425714746301219,0.9996407742591754,0.0011830906876463528,0.9987057808455565,0.9997836434443964,0.95,0.9333333333333333,1.0
native,random,seed105,rf,27597,11828,0.021305377071356105,0.5,252,8,11568,0,0.9993236388231316,0.9996544574982723,0.9692307692307692,1.0,0.984375,0.99201466902869,0.9841549412471933,0.000691085003455425,0.0,0.9993089149965446,0.9996849667072542,0.9752976015970418,0.9999907402472944,0.0007191031185665384,0.998849582973828,1.0,1.0,1.0,1.0
native,random,seed105,xgboost,27597,11828,0.021305377071356105,0.5,252,9,11567,0,0.999239093676023,0.9996112646855564,0.9655172413793104,1.0,0.9824561403508771,0.9910336269312611,0.982225320424216,0.0007774706288873532,0.0,0.9992225293711127,0.9997130763155296,0.9773855216500047,0.9999913370020312,0.0007314664544537663,0.998849582973828,0.9997836434443964,1.0,1.0,1.0
native,random,seed105,hgb,27597,11828,0.021305377071356105,0.5,252,10,11566,0,0.9991545485289144,0.9995680718728404,0.9618320610687023,1.0,0.980544747081712,0.9900563161560145,0.980306674682542,0.0008638562543192813,0.0,0.9991361437456807,0.9997027923125019,0.9765275005553915,0.9999911183365953,0.0007342995723870526,0.9987057808455565,0.9997836434443964,1.0,1.0,1.0
native,random,seed105,mlp,27597,11828,0.021305377071356105,0.5,251,10,11566,1,0.9990700033818058,0.9975839448887134,0.9616858237547893,0.996031746031746,0.9785575048732943,0.9890410995826524,0.9782396520099745,0.0008638562543192813,0.003968253968253968,0.9991361437456807,0.9995413334649685,0.9626714319664437,0.9999876691208878,0.0009844859754405324,0.998849582973828,0.9995672868887927,1.0,0.9666666666666667,1.0
native,leave_one_file,003a-pfcp.csv,majority,25181,14244,0.007231114855377703,0.5,0,0,14141,103,0.9927688851446222,0.5,0.0,0.0,0.0,0.4981856614409019,0.0,0.0,1.0,1.0,0.5,0.007231114855377703,0.9927688851446222,0.007231114855377703,,1.0,,0.0,
native,leave_one_file,003a-pfcp.csv,stratified,25181,14244,0.007231114855377703,0.5,4,379,13762,99,0.9664420106711598,0.5060167261347744,0.010443864229765013,0.038834951456310676,0.01646090534979424,0.49969534803951393,0.006303071656432387,0.026801499186761897,0.9611650485436893,0.9731985008132381,0.5060167261347744,0.007355881821373327,0.9928552789272489,0.033557989328840215,,0.9731985008132381,,0.038834951456310676,
native,leave_one_file,003a-pfcp.csv,logreg,25181,14244,0.007231114855377703,0.5,0,491,13650,103,0.9582982308340354,0.48263913443179407,0.0,0.0,0.0,0.48935254893525487,-0.01612577425403093,0.03472173113641185,1.0,0.9652782688635881,0.9435539294607773,0.08421257295687162,0.9991130889617471,0.03623949755468539,,0.9652782688635881,,0.0,
