seed,inverted,n_cal,cal_groups,cal_prevalence,auc_cal,auc_test,platt_slope,auc_test_logged
110,True,15464,96,0.7830444904293844,0.48390191232420765,0.9732464014971012,-0.5522955235550254,0.9732464014971012
101,False,102875,7,0.9595820170109356,0.9529663124788584,0.8435880064656449,6.164947437534492,0.8435880064656449
