model,split_seed,session,tau,tp,fp,fn,tn
majority,101,1,0.01,0,54,0,0
majority,101,1,0.02,0,54,0,0
majority,101,1,0.03,0,54,0,0
majority,101,1,0.04,0,54,0,0
majority,101,1,0.05,0,54,0,0
majority,101,1,0.06,0,54,0,0
majority,101,1,0.07,0,54,0,0
majority,101,1,0.08,0,54,0,0
majority,101,1,0.09,0,54,0,0
majority,101,1,0.1,0,54,0,0
majority,101,1,0.11,0,54,0,0
majority,101,1,0.12,0,54,0,0
majority,101,1,0.13,0,54,0,0
majority,101,1,0.14,0,54,0,0
majority,101,1,0.15,0,54,0,0
majority,101,1,0.16,0,54,0,0
majority,101,1,0.17,0,54,0,0
majority,101,1,0.18,0,54,0,0
majority,101,1,0.19,0,54,0,0
majority,101,1,0.2,0,54,0,0
majority,101,1,0.21,0,54,0,0
majority,101,1,0.22,0,54,0,0
majority,101,1,0.23,0,54,0,0
majority,101,1,0.24,0,54,0,0
majority,101,1,0.25,0,54,0,0
majority,101,1,0.26,0,54,0,0
majority,101,1,0.27,0,54,0,0
majority,101,1,0.28,0,54,0,0
majority,101,1,0.29,0,54,0,0
majority,101,1,0.3,0,54,0,0
majority,101,1,0.31,0,54,0,0
majority,101,1,0.32,0,54,0,0
majority,101,1,0.33,0,54,0,0
majority,101,1,0.34,0,54,0,0
majority,101,1,0.35,0,54,0,0
majority,101,1,0.36,0,54,0,0
majority,101,1,0.37,0,54,0,0
majority,101,1,0.38,0,54,0,0
majority,101,1,0.39,0,54,0,0
majority,101,1,0.4,0,54,0,0
majority,101,1,0.41,0,54,0,0
majority,101,1,0.42,0,54,0,0
majority,101,1,0.43,0,54,0,0
majority,101,1,0.44,0,54,0,0
majority,101,1,0.45,0,54,0,0
majority,101,1,0.46,0,54,0,0
majority,101,1,0.47,0,54,0,0
majority,101,1,0.48,0,54,0,0
majority,101,1,0.49,0,54,0,0
majority,101,1,0.5,0,54,0,0
majority,101,1,0.51,0,54,0,0
majority,101,1,0.52,0,54,0,0
majority,101,1,0.53,0,54,0,0
majority,101,1,0.54,0,54,0,0
majority,101,1,0.55,0,54,0,0
majority,101,1,0.56,0,54,0,0
majority,101,1,0.57,0,54,0,0
majority,101,1,0.58,0,54,0,0
majority,101,1,0.59,0,54,0,0
majority,101,1,0.6,0,54,0,0
majority,101,1,0.61,0,54,0,0
majority,101,1,0.62,0,54,0,0
majority,101,1,0.63,0,54,0,0
majority,101,1,0.64,0,54,0,0
majority,101,1,0.65,0,54,0,0
majority,101,1,0.66,0,54,0,0
majority,101,1,0.67,0,54,0,0
majority,101,1,0.68,0,54,0,0
majority,101,1,0.69,0,54,0,0
majority,101,1,0.7,0,54,0,0
majority,101,1,0.71,0,54,0,0
majority,101,1,0.72,0,54,0,0
majority,101,1,0.73,0,54,0,0
majority,101,1,0.74,0,54,0,0
majority,101,1,0.75,0,54,0,0
majority,101,1,0.76,0,54,0,0
majority,101,1,0.77,0,54,0,0
majority,101,1,0.78,0,54,0,0
majority,101,1,0.79,0,54,0,0
majority,101,1,0.8,0,54,0,0
majority,101,1,0.81,0,54,0,0
majority,101,1,0.82,0,54,0,0
majority,101,1,0.83,0,54,0,0
majority,101,1,0.84,0,54,0,0
majority,101,1,0.85,0,54,0,0
majority,101,1,0.86,0,54,0,0
majority,101,1,0.87,0,54,0,0
majority,101,1,0.88,0,54,0,0
majority,101,1,0.89,0,54,0,0
majority,101,1,0.9,0,54,0,0
majority,101,1,0.91,0,54,0,0
majority,101,1,0.92,0,54,0,0
majority,101,1,0.93,0,54,0,0
majority,101,1,0.94,0,54,0,0
majority,101,1,0.95,0,54,0,0
majority,101,1,0.96,0,54,0,0
majority,101,1,0.97,0,54,0,0
majority,101,1,0.98,0,54,0,0
majority,101,1,0.99,0,54,0,0
majority,101,1,0.995,0,54,0,0
majority,101,1,0.999,0,54,0,0
majority,101,1,0.9995,0,54,0,0
majority,101,2,0.01,0,58,0,0
majority,101,2,0.02,0,58,0,0
majority,101,2,0.03,0,58,0,0
majority,101,2,0.04,0,58,0,0
majority,101,2,0.05,0,58,0,0
majority,101,2,0.06,0,58,0,0
majority,101,2,0.07,0,58,0,0
majority,101,2,0.08,0,58,0,0
majority,101,2,0.09,0,58,0,0
majority,101,2,0.1,0,58,0,0
majority,101,2,0.11,0,58,0,0
majority,101,2,0.12,0,58,0,0
majority,101,2,0.13,0,58,0,0
majority,101,2,0.14,0,58,0,0
majority,101,2,0.15,0,58,0,0
majority,101,2,0.16,0,58,0,0
majority,101,2,0.17,0,58,0,0
majority,101,2,0.18,0,58,0,0
majority,101,2,0.19,0,58,0,0
majority,101,2,0.2,0,58,0,0
majority,101,2,0.21,0,58,0,0
majority,101,2,0.22,0,58,0,0
majority,101,2,0.23,0,58,0,0
majority,101,2,0.24,0,58,0,0
majority,101,2,0.25,0,58,0,0
majority,101,2,0.26,0,58,0,0
majority,101,2,0.27,0,58,0,0
majority,101,2,0.28,0,58,0,0
majority,101,2,0.29,0,58,0,0
majority,101,2,0.3,0,58,0,0
majority,101,2,0.31,0,58,0,0
majority,101,2,0.32,0,58,0,0
majority,101,2,0.33,0,58,0,0
majority,101,2,0.34,0,58,0,0
majority,101,2,0.35,0,58,0,0
majority,101,2,0.36,0,58,0,0
majority,101,2,0.37,0,58,0,0
majority,101,2,0.38,0,58,0,0
majority,101,2,0.39,0,58,0,0
majority,101,2,0.4,0,58,0,0
majority,101,2,0.41,0,58,0,0
majority,101,2,0.42,0,58,0,0
majority,101,2,0.43,0,58,0,0
majority,101,2,0.44,0,58,0,0
majority,101,2,0.45,0,58,0,0
majority,101,2,0.46,0,58,0,0
majority,101,2,0.47,0,58,0,0
majority,101,2,0.48,0,58,0,0
majority,101,2,0.49,0,58,0,0
majority,101,2,0.5,0,58,0,0
majority,101,2,0.51,0,58,0,0
majority,101,2,0.52,0,58,0,0
majority,101,2,0.53,0,58,0,0
majority,101,2,0.54,0,58,0,0
majority,101,2,0.55,0,58,0,0
majority,101,2,0.56,0,58,0,0
majority,101,2,0.57,0,58,0,0
majority,101,2,0.58,0,58,0,0
majority,101,2,0.59,0,58,0,0
majority,101,2,0.6,0,58,0,0
majority,101,2,0.61,0,58,0,0
majority,101,2,0.62,0,58,0,0
majority,101,2,0.63,0,58,0,0
majority,101,2,0.64,0,58,0,0
majority,101,2,0.65,0,58,0,0
majority,101,2,0.66,0,58,0,0
majority,101,2,0.67,0,58,0,0
majority,101,2,0.68,0,58,0,0
majority,101,2,0.69,0,58,0,0
majority,101,2,0.7,0,58,0,0
majority,101,2,0.71,0,58,0,0
majority,101,2,0.72,0,58,0,0
majority,101,2,0.73,0,58,0,0
majority,101,2,0.74,0,58,0,0
majority,101,2,0.75,0,58,0,0
majority,101,2,0.76,0,58,0,0
majority,101,2,0.77,0,58,0,0
majority,101,2,0.78,0,58,0,0
majority,101,2,0.79,0,58,0,0
majority,101,2,0.8,0,58,0,0
majority,101,2,0.81,0,58,0,0
majority,101,2,0.82,0,58,0,0
majority,101,2,0.83,0,58,0,0
majority,101,2,0.84,0,58,0,0
majority,101,2,0.85,0,58,0,0
majority,101,2,0.86,0,58,0,0
majority,101,2,0.87,0,58,0,0
majority,101,2,0.88,0,58,0,0
majority,101,2,0.89,0,58,0,0
majority,101,2,0.9,0,58,0,0
majority,101,2,0.91,0,58,0,0
majority,101,2,0.92,0,58,0,0
majority,101,2,0.93,0,58,0,0
majority,101,2,0.94,0,58,0,0
majority,101,2,0.95,0,58,0,0
majority,101,2,0.96,0,58,0,0
majority,101,2,0.97,0,58,0,0
majority,101,2,0.98,0,58,0,0
majority,101,2,0.99,0,58,0,0
majority,101,2,0.995,0,58,0,0
majority,101,2,0.999,0,58,0,0
majority,101,2,0.9995,0,58,0,0
majority,101,3,0.01,0,55,0,0
majority,101,3,0.02,0,55,0,0
majority,101,3,0.03,0,55,0,0
majority,101,3,0.04,0,55,0,0
majority,101,3,0.05,0,55,0,0
majority,101,3,0.06,0,55,0,0
majority,101,3,0.07,0,55,0,0
majority,101,3,0.08,0,55,0,0
majority,101,3,0.09,0,55,0,0
majority,101,3,0.1,0,55,0,0
majority,101,3,0.11,0,55,0,0
majority,101,3,0.12,0,55,0,0
majority,101,3,0.13,0,55,0,0
majority,101,3,0.14,0,55,0,0
majority,101,3,0.15,0,55,0,0
majority,101,3,0.16,0,55,0,0
majority,101,3,0.17,0,55,0,0
majority,101,3,0.18,0,55,0,0
majority,101,3,0.19,0,55,0,0
majority,101,3,0.2,0,55,0,0
majority,101,3,0.21,0,55,0,0
majority,101,3,0.22,0,55,0,0
majority,101,3,0.23,0,55,0,0
majority,101,3,0.24,0,55,0,0
majority,101,3,0.25,0,55,0,0
majority,101,3,0.26,0,55,0,0
majority,101,3,0.27,0,55,0,0
majority,101,3,0.28,0,55,0,0
majority,101,3,0.29,0,55,0,0
majority,101,3,0.3,0,55,0,0
majority,101,3,0.31,0,55,0,0
majority,101,3,0.32,0,55,0,0
majority,101,3,0.33,0,55,0,0
majority,101,3,0.34,0,55,0,0
majority,101,3,0.35,0,55,0,0
majority,101,3,0.36,0,55,0,0
majority,101,3,0.37,0,55,0,0
majority,101,3,0.38,0,55,0,0
majority,101,3,0.39,0,55,0,0
majority,101,3,0.4,0,55,0,0
majority,101,3,0.41,0,55,0,0
majority,101,3,0.42,0,55,0,0
majority,101,3,0.43,0,55,0,0
majority,101,3,0.44,0,55,0,0
majority,101,3,0.45,0,55,0,0
majority,101,3,0.46,0,55,0,0
majority,101,3,0.47,0,55,0,0
majority,101,3,0.48,0,55,0,0
majority,101,3,0.49,0,55,0,0
majority,101,3,0.5,0,55,0,0
majority,101,3,0.51,0,55,0,0
majority,101,3,0.52,0,55,0,0
majority,101,3,0.53,0,55,0,0
majority,101,3,0.54,0,55,0,0
majority,101,3,0.55,0,55,0,0
majority,101,3,0.56,0,55,0,0
majority,101,3,0.57,0,55,0,0
majority,101,3,0.58,0,55,0,0
majority,101,3,0.59,0,55,0,0
majority,101,3,0.6,0,55,0,0
majority,101,3,0.61,0,55,0,0
majority,101,3,0.62,0,55,0,0
majority,101,3,0.63,0,55,0,0
majority,101,3,0.64,0,55,0,0
majority,101,3,0.65,0,55,0,0
majority,101,3,0.66,0,55,0,0
majority,101,3,0.67,0,55,0,0
majority,101,3,0.68,0,55,0,0
majority,101,3,0.69,0,55,0,0
majority,101,3,0.7,0,55,0,0
majority,101,3,0.71,0,55,0,0
majority,101,3,0.72,0,55,0,0
majority,101,3,0.73,0,55,0,0
majority,101,3,0.74,0,55,0,0
majority,101,3,0.75,0,55,0,0
majority,101,3,0.76,0,55,0,0
majority,101,3,0.77,0,55,0,0
majority,101,3,0.78,0,55,0,0
majority,101,3,0.79,0,55,0,0
majority,101,3,0.8,0,55,0,0
majority,101,3,0.81,0,55,0,0
majority,101,3,0.82,0,55,0,0
majority,101,3,0.83,0,55,0,0
majority,101,3,0.84,0,55,0,0
majority,101,3,0.85,0,55,0,0
majority,101,3,0.86,0,55,0,0
majority,101,3,0.87,0,55,0,0
majority,101,3,0.88,0,55,0,0
majority,101,3,0.89,0,55,0,0
majority,101,3,0.9,0,55,0,0
majority,101,3,0.91,0,55,0,0
majority,101,3,0.92,0,55,0,0
majority,101,3,0.93,0,55,0,0
majority,101,3,0.94,0,55,0,0
majority,101,3,0.95,0,55,0,0
majority,101,3,0.96,0,55,0,0
majority,101,3,0.97,0,55,0,0
majority,101,3,0.98,0,55,0,0
majority,101,3,0.99,0,55,0,0
majority,101,3,0.995,0,55,0,0
majority,101,3,0.999,0,55,0,0
majority,101,3,0.9995,0,55,0,0
majority,101,11,0.01,94,0,0,0
majority,101,11,0.02,94,0,0,0
majority,101,11,0.03,94,0,0,0
majority,101,11,0.04,94,0,0,0
majority,101,11,0.05,94,0,0,0
majority,101,11,0.06,94,0,0,0
majority,101,11,0.07,94,0,0,0
majority,101,11,0.08,94,0,0,0
majority,101,11,0.09,94,0,0,0
majority,101,11,0.1,94,0,0,0
majority,101,11,0.11,94,0,0,0
majority,101,11,0.12,94,0,0,0
majority,101,11,0.13,94,0,0,0
majority,101,11,0.14,94,0,0,0
majority,101,11,0.15,94,0,0,0
majority,101,11,0.16,94,0,0,0
majority,101,11,0.17,94,0,0,0
majority,101,11,0.18,94,0,0,0
majority,101,11,0.19,94,0,0,0
majority,101,11,0.2,94,0,0,0
majority,101,11,0.21,94,0,0,0
majority,101,11,0.22,94,0,0,0
majority,101,11,0.23,94,0,0,0
majority,101,11,0.24,94,0,0,0
majority,101,11,0.25,94,0,0,0
majority,101,11,0.26,94,0,0,0
majority,101,11,0.27,94,0,0,0
majority,101,11,0.28,94,0,0,0
majority,101,11,0.29,94,0,0,0
majority,101,11,0.3,94,0,0,0
majority,101,11,0.31,94,0,0,0
majority,101,11,0.32,94,0,0,0
majority,101,11,0.33,94,0,0,0
majority,101,11,0.34,94,0,0,0
majority,101,11,0.35,94,0,0,0
majority,101,11,0.36,94,0,0,0
majority,101,11,0.37,94,0,0,0
majority,101,11,0.38,94,0,0,0
majority,101,11,0.39,94,0,0,0
majority,101,11,0.4,94,0,0,0
majority,101,11,0.41,94,0,0,0
majority,101,11,0.42,94,0,0,0
majority,101,11,0.43,94,0,0,0
majority,101,11,0.44,94,0,0,0
majority,101,11,0.45,94,0,0,0
majority,101,11,0.46,94,0,0,0
majority,101,11,0.47,94,0,0,0
majority,101,11,0.48,94,0,0,0
majority,101,11,0.49,94,0,0,0
majority,101,11,0.5,94,0,0,0
majority,101,11,0.51,94,0,0,0
majority,101,11,0.52,94,0,0,0
majority,101,11,0.53,94,0,0,0
majority,101,11,0.54,94,0,0,0
majority,101,11,0.55,94,0,0,0
majority,101,11,0.56,94,0,0,0
majority,101,11,0.57,94,0,0,0
majority,101,11,0.58,94,0,0,0
majority,101,11,0.59,94,0,0,0
majority,101,11,0.6,94,0,0,0
majority,101,11,0.61,94,0,0,0
majority,101,11,0.62,94,0,0,0
majority,101,11,0.63,94,0,0,0
majority,101,11,0.64,94,0,0,0
majority,101,11,0.65,94,0,0,0
majority,101,11,0.66,94,0,0,0
majority,101,11,0.67,94,0,0,0
majority,101,11,0.68,94,0,0,0
majority,101,11,0.69,94,0,0,0
majority,101,11,0.7,94,0,0,0
majority,101,11,0.71,94,0,0,0
majority,101,11,0.72,94,0,0,0
majority,101,11,0.73,94,0,0,0
majority,101,11,0.74,94,0,0,0
majority,101,11,0.75,94,0,0,0
majority,101,11,0.76,94,0,0,0
majority,101,11,0.77,94,0,0,0
majority,101,11,0.78,94,0,0,0
majority,101,11,0.79,94,0,0,0
majority,101,11,0.8,94,0,0,0
majority,101,11,0.81,94,0,0,0
majority,101,11,0.82,94,0,0,0
majority,101,11,0.83,94,0,0,0
majority,101,11,0.84,94,0,0,0
majority,101,11,0.85,94,0,0,0
majority,101,11,0.86,94,0,0,0
majority,101,11,0.87,94,0,0,0
majority,101,11,0.88,94,0,0,0
majority,101,11,0.89,94,0,0,0
majority,101,11,0.9,94,0,0,0
majority,101,11,0.91,94,0,0,0
majority,101,11,0.92,94,0,0,0
majority,101,11,0.93,94,0,0,0
majority,101,11,0.94,94,0,0,0
majority,101,11,0.95,94,0,0,0
majority,101,11,0.96,94,0,0,0
majority,101,11,0.97,94,0,0,0
majority,101,11,0.98,94,0,0,0
majority,101,11,0.99,94,0,0,0
majority,101,11,0.995,94,0,0,0
majority,101,11,0.999,94,0,0,0
majority,101,11,0.9995,94,0,0,0
majority,101,13,0.01,37,0,0,0
majority,101,13,0.02,37,0,0,0
majority,101,13,0.03,37,0,0,0
majority,101,13,0.04,37,0,0,0
majority,101,13,0.05,37,0,0,0
majority,101,13,0.06,37,0,0,0
majority,101,13,0.07,37,0,0,0
majority,101,13,0.08,37,0,0,0
majority,101,13,0.09,37,0,0,0
majority,101,13,0.1,37,0,0,0
majority,101,13,0.11,37,0,0,0
majority,101,13,0.12,37,0,0,0
majority,101,13,0.13,37,0,0,0
majority,101,13,0.14,37,0,0,0
majority,101,13,0.15,37,0,0,0
majority,101,13,0.16,37,0,0,0
majority,101,13,0.17,37,0,0,0
majority,101,13,0.18,37,0,0,0
majority,101,13,0.19,37,0,0,0
majority,101,13,0.2,37,0,0,0
majority,101,13,0.21,37,0,0,0
majority,101,13,0.22,37,0,0,0
majority,101,13,0.23,37,0,0,0
majority,101,13,0.24,37,0,0,0
majority,101,13,0.25,37,0,0,0
majority,101,13,0.26,37,0,0,0
majority,101,13,0.27,37,0,0,0
majority,101,13,0.28,37,0,0,0
majority,101,13,0.29,37,0,0,0
majority,101,13,0.3,37,0,0,0
majority,101,13,0.31,37,0,0,0
majority,101,13,0.32,37,0,0,0
majority,101,13,0.33,37,0,0,0
majority,101,13,0.34,37,0,0,0
majority,101,13,0.35,37,0,0,0
majority,101,13,0.36,37,0,0,0
majority,101,13,0.37,37,0,0,0
majority,101,13,0.38,37,0,0,0
majority,101,13,0.39,37,0,0,0
majority,101,13,0.4,37,0,0,0
majority,101,13,0.41,37,0,0,0
majority,101,13,0.42,37,0,0,0
majority,101,13,0.43,37,0,0,0
majority,101,13,0.44,37,0,0,0
majority,101,13,0.45,37,0,0,0
majority,101,13,0.46,37,0,0,0
majority,101,13,0.47,37,0,0,0
majority,101,13,0.48,37,0,0,0
majority,101,13,0.49,37,0,0,0
majority,101,13,0.5,37,0,0,0
majority,101,13,0.51,37,0,0,0
majority,101,13,0.52,37,0,0,0
majority,101,13,0.53,37,0,0,0
majority,101,13,0.54,37,0,0,0
majority,101,13,0.55,37,0,0,0
majority,101,13,0.56,37,0,0,0
majority,101,13,0.57,37,0,0,0
majority,101,13,0.58,37,0,0,0
majority,101,13,0.59,37,0,0,0
majority,101,13,0.6,37,0,0,0
majority,101,13,0.61,37,0,0,0
majority,101,13,0.62,37,0,0,0
majority,101,13,0.63,37,0,0,0
majority,101,13,0.64,37,0,0,0
majority,101,13,0.65,37,0,0,0
majority,101,13,0.66,37,0,0,0
majority,101,13,0.67,37,0,0,0
majority,101,13,0.68,37,0,0,0
majority,101,13,0.69,37,0,0,0
majority,101,13,0.7,37,0,0,0
majority,101,13,0.71,37,0,0,0
majority,101,13,0.72,37,0,0,0
majority,101,13,0.73,37,0,0,0
majority,101,13,0.74,37,0,0,0
majority,101,13,0.75,37,0,0,0
majority,101,13,0.76,37,0,0,0
majority,101,13,0.77,37,0,0,0
majority,101,13,0.78,37,0,0,0
majority,101,13,0.79,37,0,0,0
majority,101,13,0.8,37,0,0,0
majority,101,13,0.81,37,0,0,0
majority,101,13,0.82,37,0,0,0
majority,101,13,0.83,37,0,0,0
majority,101,13,0.84,37,0,0,0
majority,101,13,0.85,37,0,0,0
majority,101,13,0.86,37,0,0,0
majority,101,13,0.87,37,0,0,0
majority,101,13,0.88,37,0,0,0
majority,101,13,0.89,37,0,0,0
majority,101,13,0.9,37,0,0,0
majority,101,13,0.91,37,0,0,0
majority,101,13,0.92,37,0,0,0
majority,101,13,0.93,37,0,0,0
majority,101,13,0.94,37,0,0,0
majority,101,13,0.95,37,0,0,0
majority,101,13,0.96,37,0,0,0
majority,101,13,0.97,37,0,0,0
majority,101,13,0.98,37,0,0,0
majority,101,13,0.99,37,0,0,0
majority,101,13,0.995,37,0,0,0
majority,101,13,0.999,37,0,0,0
majority,101,13,0.9995,37,0,0,0
majority,101,17,0.01,2,0,0,0
majority,101,17,0.02,2,0,0,0
majority,101,17,0.03,2,0,0,0
majority,101,17,0.04,2,0,0,0
majority,101,17,0.05,2,0,0,0
majority,101,17,0.06,2,0,0,0
majority,101,17,0.07,2,0,0,0
majority,101,17,0.08,2,0,0,0
majority,101,17,0.09,2,0,0,0
majority,101,17,0.1,2,0,0,0
majority,101,17,0.11,2,0,0,0
majority,101,17,0.12,2,0,0,0
majority,101,17,0.13,2,0,0,0
majority,101,17,0.14,2,0,0,0
majority,101,17,0.15,2,0,0,0
majority,101,17,0.16,2,0,0,0
majority,101,17,0.17,2,0,0,0
majority,101,17,0.18,2,0,0,0
majority,101,17,0.19,2,0,0,0
majority,101,17,0.2,2,0,0,0
majority,101,17,0.21,2,0,0,0
majority,101,17,0.22,2,0,0,0
majority,101,17,0.23,2,0,0,0
majority,101,17,0.24,2,0,0,0
majority,101,17,0.25,2,0,0,0
majority,101,17,0.26,2,0,0,0
majority,101,17,0.27,2,0,0,0
majority,101,17,0.28,2,0,0,0
majority,101,17,0.29,2,0,0,0
majority,101,17,0.3,2,0,0,0
majority,101,17,0.31,2,0,0,0
majority,101,17,0.32,2,0,0,0
majority,101,17,0.33,2,0,0,0
majority,101,17,0.34,2,0,0,0
majority,101,17,0.35,2,0,0,0
majority,101,17,0.36,2,0,0,0
majority,101,17,0.37,2,0,0,0
majority,101,17,0.38,2,0,0,0
majority,101,17,0.39,2,0,0,0
majority,101,17,0.4,2,0,0,0
majority,101,17,0.41,2,0,0,0
majority,101,17,0.42,2,0,0,0
majority,101,17,0.43,2,0,0,0
majority,101,17,0.44,2,0,0,0
majority,101,17,0.45,2,0,0,0
majority,101,17,0.46,2,0,0,0
majority,101,17,0.47,2,0,0,0
majority,101,17,0.48,2,0,0,0
majority,101,17,0.49,2,0,0,0
majority,101,17,0.5,2,0,0,0
majority,101,17,0.51,2,0,0,0
majority,101,17,0.52,2,0,0,0
majority,101,17,0.53,2,0,0,0
majority,101,17,0.54,2,0,0,0
majority,101,17,0.55,2,0,0,0
majority,101,17,0.56,2,0,0,0
majority,101,17,0.57,2,0,0,0
majority,101,17,0.58,2,0,0,0
majority,101,17,0.59,2,0,0,0
majority,101,17,0.6,2,0,0,0
majority,101,17,0.61,2,0,0,0
majority,101,17,0.62,2,0,0,0
majority,101,17,0.63,2,0,0,0
majority,101,17,0.64,2,0,0,0
majority,101,17,0.65,2,0,0,0
majority,101,17,0.66,2,0,0,0
majority,101,17,0.67,2,0,0,0
majority,101,17,0.68,2,0,0,0
majority,101,17,0.69,2,0,0,0
majority,101,17,0.7,2,0,0,0
majority,101,17,0.71,2,0,0,0
majority,101,17,0.72,2,0,0,0
majority,101,17,0.73,2,0,0,0
majority,101,17,0.74,2,0,0,0
majority,101,17,0.75,2,0,0,0
majority,101,17,0.76,2,0,0,0
majority,101,17,0.77,2,0,0,0
majority,101,17,0.78,2,0,0,0
majority,101,17,0.79,2,0,0,0
majority,101,17,0.8,2,0,0,0
majority,101,17,0.81,2,0,0,0
majority,101,17,0.82,2,0,0,0
majority,101,17,0.83,2,0,0,0
majority,101,17,0.84,2,0,0,0
majority,101,17,0.85,2,0,0,0
majority,101,17,0.86,2,0,0,0
majority,101,17,0.87,2,0,0,0
majority,101,17,0.88,2,0,0,0
majority,101,17,0.89,2,0,0,0
majority,101,17,0.9,2,0,0,0
majority,101,17,0.91,2,0,0,0
majority,101,17,0.92,2,0,0,0
majority,101,17,0.93,2,0,0,0
majority,101,17,0.94,2,0,0,0
majority,101,17,0.95,2,0,0,0
majority,101,17,0.96,2,0,0,0
majority,101,17,0.97,2,0,0,0
majority,101,17,0.98,2,0,0,0
majority,101,17,0.99,2,0,0,0
majority,101,17,0.995,2,0,0,0
majority,101,17,0.999,2,0,0,0
majority,101,17,0.9995,2,0,0,0
majority,101,19,0.01,40,0,0,0
majority,101,19,0.02,40,0,0,0
majority,101,19,0.03,40,0,0,0
majority,101,19,0.04,40,0,0,0
majority,101,19,0.05,40,0,0,0
majority,101,19,0.06,40,0,0,0
majority,101,19,0.07,40,0,0,0
majority,101,19,0.08,40,0,0,0
majority,101,19,0.09,40,0,0,0
majority,101,19,0.1,40,0,0,0
majority,101,19,0.11,40,0,0,0
majority,101,19,0.12,40,0,0,0
majority,101,19,0.13,40,0,0,0
majority,101,19,0.14,40,0,0,0
majority,101,19,0.15,40,0,0,0
majority,101,19,0.16,40,0,0,0
majority,101,19,0.17,40,0,0,0
majority,101,19,0.18,40,0,0,0
majority,101,19,0.19,40,0,0,0
majority,101,19,0.2,40,0,0,0
majority,101,19,0.21,40,0,0,0
majority,101,19,0.22,40,0,0,0
majority,101,19,0.23,40,0,0,0
majority,101,19,0.24,40,0,0,0
majority,101,19,0.25,40,0,0,0
majority,101,19,0.26,40,0,0,0
majority,101,19,0.27,40,0,0,0
majority,101,19,0.28,40,0,0,0
majority,101,19,0.29,40,0,0,0
majority,101,19,0.3,40,0,0,0
majority,101,19,0.31,40,0,0,0
majority,101,19,0.32,40,0,0,0
majority,101,19,0.33,40,0,0,0
majority,101,19,0.34,40,0,0,0
majority,101,19,0.35,40,0,0,0
majority,101,19,0.36,40,0,0,0
majority,101,19,0.37,40,0,0,0
majority,101,19,0.38,40,0,0,0
majority,101,19,0.39,40,0,0,0
majority,101,19,0.4,40,0,0,0
majority,101,19,0.41,40,0,0,0
majority,101,19,0.42,40,0,0,0
majority,101,19,0.43,40,0,0,0
majority,101,19,0.44,40,0,0,0
majority,101,19,0.45,40,0,0,0
majority,101,19,0.46,40,0,0,0
majority,101,19,0.47,40,0,0,0
majority,101,19,0.48,40,0,0,0
majority,101,19,0.49,40,0,0,0
majority,101,19,0.5,40,0,0,0
majority,101,19,0.51,40,0,0,0
majority,101,19,0.52,40,0,0,0
majority,101,19,0.53,40,0,0,0
majority,101,19,0.54,40,0,0,0
majority,101,19,0.55,40,0,0,0
majority,101,19,0.56,40,0,0,0
majority,101,19,0.57,40,0,0,0
majority,101,19,0.58,40,0,0,0
majority,101,19,0.59,40,0,0,0
majority,101,19,0.6,40,0,0,0
majority,101,19,0.61,40,0,0,0
majority,101,19,0.62,40,0,0,0
majority,101,19,0.63,40,0,0,0
majority,101,19,0.64,40,0,0,0
majority,101,19,0.65,40,0,0,0
majority,101,19,0.66,40,0,0,0
majority,101,19,0.67,40,0,0,0
majority,101,19,0.68,40,0,0,0
majority,101,19,0.69,40,0,0,0
majority,101,19,0.7,40,0,0,0
majority,101,19,0.71,40,0,0,0
majority,101,19,0.72,40,0,0,0
majority,101,19,0.73,40,0,0,0
majority,101,19,0.74,40,0,0,0
majority,101,19,0.75,40,0,0,0
majority,101,19,0.76,40,0,0,0
majority,101,19,0.77,40,0,0,0
majority,101,19,0.78,40,0,0,0
majority,101,19,0.79,40,0,0,0
majority,101,19,0.8,40,0,0,0
majority,101,19,0.81,40,0,0,0
majority,101,19,0.82,40,0,0,0
majority,101,19,0.83,40,0,0,0
majority,101,19,0.84,40,0,0,0
majority,101,19,0.85,40,0,0,0
majority,101,19,0.86,40,0,0,0
majority,101,19,0.87,40,0,0,0
majority,101,19,0.88,40,0,0,0
majority,101,19,0.89,40,0,0,0
majority,101,19,0.9,40,0,0,0
majority,101,19,0.91,40,0,0,0
majority,101,19,0.92,40,0,0,0
majority,101,19,0.93,40,0,0,0
majority,101,19,0.94,40,0,0,0
majority,101,19,0.95,40,0,0,0
majority,101,19,0.96,40,0,0,0
majority,101,19,0.97,40,0,0,0
majority,101,19,0.98,40,0,0,0
majority,101,19,0.99,40,0,0,0
majority,101,19,0.995,40,0,0,0
majority,101,19,0.999,40,0,0,0
majority,101,19,0.9995,40,0,0,0
majority,101,21,0.01,57,0,0,0
majority,101,21,0.02,57,0,0,0
majority,101,21,0.03,57,0,0,0
majority,101,21,0.04,57,0,0,0
majority,101,21,0.05,57,0,0,0
majority,101,21,0.06,57,0,0,0
majority,101,21,0.07,57,0,0,0
majority,101,21,0.08,57,0,0,0
majority,101,21,0.09,57,0,0,0
majority,101,21,0.1,57,0,0,0
majority,101,21,0.11,57,0,0,0
majority,101,21,0.12,57,0,0,0
majority,101,21,0.13,57,0,0,0
majority,101,21,0.14,57,0,0,0
majority,101,21,0.15,57,0,0,0
majority,101,21,0.16,57,0,0,0
majority,101,21,0.17,57,0,0,0
majority,101,21,0.18,57,0,0,0
majority,101,21,0.19,57,0,0,0
majority,101,21,0.2,57,0,0,0
majority,101,21,0.21,57,0,0,0
