model,split_seed,session,tau,tp,fp,fn,tn
xgboost,103,28,0.33,24,0,28,0
xgboost,103,28,0.34,23,0,29,0
xgboost,103,28,0.35,23,0,29,0
xgboost,103,28,0.36,23,0,29,0
xgboost,103,28,0.37,22,0,30,0
xgboost,103,28,0.38,22,0,30,0
xgboost,103,28,0.39,22,0,30,0
xgboost,103,28,0.4,22,0,30,0
xgboost,103,28,0.41,21,0,31,0
xgboost,103,28,0.42,20,0,32,0
xgboost,103,28,0.43,19,0,33,0
xgboost,103,28,0.44,19,0,33,0
xgboost,103,28,0.45,19,0,33,0
xgboost,103,28,0.46,19,0,33,0
xgboost,103,28,0.47,19,0,33,0
xgboost,103,28,0.48,19,0,33,0
xgboost,103,28,0.49,18,0,34,0
xgboost,103,28,0.5,18,0,34,0
xgboost,103,28,0.51,18,0,34,0
xgboost,103,28,0.52,18,0,34,0
xgboost,103,28,0.53,17,0,35,0
xgboost,103,28,0.54,17,0,35,0
xgboost,103,28,0.55,17,0,35,0
xgboost,103,28,0.56,17,0,35,0
xgboost,103,28,0.57,17,0,35,0
xgboost,103,28,0.58,16,0,36,0
xgboost,103,28,0.59,16,0,36,0
xgboost,103,28,0.6,16,0,36,0
xgboost,103,28,0.61,16,0,36,0
xgboost,103,28,0.62,16,0,36,0
xgboost,103,28,0.63,16,0,36,0
xgboost,103,28,0.64,16,0,36,0
xgboost,103,28,0.65,16,0,36,0
xgboost,103,28,0.66,14,0,38,0
xgboost,103,28,0.67,14,0,38,0
xgboost,103,28,0.68,14,0,38,0
xgboost,103,28,0.69,14,0,38,0
xgboost,103,28,0.7,13,0,39,0
xgboost,103,28,0.71,13,0,39,0
xgboost,103,28,0.72,13,0,39,0
xgboost,103,28,0.73,13,0,39,0
xgboost,103,28,0.74,13,0,39,0
xgboost,103,28,0.75,13,0,39,0
xgboost,103,28,0.76,13,0,39,0
xgboost,103,28,0.77,13,0,39,0
xgboost,103,28,0.78,13,0,39,0
xgboost,103,28,0.79,13,0,39,0
xgboost,103,28,0.8,13,0,39,0
xgboost,103,28,0.81,13,0,39,0
xgboost,103,28,0.82,13,0,39,0
xgboost,103,28,0.83,13,0,39,0
xgboost,103,28,0.84,13,0,39,0
xgboost,103,28,0.85,13,0,39,0
xgboost,103,28,0.86,13,0,39,0
xgboost,103,28,0.87,12,0,40,0
xgboost,103,28,0.88,11,0,41,0
xgboost,103,28,0.89,11,0,41,0
xgboost,103,28,0.9,10,0,42,0
xgboost,103,28,0.91,10,0,42,0
xgboost,103,28,0.92,10,0,42,0
xgboost,103,28,0.93,10,0,42,0
xgboost,103,28,0.94,8,0,44,0
xgboost,103,28,0.95,7,0,45,0
xgboost,103,28,0.96,7,0,45,0
xgboost,103,28,0.97,6,0,46,0
xgboost,103,28,0.98,6,0,46,0
xgboost,103,28,0.99,5,0,47,0
xgboost,103,28,0.995,4,0,48,0
xgboost,103,28,0.999,1,0,51,0
xgboost,103,28,0.9995,1,0,51,0
hgb,103,0,0.01,0,0,0,57
hgb,103,0,0.02,0,0,0,57
hgb,103,0,0.03,0,0,0,57
hgb,103,0,0.04,0,0,0,57
hgb,103,0,0.05,0,0,0,57
hgb,103,0,0.06,0,0,0,57
hgb,103,0,0.07,0,0,0,57
hgb,103,0,0.08,0,0,0,57
hgb,103,0,0.09,0,0,0,57
hgb,103,0,0.1,0,0,0,57
hgb,103,0,0.11,0,0,0,57
hgb,103,0,0.12,0,0,0,57
hgb,103,0,0.13,0,0,0,57
hgb,103,0,0.14,0,0,0,57
hgb,103,0,0.15,0,0,0,57
hgb,103,0,0.16,0,0,0,57
hgb,103,0,0.17,0,0,0,57
hgb,103,0,0.18,0,0,0,57
hgb,103,0,0.19,0,0,0,57
hgb,103,0,0.2,0,0,0,57
hgb,103,0,0.21,0,0,0,57
hgb,103,0,0.22,0,0,0,57
hgb,103,0,0.23,0,0,0,57
hgb,103,0,0.24,0,0,0,57
hgb,103,0,0.25,0,0,0,57
hgb,103,0,0.26,0,0,0,57
hgb,103,0,0.27,0,0,0,57
hgb,103,0,0.28,0,0,0,57
hgb,103,0,0.29,0,0,0,57
hgb,103,0,0.3,0,0,0,57
hgb,103,0,0.31,0,0,0,57
hgb,103,0,0.32,0,0,0,57
hgb,103,0,0.33,0,0,0,57
hgb,103,0,0.34,0,0,0,57
hgb,103,0,0.35,0,0,0,57
hgb,103,0,0.36,0,0,0,57
hgb,103,0,0.37,0,0,0,57
hgb,103,0,0.38,0,0,0,57
hgb,103,0,0.39,0,0,0,57
hgb,103,0,0.4,0,0,0,57
hgb,103,0,0.41,0,0,0,57
hgb,103,0,0.42,0,0,0,57
hgb,103,0,0.43,0,0,0,57
hgb,103,0,0.44,0,0,0,57
hgb,103,0,0.45,0,0,0,57
hgb,103,0,0.46,0,0,0,57
hgb,103,0,0.47,0,0,0,57
hgb,103,0,0.48,0,0,0,57
hgb,103,0,0.49,0,0,0,57
hgb,103,0,0.5,0,0,0,57
hgb,103,0,0.51,0,0,0,57
hgb,103,0,0.52,0,0,0,57
hgb,103,0,0.53,0,0,0,57
hgb,103,0,0.54,0,0,0,57
hgb,103,0,0.55,0,0,0,57
hgb,103,0,0.56,0,0,0,57
hgb,103,0,0.57,0,0,0,57
hgb,103,0,0.58,0,0,0,57
hgb,103,0,0.59,0,0,0,57
hgb,103,0,0.6,0,0,0,57
hgb,103,0,0.61,0,0,0,57
hgb,103,0,0.62,0,0,0,57
hgb,103,0,0.63,0,0,0,57
hgb,103,0,0.64,0,0,0,57
hgb,103,0,0.65,0,0,0,57
hgb,103,0,0.66,0,0,0,57
hgb,103,0,0.67,0,0,0,57
hgb,103,0,0.68,0,0,0,57
hgb,103,0,0.69,0,0,0,57
hgb,103,0,0.7,0,0,0,57
hgb,103,0,0.71,0,0,0,57
hgb,103,0,0.72,0,0,0,57
hgb,103,0,0.73,0,0,0,57
hgb,103,0,0.74,0,0,0,57
hgb,103,0,0.75,0,0,0,57
hgb,103,0,0.76,0,0,0,57
hgb,103,0,0.77,0,0,0,57
hgb,103,0,0.78,0,0,0,57
hgb,103,0,0.79,0,0,0,57
hgb,103,0,0.8,0,0,0,57
hgb,103,0,0.81,0,0,0,57
hgb,103,0,0.82,0,0,0,57
hgb,103,0,0.83,0,0,0,57
hgb,103,0,0.84,0,0,0,57
hgb,103,0,0.85,0,0,0,57
hgb,103,0,0.86,0,0,0,57
hgb,103,0,0.87,0,0,0,57
hgb,103,0,0.88,0,0,0,57
hgb,103,0,0.89,0,0,0,57
hgb,103,0,0.9,0,0,0,57
hgb,103,0,0.91,0,0,0,57
hgb,103,0,0.92,0,0,0,57
hgb,103,0,0.93,0,0,0,57
hgb,103,0,0.94,0,0,0,57
hgb,103,0,0.95,0,0,0,57
hgb,103,0,0.96,0,0,0,57
hgb,103,0,0.97,0,0,0,57
hgb,103,0,0.98,0,0,0,57
hgb,103,0,0.99,0,0,0,57
hgb,103,0,0.995,0,0,0,57
hgb,103,0,0.999,0,0,0,57
hgb,103,0,0.9995,0,0,0,57
hgb,103,3,0.01,0,7,0,48
hgb,103,3,0.02,0,6,0,49
hgb,103,3,0.03,0,5,0,50
hgb,103,3,0.04,0,5,0,50
hgb,103,3,0.05,0,5,0,50
hgb,103,3,0.06,0,4,0,51
hgb,103,3,0.07,0,3,0,52
hgb,103,3,0.08,0,3,0,52
hgb,103,3,0.09,0,3,0,52
hgb,103,3,0.1,0,2,0,53
hgb,103,3,0.11,0,2,0,53
hgb,103,3,0.12,0,2,0,53
hgb,103,3,0.13,0,2,0,53
hgb,103,3,0.14,0,2,0,53
hgb,103,3,0.15,0,2,0,53
hgb,103,3,0.16,0,2,0,53
hgb,103,3,0.17,0,2,0,53
hgb,103,3,0.18,0,2,0,53
hgb,103,3,0.19,0,2,0,53
hgb,103,3,0.2,0,2,0,53
hgb,103,3,0.21,0,2,0,53
hgb,103,3,0.22,0,2,0,53
hgb,103,3,0.23,0,2,0,53
hgb,103,3,0.24,0,2,0,53
hgb,103,3,0.25,0,2,0,53
hgb,103,3,0.26,0,2,0,53
hgb,103,3,0.27,0,2,0,53
hgb,103,3,0.28,0,2,0,53
hgb,103,3,0.29,0,2,0,53
hgb,103,3,0.3,0,2,0,53
hgb,103,3,0.31,0,2,0,53
hgb,103,3,0.32,0,2,0,53
hgb,103,3,0.33,0,2,0,53
hgb,103,3,0.34,0,2,0,53
hgb,103,3,0.35,0,2,0,53
hgb,103,3,0.36,0,2,0,53
hgb,103,3,0.37,0,2,0,53
hgb,103,3,0.38,0,2,0,53
hgb,103,3,0.39,0,2,0,53
hgb,103,3,0.4,0,2,0,53
hgb,103,3,0.41,0,2,0,53
hgb,103,3,0.42,0,2,0,53
hgb,103,3,0.43,0,2,0,53
hgb,103,3,0.44,0,2,0,53
hgb,103,3,0.45,0,2,0,53
hgb,103,3,0.46,0,2,0,53
hgb,103,3,0.47,0,2,0,53
hgb,103,3,0.48,0,2,0,53
hgb,103,3,0.49,0,2,0,53
hgb,103,3,0.5,0,2,0,53
hgb,103,3,0.51,0,2,0,53
hgb,103,3,0.52,0,2,0,53
hgb,103,3,0.53,0,2,0,53
hgb,103,3,0.54,0,2,0,53
hgb,103,3,0.55,0,2,0,53
hgb,103,3,0.56,0,2,0,53
hgb,103,3,0.57,0,2,0,53
hgb,103,3,0.58,0,2,0,53
hgb,103,3,0.59,0,2,0,53
hgb,103,3,0.6,0,2,0,53
hgb,103,3,0.61,0,2,0,53
hgb,103,3,0.62,0,2,0,53
hgb,103,3,0.63,0,2,0,53
hgb,103,3,0.64,0,2,0,53
hgb,103,3,0.65,0,2,0,53
hgb,103,3,0.66,0,2,0,53
hgb,103,3,0.67,0,2,0,53
hgb,103,3,0.68,0,2,0,53
hgb,103,3,0.69,0,2,0,53
hgb,103,3,0.7,0,2,0,53
hgb,103,3,0.71,0,2,0,53
hgb,103,3,0.72,0,2,0,53
hgb,103,3,0.73,0,2,0,53
hgb,103,3,0.74,0,2,0,53
hgb,103,3,0.75,0,2,0,53
hgb,103,3,0.76,0,2,0,53
hgb,103,3,0.77,0,2,0,53
hgb,103,3,0.78,0,2,0,53
hgb,103,3,0.79,0,2,0,53
hgb,103,3,0.8,0,2,0,53
hgb,103,3,0.81,0,2,0,53
hgb,103,3,0.82,0,2,0,53
hgb,103,3,0.83,0,2,0,53
hgb,103,3,0.84,0,2,0,53
hgb,103,3,0.85,0,1,0,54
hgb,103,3,0.86,0,1,0,54
hgb,103,3,0.87,0,1,0,54
hgb,103,3,0.88,0,1,0,54
hgb,103,3,0.89,0,1,0,54
hgb,103,3,0.9,0,1,0,54
hgb,103,3,0.91,0,1,0,54
hgb,103,3,0.92,0,1,0,54
hgb,103,3,0.93,0,1,0,54
hgb,103,3,0.94,0,1,0,54
hgb,103,3,0.95,0,1,0,54
hgb,103,3,0.96,0,1,0,54
hgb,103,3,0.97,0,1,0,54
hgb,103,3,0.98,0,1,0,54
hgb,103,3,0.99,0,0,0,55
hgb,103,3,0.995,0,0,0,55
hgb,103,3,0.999,0,0,0,55
hgb,103,3,0.9995,0,0,0,55
hgb,103,9,0.01,75,0,0,0
hgb,103,9,0.02,75,0,0,0
hgb,103,9,0.03,75,0,0,0
hgb,103,9,0.04,75,0,0,0
hgb,103,9,0.05,75,0,0,0
hgb,103,9,0.06,75,0,0,0
hgb,103,9,0.07,75,0,0,0
hgb,103,9,0.08,75,0,0,0
hgb,103,9,0.09,75,0,0,0
hgb,103,9,0.1,75,0,0,0
hgb,103,9,0.11,75,0,0,0
hgb,103,9,0.12,75,0,0,0
hgb,103,9,0.13,75,0,0,0
hgb,103,9,0.14,75,0,0,0
hgb,103,9,0.15,75,0,0,0
hgb,103,9,0.16,75,0,0,0
hgb,103,9,0.17,75,0,0,0
hgb,103,9,0.18,75,0,0,0
hgb,103,9,0.19,75,0,0,0
hgb,103,9,0.2,75,0,0,0
hgb,103,9,0.21,75,0,0,0
hgb,103,9,0.22,75,0,0,0
hgb,103,9,0.23,75,0,0,0
hgb,103,9,0.24,75,0,0,0
hgb,103,9,0.25,75,0,0,0
hgb,103,9,0.26,75,0,0,0
hgb,103,9,0.27,75,0,0,0
hgb,103,9,0.28,75,0,0,0
hgb,103,9,0.29,75,0,0,0
hgb,103,9,0.3,75,0,0,0
hgb,103,9,0.31,75,0,0,0
hgb,103,9,0.32,75,0,0,0
hgb,103,9,0.33,75,0,0,0
hgb,103,9,0.34,75,0,0,0
hgb,103,9,0.35,75,0,0,0
hgb,103,9,0.36,75,0,0,0
hgb,103,9,0.37,75,0,0,0
hgb,103,9,0.38,75,0,0,0
hgb,103,9,0.39,75,0,0,0
hgb,103,9,0.4,75,0,0,0
hgb,103,9,0.41,75,0,0,0
hgb,103,9,0.42,75,0,0,0
hgb,103,9,0.43,75,0,0,0
hgb,103,9,0.44,75,0,0,0
hgb,103,9,0.45,75,0,0,0
hgb,103,9,0.46,75,0,0,0
hgb,103,9,0.47,75,0,0,0
hgb,103,9,0.48,75,0,0,0
hgb,103,9,0.49,75,0,0,0
hgb,103,9,0.5,75,0,0,0
hgb,103,9,0.51,75,0,0,0
hgb,103,9,0.52,75,0,0,0
hgb,103,9,0.53,75,0,0,0
hgb,103,9,0.54,75,0,0,0
hgb,103,9,0.55,75,0,0,0
hgb,103,9,0.56,75,0,0,0
hgb,103,9,0.57,75,0,0,0
hgb,103,9,0.58,75,0,0,0
hgb,103,9,0.59,75,0,0,0
hgb,103,9,0.6,75,0,0,0
hgb,103,9,0.61,75,0,0,0
hgb,103,9,0.62,75,0,0,0
hgb,103,9,0.63,75,0,0,0
hgb,103,9,0.64,75,0,0,0
hgb,103,9,0.65,75,0,0,0
hgb,103,9,0.66,75,0,0,0
hgb,103,9,0.67,75,0,0,0
hgb,103,9,0.68,75,0,0,0
hgb,103,9,0.69,75,0,0,0
hgb,103,9,0.7,75,0,0,0
hgb,103,9,0.71,75,0,0,0
hgb,103,9,0.72,75,0,0,0
hgb,103,9,0.73,75,0,0,0
hgb,103,9,0.74,75,0,0,0
hgb,103,9,0.75,75,0,0,0
hgb,103,9,0.76,75,0,0,0
hgb,103,9,0.77,75,0,0,0
hgb,103,9,0.78,75,0,0,0
hgb,103,9,0.79,75,0,0,0
hgb,103,9,0.8,75,0,0,0
hgb,103,9,0.81,75,0,0,0
hgb,103,9,0.82,75,0,0,0
hgb,103,9,0.83,75,0,0,0
hgb,103,9,0.84,75,0,0,0
hgb,103,9,0.85,75,0,0,0
hgb,103,9,0.86,75,0,0,0
hgb,103,9,0.87,75,0,0,0
hgb,103,9,0.88,75,0,0,0
hgb,103,9,0.89,75,0,0,0
hgb,103,9,0.9,75,0,0,0
hgb,103,9,0.91,75,0,0,0
hgb,103,9,0.92,75,0,0,0
hgb,103,9,0.93,75,0,0,0
hgb,103,9,0.94,75,0,0,0
hgb,103,9,0.95,74,0,1,0
hgb,103,9,0.96,74,0,1,0
hgb,103,9,0.97,74,0,1,0
hgb,103,9,0.98,74,0,1,0
hgb,103,9,0.99,73,0,2,0
hgb,103,9,0.995,73,0,2,0
hgb,103,9,0.999,73,0,2,0
hgb,103,9,0.9995,72,0,3,0
hgb,103,13,0.01,37,0,0,0
hgb,103,13,0.02,37,0,0,0
hgb,103,13,0.03,37,0,0,0
hgb,103,13,0.04,37,0,0,0
hgb,103,13,0.05,37,0,0,0
hgb,103,13,0.06,37,0,0,0
hgb,103,13,0.07,37,0,0,0
hgb,103,13,0.08,37,0,0,0
hgb,103,13,0.09,37,0,0,0
hgb,103,13,0.1,37,0,0,0
hgb,103,13,0.11,37,0,0,0
hgb,103,13,0.12,37,0,0,0
hgb,103,13,0.13,37,0,0,0
hgb,103,13,0.14,37,0,0,0
hgb,103,13,0.15,37,0,0,0
hgb,103,13,0.16,37,0,0,0
hgb,103,13,0.17,37,0,0,0
hgb,103,13,0.18,37,0,0,0
hgb,103,13,0.19,37,0,0,0
hgb,103,13,0.2,37,0,0,0
hgb,103,13,0.21,37,0,0,0
hgb,103,13,0.22,37,0,0,0
hgb,103,13,0.23,37,0,0,0
hgb,103,13,0.24,37,0,0,0
hgb,103,13,0.25,37,0,0,0
hgb,103,13,0.26,37,0,0,0
hgb,103,13,0.27,37,0,0,0
hgb,103,13,0.28,37,0,0,0
hgb,103,13,0.29,37,0,0,0
hgb,103,13,0.3,37,0,0,0
hgb,103,13,0.31,37,0,0,0
hgb,103,13,0.32,37,0,0,0
hgb,103,13,0.33,37,0,0,0
hgb,103,13,0.34,37,0,0,0
hgb,103,13,0.35,37,0,0,0
hgb,103,13,0.36,37,0,0,0
hgb,103,13,0.37,37,0,0,0
hgb,103,13,0.38,37,0,0,0
hgb,103,13,0.39,37,0,0,0
hgb,103,13,0.4,37,0,0,0
hgb,103,13,0.41,37,0,0,0
hgb,103,13,0.42,37,0,0,0
hgb,103,13,0.43,37,0,0,0
hgb,103,13,0.44,37,0,0,0
hgb,103,13,0.45,37,0,0,0
hgb,103,13,0.46,37,0,0,0
hgb,103,13,0.47,37,0,0,0
hgb,103,13,0.48,37,0,0,0
hgb,103,13,0.49,37,0,0,0
hgb,103,13,0.5,37,0,0,0
hgb,103,13,0.51,37,0,0,0
hgb,103,13,0.52,37,0,0,0
hgb,103,13,0.53,37,0,0,0
hgb,103,13,0.54,37,0,0,0
hgb,103,13,0.55,37,0,0,0
hgb,103,13,0.56,37,0,0,0
hgb,103,13,0.57,37,0,0,0
hgb,103,13,0.58,37,0,0,0
hgb,103,13,0.59,37,0,0,0
hgb,103,13,0.6,37,0,0,0
hgb,103,13,0.61,37,0,0,0
hgb,103,13,0.62,37,0,0,0
hgb,103,13,0.63,37,0,0,0
hgb,103,13,0.64,37,0,0,0
hgb,103,13,0.65,37,0,0,0
hgb,103,13,0.66,37,0,0,0
hgb,103,13,0.67,37,0,0,0
hgb,103,13,0.68,37,0,0,0
hgb,103,13,0.69,37,0,0,0
hgb,103,13,0.7,37,0,0,0
hgb,103,13,0.71,37,0,0,0
hgb,103,13,0.72,37,0,0,0
hgb,103,13,0.73,37,0,0,0
hgb,103,13,0.74,37,0,0,0
hgb,103,13,0.75,37,0,0,0
hgb,103,13,0.76,37,0,0,0
hgb,103,13,0.77,37,0,0,0
hgb,103,13,0.78,37,0,0,0
hgb,103,13,0.79,37,0,0,0
hgb,103,13,0.8,37,0,0,0
hgb,103,13,0.81,37,0,0,0
hgb,103,13,0.82,37,0,0,0
hgb,103,13,0.83,37,0,0,0
hgb,103,13,0.84,37,0,0,0
hgb,103,13,0.85,37,0,0,0
hgb,103,13,0.86,37,0,0,0
hgb,103,13,0.87,37,0,0,0
hgb,103,13,0.88,37,0,0,0
hgb,103,13,0.89,37,0,0,0
hgb,103,13,0.9,37,0,0,0
hgb,103,13,0.91,37,0,0,0
hgb,103,13,0.92,37,0,0,0
hgb,103,13,0.93,37,0,0,0
hgb,103,13,0.94,37,0,0,0
hgb,103,13,0.95,37,0,0,0
hgb,103,13,0.96,37,0,0,0
hgb,103,13,0.97,37,0,0,0
hgb,103,13,0.98,37,0,0,0
hgb,103,13,0.99,37,0,0,0
hgb,103,13,0.995,37,0,0,0
hgb,103,13,0.999,37,0,0,0
hgb,103,13,0.9995,37,0,0,0
hgb,103,16,0.01,95,0,0,0
hgb,103,16,0.02,95,0,0,0
hgb,103,16,0.03,95,0,0,0
hgb,103,16,0.04,95,0,0,0
hgb,103,16,0.05,95,0,0,0
hgb,103,16,0.06,95,0,0,0
hgb,103,16,0.07,95,0,0,0
hgb,103,16,0.08,95,0,0,0
hgb,103,16,0.09,95,0,0,0
hgb,103,16,0.1,95,0,0,0
hgb,103,16,0.11,95,0,0,0
hgb,103,16,0.12,95,0,0,0
hgb,103,16,0.13,95,0,0,0
hgb,103,16,0.14,95,0,0,0
hgb,103,16,0.15,95,0,0,0
hgb,103,16,0.16,95,0,0,0
hgb,103,16,0.17,95,0,0,0
hgb,103,16,0.18,95,0,0,0
hgb,103,16,0.19,95,0,0,0
hgb,103,16,0.2,95,0,0,0
hgb,103,16,0.21,95,0,0,0
hgb,103,16,0.22,95,0,0,0
hgb,103,16,0.23,95,0,0,0
hgb,103,16,0.24,95,0,0,0
hgb,103,16,0.25,95,0,0,0
hgb,103,16,0.26,95,0,0,0
hgb,103,16,0.27,95,0,0,0
hgb,103,16,0.28,95,0,0,0
hgb,103,16,0.29,95,0,0,0
hgb,103,16,0.3,95,0,0,0
hgb,103,16,0.31,95,0,0,0
hgb,103,16,0.32,95,0,0,0
hgb,103,16,0.33,95,0,0,0
hgb,103,16,0.34,95,0,0,0
hgb,103,16,0.35,95,0,0,0
hgb,103,16,0.36,95,0,0,0
hgb,103,16,0.37,95,0,0,0
hgb,103,16,0.38,95,0,0,0
hgb,103,16,0.39,95,0,0,0
hgb,103,16,0.4,95,0,0,0
hgb,103,16,0.41,95,0,0,0
hgb,103,16,0.42,95,0,0,0
hgb,103,16,0.43,95,0,0,0
hgb,103,16,0.44,95,0,0,0
hgb,103,16,0.45,95,0,0,0
hgb,103,16,0.46,95,0,0,0
hgb,103,16,0.47,95,0,0,0
hgb,103,16,0.48,95,0,0,0
hgb,103,16,0.49,95,0,0,0
hgb,103,16,0.5,95,0,0,0
hgb,103,16,0.51,95,0,0,0
hgb,103,16,0.52,95,0,0,0
hgb,103,16,0.53,95,0,0,0
hgb,103,16,0.54,95,0,0,0
hgb,103,16,0.55,95,0,0,0
hgb,103,16,0.56,95,0,0,0
hgb,103,16,0.57,95,0,0,0
hgb,103,16,0.58,95,0,0,0
hgb,103,16,0.59,95,0,0,0
hgb,103,16,0.6,95,0,0,0
hgb,103,16,0.61,95,0,0,0
hgb,103,16,0.62,95,0,0,0
hgb,103,16,0.63,95,0,0,0
hgb,103,16,0.64,95,0,0,0
hgb,103,16,0.65,95,0,0,0
hgb,103,16,0.66,95,0,0,0
hgb,103,16,0.67,95,0,0,0
hgb,103,16,0.68,95,0,0,0
hgb,103,16,0.69,95,0,0,0
hgb,103,16,0.7,95,0,0,0
hgb,103,16,0.71,95,0,0,0
hgb,103,16,0.72,95,0,0,0
hgb,103,16,0.73,95,0,0,0
hgb,103,16,0.74,95,0,0,0
hgb,103,16,0.75,95,0,0,0
hgb,103,16,0.76,95,0,0,0
hgb,103,16,0.77,95,0,0,0
hgb,103,16,0.78,95,0,0,0
hgb,103,16,0.79,95,0,0,0
hgb,103,16,0.8,95,0,0,0
hgb,103,16,0.81,95,0,0,0
hgb,103,16,0.82,95,0,0,0
hgb,103,16,0.83,95,0,0,0
hgb,103,16,0.84,95,0,0,0
hgb,103,16,0.85,95,0,0,0
hgb,103,16,0.86,95,0,0,0
hgb,103,16,0.87,95,0,0,0
hgb,103,16,0.88,95,0,0,0
hgb,103,16,0.89,95,0,0,0
hgb,103,16,0.9,95,0,0,0
hgb,103,16,0.91,95,0,0,0
hgb,103,16,0.92,95,0,0,0
hgb,103,16,0.93,95,0,0,0
hgb,103,16,0.94,95,0,0,0
hgb,103,16,0.95,95,0,0,0
hgb,103,16,0.96,95,0,0,0
hgb,103,16,0.97,95,0,0,0
hgb,103,16,0.98,93,0,2,0
hgb,103,16,0.99,93,0,2,0
hgb,103,16,0.995,93,0,2,0
hgb,103,16,0.999,92,0,3,0
hgb,103,16,0.9995,92,0,3,0
hgb,103,19,0.01,40,0,0,0
hgb,103,19,0.02,40,0,0,0
hgb,103,19,0.03,40,0,0,0
hgb,103,19,0.04,40,0,0,0
hgb,103,19,0.05,40,0,0,0
hgb,103,19,0.06,40,0,0,0
hgb,103,19,0.07,40,0,0,0
hgb,103,19,0.08,40,0,0,0
hgb,103,19,0.09,40,0,0,0
hgb,103,19,0.1,40,0,0,0
hgb,103,19,0.11,40,0,0,0
hgb,103,19,0.12,40,0,0,0
hgb,103,19,0.13,40,0,0,0
hgb,103,19,0.14,40,0,0,0
hgb,103,19,0.15,40,0,0,0
hgb,103,19,0.16,40,0,0,0
hgb,103,19,0.17,40,0,0,0
hgb,103,19,0.18,40,0,0,0
hgb,103,19,0.19,40,0,0,0
hgb,103,19,0.2,40,0,0,0
hgb,103,19,0.21,40,0,0,0
hgb,103,19,0.22,40,0,0,0
hgb,103,19,0.23,40,0,0,0
hgb,103,19,0.24,40,0,0,0
hgb,103,19,0.25,40,0,0,0
hgb,103,19,0.26,40,0,0,0
hgb,103,19,0.27,40,0,0,0
hgb,103,19,0.28,40,0,0,0
hgb,103,19,0.29,40,0,0,0
hgb,103,19,0.3,40,0,0,0
hgb,103,19,0.31,40,0,0,0
hgb,103,19,0.32,40,0,0,0
hgb,103,19,0.33,40,0,0,0
hgb,103,19,0.34,40,0,0,0
hgb,103,19,0.35,40,0,0,0
hgb,103,19,0.36,40,0,0,0
hgb,103,19,0.37,40,0,0,0
hgb,103,19,0.38,40,0,0,0
hgb,103,19,0.39,40,0,0,0
hgb,103,19,0.4,40,0,0,0
hgb,103,19,0.41,40,0,0,0
hgb,103,19,0.42,40,0,0,0
hgb,103,19,0.43,40,0,0,0
hgb,103,19,0.44,40,0,0,0
hgb,103,19,0.45,40,0,0,0
hgb,103,19,0.46,40,0,0,0
hgb,103,19,0.47,40,0,0,0
hgb,103,19,0.48,40,0,0,0
hgb,103,19,0.49,40,0,0,0
hgb,103,19,0.5,40,0,0,0
hgb,103,19,0.51,40,0,0,0
hgb,103,19,0.52,40,0,0,0
hgb,103,19,0.53,40,0,0,0
hgb,103,19,0.54,40,0,0,0
hgb,103,19,0.55,40,0,0,0
hgb,103,19,0.56,40,0,0,0
hgb,103,19,0.57,40,0,0,0
hgb,103,19,0.58,40,0,0,0
hgb,103,19,0.59,40,0,0,0
hgb,103,19,0.6,40,0,0,0
hgb,103,19,0.61,40,0,0,0
hgb,103,19,0.62,40,0,0,0
hgb,103,19,0.63,40,0,0,0
hgb,103,19,0.64,40,0,0,0
hgb,103,19,0.65,40,0,0,0
hgb,103,19,0.66,40,0,0,0
hgb,103,19,0.67,40,0,0,0
hgb,103,19,0.68,40,0,0,0
hgb,103,19,0.69,40,0,0,0
hgb,103,19,0.7,40,0,0,0
hgb,103,19,0.71,40,0,0,0
hgb,103,19,0.72,40,0,0,0
hgb,103,19,0.73,40,0,0,0
hgb,103,19,0.74,40,0,0,0
hgb,103,19,0.75,40,0,0,0
hgb,103,19,0.76,40,0,0,0
hgb,103,19,0.77,40,0,0,0
hgb,103,19,0.78,40,0,0,0
hgb,103,19,0.79,40,0,0,0
hgb,103,19,0.8,40,0,0,0
hgb,103,19,0.81,40,0,0,0
hgb,103,19,0.82,40,0,0,0
hgb,103,19,0.83,40,0,0,0
hgb,103,19,0.84,40,0,0,0
hgb,103,19,0.85,40,0,0,0
hgb,103,19,0.86,40,0,0,0
hgb,103,19,0.87,40,0,0,0
hgb,103,19,0.88,40,0,0,0
hgb,103,19,0.89,40,0,0,0
hgb,103,19,0.9,40,0,0,0
hgb,103,19,0.91,40,0,0,0
hgb,103,19,0.92,40,0,0,0
hgb,103,19,0.93,40,0,0,0
hgb,103,19,0.94,40,0,0,0
hgb,103,19,0.95,40,0,0,0
hgb,103,19,0.96,40,0,0,0
hgb,103,19,0.97,40,0,0,0
hgb,103,19,0.98,40,0,0,0
hgb,103,19,0.99,40,0,0,0
hgb,103,19,0.995,40,0,0,0
hgb,103,19,0.999,40,0,0,0
hgb,103,19,0.9995,40,0,0,0
hgb,103,20,0.01,38,0,0,0
hgb,103,20,0.02,38,0,0,0
hgb,103,20,0.03,38,0,0,0
hgb,103,20,0.04,38,0,0,0
hgb,103,20,0.05,38,0,0,0
hgb,103,20,0.06,38,0,0,0
hgb,103,20,0.07,38,0,0,0
hgb,103,20,0.08,38,0,0,0
hgb,103,20,0.09,38,0,0,0
hgb,103,20,0.1,38,0,0,0
hgb,103,20,0.11,38,0,0,0
hgb,103,20,0.12,38,0,0,0
