model,n_clusters,n_seeds,n_boot,tpr_lo,tpr_hi,fpr_lo,fpr_hi,ppv_lo,ppv_hi,best_ppv_lo,best_ppv_hi,fa_lo,fa_hi
hgb,20,10,2000,0.24139844578347824,0.781270857257249,0.029674773306870936,0.07960059682107072,0.009787136890031734,0.03580624212992657,0.014213997269009494,0.3507162466555628,7121.945593649025,19104.143237056975
logreg,20,10,2000,0.09639353019602531,0.7743144031626507,0.0379140630971975,0.08605723193707457,0.003426905302421796,0.02962576599283047,0.004832063107564794,0.04363622946625318,9099.3751433274,20653.735664897897
majority,20,10,2000,1.0,1.0,1.0,1.0,0.002,0.002,0.002,0.002,240000.0,240000.0
mlp,20,10,2000,0.265043589687528,0.8248856769806668,0.025552064812994383,0.10214868593082287,0.010047139017467255,0.04200476212923435,0.012531830643140066,0.0916182075199119,6132.495555118652,24515.684623397487
rf,20,10,2000,0.41913705925760963,0.8807541243600874,0.11793855351239806,0.25810368721617605,0.005201324362728659,0.011757942653513284,0.018127952969194137,0.14287925821512923,28305.252842975533,61944.884931882254
stratified,20,10,2000,0.9289195176398546,0.9388197951304142,0.9285420799635771,0.938588007024172,0.001998117990551169,0.0020026822429796373,0.001998117990551169,0.0020026822429796373,222850.0991912585,225261.12168580128
tree,20,10,2000,0.31379291421159294,0.837910776631349,0.10299485417274166,0.29430889932734317,0.003059389339065845,0.013573313558179242,0.0032672304065707787,0.014985328973595214,24718.765001458,70634.13583856236
xgboost,20,10,2000,0.2379642520424356,0.7429739143431326,0.012204046935007727,0.0471525667145708,0.019780596045216123,0.07319106827025625,0.025229390311777747,0.781761979744557,2928.9712644018546,11316.616011496992
