model,tau,tp,fp,tn,fn,tpr,fpr,corpus_precision,ppv,fpr_lo,fpr_hi,ppv_best_case,ppv_worst_case,collapse,n_benign_pooled,false_alerts_per_1e6_benign_flows,false_alerts_per_hour_at_240k
hgb,0.5,1821764,4559,65017,246642,0.8807574528404964,0.06552546855237439,0.9975037274348514,0.026230220317936218,0.06371063271101345,0.06738828028220037,0.02695726195579503,0.025523646022516097,38.02879714101214,69576,65525.46855237438,15726.112452569852
logreg,0.5,1844097,13999,55577,224309,0.8915546560974973,0.20120443831206164,0.9924659436326217,0.008801777480905335,0.19824202364949736,0.20419984681316836,0.008932131344332468,0.008673784067179018,112.75744538937589,69576,201204.43831206163,48289.06519489479
majority,0.5,2068406,69576,0,0,1.0,1.0,0.9674571628760205,0.002,0.9999447886067045,0.9999999999999998,0.002000110208013586,0.0020000000000000005,483.7285814380102,69576,1000000.0,240000.0
mlp,0.5,1871843,4927,64649,196563,0.9049688504094457,0.07081464872944694,0.997374744907474,0.024970527864952203,0.0689321789848329,0.07274451031651208,0.025634967316398607,0.024324190597790937,39.94207692771108,69576,70814.64872944694,16995.515695067264
rf,0.5,1903364,13790,55786,165042,0.9202081216163558,0.1982005289180177,0.9928070462779724,0.009218465004880824,0.19525504533509644,0.20117933803952737,0.009356227330902635,0.009083209453571845,107.69765310735781,69576,198200.5289180177,47568.12694032425
stratified,0.5,1933478,65181,4395,134928,0.9347671588653291,0.9368316660917558,0.9673876334082002,0.001995601371372149,0.9349998182739638,0.938615277739707,0.001999503327806413,0.0019918167662134507,484.7599562146209,69576,936831.6660917558,224839.5998620214
tree,0.5,1762110,10917,58659,306296,0.8519168867233996,0.156907554329079,0.9938427333593904,0.010763486396047304,0.15422387967558973,0.15962911420647738,0.010948732895606586,0.010581918693225945,92.33464853213,69576,156907.554329079,37657.81303897896
xgboost,0.5,1828303,6269,63307,240103,0.8839188244474248,0.09010290904909739,0.9965828542025061,0.019280480101110428,0.08799786907613756,0.09225321100105534,0.01973259685092341,0.01883954381652738,51.688694937897814,69576,90102.90904909739,21624.698171783373
