model,ppv_max,tau_at_max,tpr_at_max,fpr_at_max,fp_at_max,n_benign,ppv_worst_at_max,tau_for_ppv_0.01,tpr_for_ppv_0.01,tau_for_ppv_0.05,tpr_for_ppv_0.05,tau_for_ppv_0.1,tpr_for_ppv_0.1
hgb,0.008569893076765131,0.9995,0.8336582196231319,0.19327433628318583,546,2825,0.007958590764881415,,,,,,
logreg,0.013047976664898084,0.97,0.294238683127572,0.04460176991150443,126,2825,0.011033566234149621,0.9,0.44541910331384016,,,,
majority,0.002,0.01,1.0,1.0,2825,2825,0.0020000000000000005,,,,,,
mlp,0.010894432672739996,0.9995,0.2801602772363006,0.05097345132743363,144,2825,0.009315043057089127,0.97,0.6612518951700238,,,,
rf,0.03599359681460041,0.99,0.13190383365821962,0.007079646017699115,20,2825,0.02365480004796952,0.84,0.7331600606454408,,,,
stratified,0.0020051820373180596,0.01,0.7644574398960364,0.7624778761061947,2154,2825,0.001965738665055289,,,,,,
tree,0.00553181936251136,0.01,0.9157461555122374,0.32991150442477873,932,2825,0.005253740478428083,,,,,,
xgboost,0.011604210416467888,0.995,0.5827377084687027,0.09946902654867257,281,2825,0.010406128412275692,0.995,0.5827377084687027,,,,
