model,n_clusters,n_seeds,n_boot,tpr_lo,tpr_hi,fpr_lo,fpr_hi,ppv_lo,ppv_hi,best_ppv_lo,best_ppv_hi,fa_lo,fa_hi
hgb,266,10,2000,0.6252274001339795,0.9337318115774393,0.030525852975060046,0.11180735626525683,0.012415119152966773,0.0564154991909116,0.06209294343095184,1.0,7326.204714014411,26833.765503661638
logreg,266,10,2000,0.6601503359261279,0.936182288880668,0.12615643445117508,0.4454795619656986,0.0036995881761115834,0.013609448532542945,0.004463607755330122,0.19029256752325804,30277.54426828202,106915.09487176767
majority,266,10,2000,1.0,1.0,1.0,1.0,0.002,0.002,0.002,0.002,240000.0,240000.0
mlp,266,10,2000,0.5750434342569066,0.9596860114742918,0.042705368470722906,0.3488605677443144,0.004197479532711637,0.04134564751933652,0.009436095853002415,0.8231605871567211,10249.288432973497,83726.53625863546
rf,266,10,2000,0.7031756497377833,0.9723640875672157,0.12081021031893553,0.6106211042914902,0.002610825725967859,0.014676141649006554,0.06143492476645062,0.9318614874956674,28994.450476544527,146549.06502995765
stratified,266,10,2000,0.9251439150038673,0.9418956896683377,0.9334891128785254,0.9463470232986526,0.001963901400731536,0.0020081446364617114,0.001963901400731536,0.0020081446364617114,224037.3870908461,227123.28559167663
tree,266,10,2000,0.592020458917652,0.9245176728142713,0.06811249230781004,0.49803069561140495,0.0025625413200330714,0.02536110974256977,0.0026894767299183745,0.03125314045660036,16346.998153874409,119527.3669467372
xgboost,266,10,2000,0.6442935731866477,0.9369990540377874,0.026946223124965783,0.37285762755807983,0.003978657093245017,0.06165414659114936,0.055496472571954135,1.0,6467.093549991788,89485.83061393916
