protocol,nn_same_session,nn_same_session_min,nn_same_session_max,nn1_f1,unseen_categories_max,test_prevalence
group_disjoint,0.0,0.0,0.0,0.8143648727321124,0,0.7657588177641612
random,0.6756227758007117,0.6512455516014235,0.708185053380783,0.9583236941634736,0,0.7582740213523131
stratified_group,0.0,0.0,0.0,0.794076454893873,0,0.8097686303374443
