direction,model,n_seeds,n_ratio_nb,target_prevalence,fair_coin_macro_f1_target,src_f1,tgt_f1,src_ba,tgt_ba,src_auc,tgt_auc,tgt_pr_auc,tgt_fpr,tgt_fnr,src_fpr,src_fnr,dF1_mean,dF1_t_lo,dF1_t_hi,dF1_nb_lo,dF1_nb_hi,dF1_p_t,dF1_p_nb,dF1_d_z,dF1_n,dBA_mean,dBA_t_lo,dBA_t_hi,dBA_nb_lo,dBA_nb_hi,dBA_p_t,dBA_p_nb,dBA_d_z,dBA_n,dAUC_mean,dAUC_t_lo,dAUC_t_hi,dAUC_nb_lo,dAUC_nb_hi,dAUC_p_t,dAUC_p_nb,dAUC_d_z,dAUC_n,did_mean,did_t_lo,did_t_hi,did_nb_lo,did_nb_hi,did_p_t,did_p_nb,did_d_z,did_n,vsfloor_mean,vsfloor_t_lo,vsfloor_t_hi,vsfloor_nb_lo,vsfloor_nb_hi,vsfloor_p_t,vsfloor_p_nb,vsfloor_d_z,vsfloor_n,ba_vs_chance_mean,ba_vs_chance_t_lo,ba_vs_chance_t_hi,ba_vs_chance_nb_lo,ba_vs_chance_nb_hi,ba_vs_chance_p_t,ba_vs_chance_p_nb,ba_vs_chance_d_z,ba_vs_chance_n,tgt_fpr_mean,tgt_fpr_t_lo,tgt_fpr_t_hi,tgt_fpr_nb_lo,tgt_fpr_nb_hi,tgt_fnr_mean,tgt_fnr_t_lo,tgt_fnr_t_hi,tgt_fnr_nb_lo,tgt_fnr_nb_hi,dF1_p_nb_holm,dBA_p_nb_holm,did_p_nb_holm,vsfloor_p_nb_holm,ba_vs_chance_p_nb_holm,dF1_p_t_holm
a_to_c,logreg,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.62585111071249,0.4977246270806669,0.8365978034071408,0.7424897495352238,0.902233500780002,0.7995109294737011,0.3788590661520816,0.2251516093920074,0.28986889153754464,0.22953628854344918,0.09726810464226923,0.12812648363182316,0.061772963854360236,0.1944800034092861,-0.10818017382788875,0.3644331410915351,0.0006968016353502676,0.27055417159169637,0.9037205619947607,20,0.09410805387191681,0.0417844831023142,0.14643162464151943,-0.09223335132240218,0.2804494590662358,0.0013119520756232832,0.3037484067423542,0.8417606888134305,20,0.102722571306301,0.060890275585171835,0.14455486702743015,-0.04625596078784394,0.25170110340044594,5.82622588249491e-05,0.1652589593015091,1.1492470687322023,20,-0.343207788083136,-0.4114441220996187,-0.2749714540666533,-0.5862197648828391,-0.10019581128343288,2.2857905539154623e-09,0.008113844751809082,-2.353968622927819,20,0.4161641076091135,0.3693397243207736,0.46298849089745336,0.24940711356283532,0.5829211016553917,1.1835567366398127e-13,4.83854884254721e-05,4.159601987634856,20,0.24248974953522398,0.19548422892785644,0.2894952701425915,0.0750876660567017,0.40989183301374627,1.5083905678422568e-09,0.006860016953120121,2.4143695192656773,20,0.2251516093920074,0.13752119551537398,0.3127820232686408,-0.08692904984729016,0.5372322686313049,0.28986889153754464,0.2631205065200455,0.3166172765550438,0.19460911515899681,0.38512866791609246,0.5304865469872332,0.8028362902888928,0.048683068510854494,0.00029031293055283263,0.041160101718720726,0.0012528529788449591
a_to_c,tree,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.6193467130816102,0.2776921208491784,0.8224221215578963,0.6581630613893632,0.8402221657392068,0.6958041637808325,0.060438648230253876,0.6574521847302129,0.026221692491060756,0.21015514224126747,0.14500061464293992,0.34165459223243194,0.231823594222059,0.4514855902428049,-0.049489632103211334,0.7327988165680752,3.0872690651289125e-06,0.08326453376497646,1.4558665047293815,20,0.16425906016853314,0.07973173815964767,0.2487863821774186,-0.13677047066767117,0.46528859100473746,0.0006570175971332401,0.26761209676296427,0.909476423916385,20,0.14441800195837443,0.06715378515840954,0.22168221875833932,-0.1307452278819752,0.4195812317987241,0.0009364264020286697,0.28570657901182284,0.8747866510817996,20,-0.12967967948252726,-0.24096529345071277,-0.018394065514341765,-0.526004268567939,0.26664490960288456,0.02471248843496354,0.5017087948124861,-0.5453711046163715,20,0.19613160137762503,0.11665942285683359,0.27560377989841645,-0.08689490468073674,0.4791581074359868,5.501553796861267e-05,0.16324953522104785,1.1550257801844808,20,0.15816306138936306,0.09325909957562396,0.22306702320310218,-0.07298124449728238,0.3893073672760085,6.35563312505758e-05,0.1683408337728393,1.140494189031627,20,0.6574521847302129,0.5300831208631153,0.7848212485973106,0.20384915286167138,1.1110552165987544,0.026221692491060756,0.007622761648296894,0.04482062333382462,-0.040015203373966995,0.0924585883560885,0.33305813505990584,0.8028362902888928,1.0,0.3264990704420957,0.4693545261167432,1.234907626051565e-05
a_to_c,rf,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.7008916059796942,0.18219757513277615,0.8079691291432631,0.5960815853533246,0.9193261920230192,0.9257332111784479,0.45462472585045344,0.806823718447105,0.0010131108462455049,0.2997125614570396,0.08434918025643377,0.5186940308469182,0.3995411586123884,0.6378469030814481,0.09435155347875768,0.9430365082150788,2.3056416967851955e-08,0.019213324555386418,2.037351466295804,20,0.21188754378993865,0.12900897654111157,0.2947661110387657,-0.08327023031614991,0.5070453178960272,3.6517421623256405e-05,0.14939710935310824,1.1965267538577808,20,-0.006407019155428439,-0.058883780074236905,0.04606974176338002,-0.1932939847395504,0.18047994642869353,0.8010500535713821,0.9435469515508457,-0.057141050904194815,20,0.04735975913195896,-0.07356372162757653,0.16828323989149446,-0.38328843620891834,0.4780079544728362,0.4225322002969703,0.8204146382376185,0.18329814374439682,20,0.10063705566122286,0.040505863056201845,0.16076824826624386,-0.11350985291596019,0.31478396423840593,0.0023794342312728313,0.33767056155737984,0.7832805209521617,20,0.09608158535332463,0.05244942130868192,0.13971374939796732,-0.0593068684574609,0.25147003916411015,0.0001915183379720784,0.21111240864906686,1.030605910149495,20,0.806823718447105,0.7194394012588494,0.8942080356353606,0.4956194902703571,1.1180279466238527,0.0010131108462455049,0.0004329794449752592,0.0015932422475157504,-0.00105292744051548,0.0030791491330064897,0.1152799473323185,0.7469855467655412,1.0,0.33767056155737984,0.4693545261167432,1.3833850180711172e-07
a_to_c,xgboost,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.6460834124538932,0.26155364017539434,0.8644901052606604,0.6401143187296683,0.9444646635850577,0.8876479837586452,0.4349691981115281,0.688245736795729,0.03152562574493441,0.15269854395486399,0.1183212455238152,0.3845297722784988,0.2854716077963378,0.48358793676065986,0.0317511431812007,0.7373084013757969,1.3306413057421724e-07,0.03423078923613111,1.8167656756462283,20,0.22437578653099205,0.14506610630226213,0.30368546675972197,-0.058072009786443335,0.5068235828484274,1.0613848377215565e-05,0.11278289169595346,1.3240641022060833,20,0.056816679826412385,0.000691242204494083,0.11294211744833069,-0.14306442079010398,0.25669778044292874,0.04750875671369006,0.558898529964297,0.47377848281265955,20,-0.08680449943646029,-0.1876934103654383,0.014084411492517698,-0.446103017379964,0.2724940185070434,0.08762487924865126,0.6189094365406449,-0.40267811302802364,20,0.17999312070384102,0.12983093858862116,0.23015530281906088,0.001349129755239431,0.3586371116524426,4.2275920244947705e-07,0.04845872844246135,1.6793402917038929,20,0.14011431872966823,0.0918543014637871,0.18837433599554937,-0.03175543900580299,0.3119840764651395,7.632588067426344e-06,0.10424368574120393,1.3587960267382189,20,0.688245736795729,0.5997233383552933,0.7767681352361646,0.37298842782504277,1.0035030457664151,0.03152562574493441,0.009355899415539132,0.05369535207432968,-0.047428044584327464,0.11047929607419628,0.17115394618065555,0.6766973501757207,1.0,0.24229364221230676,0.4693545261167432,6.653206528710862e-07
a_to_c,hgb,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.6473952666135607,0.3215487745937401,0.8669991030522268,0.6975139792684507,0.9364933627539012,0.9315032557029242,0.5091340901408683,0.5801210283522521,0.024851013110846212,0.14452400032996193,0.12147779356558444,0.32584649201982063,0.2055516925583018,0.44614129148133946,-0.10256276292060762,0.7542557469602489,1.8234556055412017e-05,0.12789756609315606,1.2677260632156675,20,0.16948512378377598,0.0687928255478825,0.27017742201966943,-0.18911319184231065,0.5280834394098626,0.002273620073188868,0.3349817019668742,0.7877611395743775,20,0.004990107050976894,-0.04593813880904766,0.05591835291100145,-0.17638208827235863,0.1863623023743124,0.8396899655897647,0.9546800862730273,0.04585749911461178,20,-0.14548777969513854,-0.26757968026839424,-0.02339587912188286,-0.5802971014030258,0.2893215420127487,0.022012388584877998,0.4922094933170699,-0.5576977386351503,20,0.23998825512218674,0.16793901557792004,0.3120374946664535,-0.016602729445335307,0.4965792396897088,1.213861841884469e-06,0.06512995888334905,1.5589055690137419,20,0.19751397926845085,0.13169436786995548,0.2633335906669462,-0.03689125525474324,0.43191921379164494,4.971917430874511e-06,0.09387090522334865,1.4044353317022698,20,0.5801210283522521,0.45140546850872254,0.7088365881957817,0.12172268246659884,1.0385193742379053,0.024851013110846212,0.0059695688315238755,0.04373245739016855,-0.04239200580695235,0.09209403202864477,0.38369269827946817,0.8028362902888928,1.0,0.24229364221230676,0.4693545261167432,5.470366816623605e-05
a_to_c,mlp,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.6549310114588156,0.4212876008721088,0.9120009953953098,0.6908285692742624,0.9450308776329619,0.8374929510582895,0.3864506705086852,0.42179935727984236,0.19654350417163285,0.08711951337785481,0.08887849583152582,0.23364341058670673,0.11402510096685048,0.353261720206563,-0.19235664204124636,0.6596434632146598,0.0006264264894224796,0.2652432734936166,0.9141450206675686,20,0.22117242612104732,0.13419794112924074,0.30814691111285386,-0.08857225512002875,0.5309171073621234,3.888547613666163e-05,0.15146348040497598,1.1901407836705997,20,0.10753792657467245,0.0367238454151899,0.178352007734155,-0.14465425367439635,0.3597301068237413,0.004947310476283251,0.3832939646903362,0.7107244498467201,20,-0.23769086112825238,-0.35847525510159195,-0.11690646715491285,-0.6678437227829438,0.19246200052643903,0.0005840618673123208,0.2617920950094076,-0.9210026529332336,20,0.3397270814005555,0.24338993833708483,0.4360642244640262,-0.003361097537000035,0.682815260338111,5.426532618781208e-07,0.05206542361491335,1.6504243668685412,20,0.19082856927426234,0.11795858055356119,0.2636985579949635,-0.06868537243474221,0.4503425109832669,2.7459238003243686e-05,0.14027705963172027,1.2256145656776365,20,0.42179935727984236,0.26814733107454086,0.5754513834851438,-0.12540592808045697,0.9690046426401417,0.19654350417163285,0.15491295531560786,0.23817405302765784,0.04828345886621646,0.3448035494770493,0.5304865469872332,0.7469855467655412,1.0,0.24229364221230676,0.4693545261167432,0.0012528529788449591
a_to_c,stratified,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.49431365430848356,0.08156051947155332,0.5015422187876881,0.49895021349767943,0.5015422187876881,0.49895021349767943,0.021237308555907625,0.9351150676411132,0.06698450536352797,0.931504499240685,0.06541106318393874,0.41275313483693027,0.40576331432522894,0.4197429553486316,0.3878600903247009,0.4376461793491596,4.48903931086791e-29,1.1916828054414096e-18,27.636534167834913,20,0.0025920052900087116,-0.0006421114626728431,0.005826122042690266,-0.008925745723407949,0.014109756303425371,0.10982545085878148,0.6429869805314887,0.3750933902540424,20,0.0025920052900086895,-0.0006421114626728713,0.00582612204269025,-0.008925745723407992,0.01410975630342537,0.10982545085878494,0.6429869805314923,0.37509339025403854,20,-0.058581136878028885,-0.06784756489508463,-0.04931470886097314,-0.09158192777269988,-0.025580345983357893,4.8901543344190615e-11,0.0014672534075099652,-2.9587254066951663,20,0.0,0.0,0.0,0.0,0.0,,,,20,-0.001049786502320693,-0.0013315954954565804,-0.0007679775091848057,-0.0020534008009045488,-4.617220373683744e-05,2.450389364311883e-07,0.041259594943888325,-1.7434333847335814,20,0.9351150676411132,0.9314272315177184,0.9388029037645079,0.9219814730631418,0.9482486622190845,0.06698450536352797,0.06373891669596116,0.07023009403109479,0.05542589909676092,0.07854311163029502,,,,,,
a_to_c,majority,20,0.5841529075845491,0.021280913126188968,0.3513468935514209,0.492171744395269,0.020837472680309898,0.5,0.5,0.5,0.5,0.0212809131261889,1.0,0.0,1.0,0.0,0.47133427171495923,0.4690375628819961,0.47363098054792235,0.4631549379087661,0.47951360552115235,2.385928383914952e-39,7.137745096694029e-29,96.04666740339286,20,0.0,0.0,0.0,0.0,0.0,,,,20,0.0,0.0,0.0,0.0,0.0,,,,20,0.0,0.0,0.0,0.0,0.0,,,,20,-0.06072304679124343,-0.06396510318064667,-0.05748099040184018,-0.07226907345637291,-0.04917702012611394,1.2130824219484452e-19,1.097149859353333e-09,-8.7658132020473,20,0.0,0.0,0.0,0.0,0.0,,,,20,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b_to_c,logreg,10,0.25,0.021280913126188968,0.3513468935514209,0.7085157585722883,0.2621245908776918,0.7083667362852205,0.5170819796863215,0.8151006669290632,0.725867907898194,0.3013951629743491,0.6595189965272379,0.3063170441001192,0.3555631152082588,0.2277034122213001,0.4463911676945965,0.3458119724774251,0.5469703629117679,0.2582247233245427,0.6345576120646503,3.461491593740917e-06,0.0004523988712896125,3.1749011700197145,10,0.19128475659889904,0.09782631070101946,0.28474320249677865,0.016440014373792083,0.366129498824006,0.001236606670472094,0.03528780168017016,1.464146662458515,10,0.08923275903086933,0.08647384866315844,0.09199166939858022,0.08407131035247299,0.09439420770926567,8.41590487480357e-14,2.322562366997686e-11,23.137130933511262,10,0.08960342297870957,-0.010936544089132347,0.1901433900465515,-0.09848963224399021,0.27769647820140936,0.07459206280832816,0.30922877302839585,0.6375417587234574,10,-0.03796275835018299,-0.13869104241295066,0.06276552571258466,-0.22640812241044223,0.1504826057100762,0.4160098049056597,0.659389606488158,-0.26960571807791744,10,0.01708197968632147,-0.07637196400992445,0.11053592338256739,-0.1577543396907858,0.19191829906342875,0.6889274669914667,0.8300105702591137,0.13075651655727336,10,0.6595189965272379,0.472611109134746,0.8464268839197298,0.30984635777302333,1.0091916352814525,0.3063170441001192,0.3063170441001192,0.3063170441001192,0.3063170441001192,0.3063170441001192,0.000904797742579225,0.09926737828604987,0.6184575460567917,1.0,1.0,6.922983187481834e-06
b_to_c,tree,10,0.25,0.021280913126188968,0.3513468935514209,0.7525943944599641,0.20295085487868691,0.7519561354969876,0.42191985340919497,0.8646846424948634,0.38423767672317743,0.020616855903875738,0.7687943813818483,0.3873659117997616,0.30675683841780615,0.18933089058821861,0.5496435395812773,0.5457692139873751,0.5535178651751795,0.5423953400926815,0.5568917390698731,1.409436490731115e-19,3.953335402329106e-17,101.48638578039674,10,0.33003628208779257,0.23987242575417556,0.4202001384214096,0.16135515255244132,0.4987174116231438,1.6791485150449622e-05,0.0016565633997065088,2.6184964043553087,10,0.480446965771686,0.3586148928858439,0.6022790386575281,0.2525200280420399,0.7083739035013321,9.177272837785339e-06,0.0010176422416944984,2.821022796184952,10,0.19285579486539023,0.18884136710012364,0.19687022263065682,0.18534548821460017,0.20036610151618028,2.4006623241607792e-15,6.687414856897632e-13,34.36622422430295,10,-0.09713649434918781,-0.10098158144053263,-0.09329140725784299,-0.10432999360824753,-0.08994299509012808,7.744443579099206e-13,2.1141244304534363e-10,-18.071700433232298,10,-0.07808014659080499,-0.16816518445145107,0.012004891269841098,-0.24661382026535328,0.09045352708374331,0.08155284539947537,0.3219496406021362,-0.6200271810879118,10,0.7687943813818483,0.7627800468150656,0.774808715948631,0.757542591702682,0.7800461710610146,0.3873659117997616,0.20285683323546558,0.5718749903640576,0.042181033431285764,0.7325507901682374,2.3720012413974636e-16,0.008282816998532543,4.012448914138579e-12,1.2684746582720618e-09,1.0,8.45661894438669e-19
