model,ppv_max,tau_at_max,tpr_at_max,fpr_at_max,fp_at_max,n_benign,ppv_worst_at_max,tau_for_ppv_0.01,tpr_for_ppv_0.01,tau_for_ppv_0.05,tpr_for_ppv_0.05,tau_for_ppv_0.1,tpr_for_ppv_0.1
hgb,0.002618635276188817,0.9,0.19347323657832455,0.14767486645343872,1410992,9554720,0.0026146601919536977,,,,,,
logreg,0.025831547636812155,0.65,0.184276227286213,0.013926834067351006,133067,9554720,0.0256976278672449,0.15,0.3231177682675543,,,,
majority,0.002,0.05,1.0,1.0,9554720,9554720,0.002,,,,,,
mlp,0.0025721407320844956,0.6,0.570499611869084,0.4433447552623206,4236035,9554720,0.002570319063771058,,,,,,
rf,0.0026838576660652763,0.6,0.6599415703790407,0.4914488336654554,4695656,9554720,0.00268213225363585,,,,,,
stratified,0.0020001958317859407,0.05,0.9347457776368856,0.9346540767285697,8930358,9554720,0.001999861577593991,,,,,,
tree,0.002239685162392313,0.3,0.6427355846281191,0.5738138846559606,5482631,9554720,0.002238464778375151,,,,,,
xgboost,0.002629587209539114,0.35,0.6244420194729277,0.4746357821055981,4535012,9554720,0.002627838707341994,,,,,,
