model,n_ratio_nb,group_disjoint,random,stratified_group,rg_mean,rg_t_lo,rg_t_hi,rg_nb_lo,rg_nb_hi,rg_p_t,rg_p_nb,rg_d_z,rg_n,rs_mean,rs_t_lo,rs_t_hi,rs_nb_lo,rs_nb_hi,rs_p_t,rs_p_nb,rs_d_z,rs_n
nn1,0.279699801778363,0.8143648727321123,0.9583236941634737,0.794076454893873,0.1439588214313611,0.08946582874723061,0.1984518141154916,0.004027479083760971,0.28389016377896126,2.471791432180533e-05,0.04435417681810021,1.2363938745601437,20,0.16424723926960053,0.10564322442323676,0.2228512541159643,0.013759294664595606,0.3147351838746054,1.1946007691836458e-05,0.03402229925061039,1.3116861429100912,20
