surface,model,tpr,fpr,corpus_precision,ppv_lo,ppv_hi,pi,lambda_b,ppv,npv,fdr,alerts_per_hour,true_alerts_per_hour,false_alerts_per_hour,alerts_per_day,alerts_per_100k_benign,missed_attacks_per_hour
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.0034376017212787795,0.0037772734372604182,0.001,2400000.0,0.0036026052227984893,0.9999252804718869,0.9963973947772015,630092.9851286305,2269.976279073095,627823.0088495575,15122231.643087134,26253.874380359608,132.4261233293071
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.0034376017212787795,0.0037772734372604182,0.001,24000000.0,0.0036026052227984893,0.9999252804718868,0.9963973947772015,6300929.851286306,22699.762790730954,6278230.088495575,151222316.43087134,26253.874380359608,1324.261233293071
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.006858468493004123,0.007533603055049713,0.002,24000.0,0.007186488131737878,0.9998504224040052,0.9928135118682622,6323.675104583632,45.445016088056555,6278.230088495575,151768.20251000716,26348.646269098466,2.6511762967129817
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.006858468493004123,0.007533603055049713,0.002,240000.0,0.007186488131737879,0.9998504224040052,0.9928135118682622,63236.75104583632,454.4501608805656,62782.30088495575,1517682.0251000717,26348.646269098466,26.51176296712982
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.006858468493004123,0.007533603055049713,0.002,2400000.0,0.007186488131737879,0.9998504224040052,0.9928135118682622,632367.5104583631,4544.501608805655,627823.0088495575,15176820.251000714,26348.646269098466,265.1176296712982
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.006858468493004123,0.007533603055049713,0.002,24000000.0,0.007186488131737878,0.9998504224040051,0.9928135118682622,6323675.104583631,45445.01608805655,6278230.088495575,151768202.51000714,26348.646269098466,2651.1762967129816
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.01702187228930958,0.0186786565291564,0.005,24000.0,0.01782725115121252,0.9996250130979416,0.9821727488487875,6392.185179088239,113.95509059266443,6278.230088495575,153412.44429811774,26634.104912867664,6.647924482712452
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.01702187228930958,0.0186786565291564,0.005,240000.0,0.017827251151212517,0.9996250130979417,0.9821727488487875,63921.8517908824,1139.5509059266442,62782.30088495575,1534124.4429811775,26634.104912867664,66.47924482712452
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.01702187228930958,0.0186786565291564,0.005,2400000.0,0.01782725115121252,0.9996250130979416,0.9821727488487875,639218.5179088239,11395.509059266442,627823.0088495575,15341244.429811774,26634.104912867664,664.7924482712451
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.01702187228930958,0.0186786565291564,0.005,24000000.0,0.01782725115121252,0.9996250130979417,0.9821727488487875,6392185.17908824,113955.09059266443,6278230.088495575,153412444.29811776,26634.104912867664,6647.924482712451
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.03363732882853855,0.036850711822260906,0.01,24000.0,0.03520070503192827,0.999246523847063,0.9647992949680717,6507.291331202042,229.0612427064669,6278.230088495575,156174.991948849,27113.71388000851,13.362999717775535
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.03363732882853855,0.036850711822260906,0.01,240000.0,0.03520070503192827,0.9992465238470629,0.9647992949680717,65072.91331202042,2290.612427064669,62782.30088495575,1561749.91948849,27113.71388000851,133.62999717775534
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.03363732882853855,0.036850711822260906,0.01,2400000.0,0.035200705031928264,0.9992465238470629,0.9647992949680717,650729.1331202042,22906.12427064669,627823.0088495575,15617499.1948849,27113.71388000851,1336.2999717775535
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.03363732882853855,0.036850711822260906,0.01,24000000.0,0.03520070503192827,0.9992465238470629,0.9647992949680717,6507291.331202041,229061.2427064669,6278230.088495575,156174991.948849,27113.71388000851,13362.999717775534
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.15352439520284566,0.1662206581391769,0.05,24000.0,0.15973876001498066,0.9960864086672921,0.8402612399850193,7471.7597215450605,1193.5296330494853,6278.230088495575,179322.23331708147,31132.33217310442,69.62826168735673
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.15352439520284566,0.1662206581391769,0.05,240000.0,0.1597387600149807,0.9960864086672923,0.8402612399850193,74717.5972154506,11935.296330494853,62782.30088495575,1793222.3331708144,31132.33217310442,696.2826168735673
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.15352439520284566,0.1662206581391769,0.05,2400000.0,0.1597387600149807,0.9960864086672921,0.8402612399850193,747175.972154506,119352.96330494854,627823.0088495575,17932223.331708144,31132.33217310442,6962.8261687356735
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.15352439520284566,0.1662206581391769,0.05,24000000.0,0.15973876001498072,0.9960864086672921,0.8402612399850193,7471759.72154506,1193529.6330494855,6278230.088495575,179322233.31708145,31132.33217310442,69628.26168735675
