layer,protocol,model,split_seed,model_seed,status,n_train,n_test,train_prevalence,test_prevalence,n_train_groups,n_test_groups,fit_seconds,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
radio,random,majority,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.04,0.5,436,126,0,0,0.7758007117437722,0.5,0.7758007117437722,1.0,0.87374749498998,0.43687374749499,0.0,1.0,0.0,0.0,0.5,0.7758007117437722,0.22419928825622776,0.22419928825622776
radio,random,majority,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.03,0.5,436,126,0,0,0.7758007117437722,0.5,0.7758007117437722,1.0,0.87374749498998,0.43687374749499,0.0,1.0,0.0,0.0,0.5,0.7758007117437722,0.22419928825622776,0.22419928825622776
radio,random,stratified,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.04,0.5,333,96,30,103,0.6459074733096085,0.5009283529925732,0.7762237762237763,0.7637614678899083,0.7699421965317919,0.5008012140960117,0.001821869175446781,0.7619047619047619,0.23623853211009174,0.23809523809523808,0.5009283529925732,0.7761238320920321,0.22452419814151542,0.3540925266903915
radio,random,stratified,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.04,0.5,339,97,29,97,0.6548042704626335,0.5038408329692733,0.7775229357798165,0.7775229357798165,0.7775229357798165,0.5038408329692733,0.0076816659385466725,0.7698412698412699,0.22247706422018348,0.23015873015873015,0.5038408329692733,0.7771397804323479,0.22557090583696243,0.34519572953736655
radio,random,logreg,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.1,0.5,383,17,109,53,0.8754448398576512,0.8717598660259211,0.9575,0.8784403669724771,0.916267942583732,0.8366061935140883,0.6845946689328803,0.1349206349206349,0.12155963302752294,0.8650793650793651,0.9423510994611912,0.979793854071298,0.8923038476786929,0.08752933057140641
radio,random,logreg,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.11,0.5,383,17,109,53,0.8754448398576512,0.8717598660259211,0.9575,0.8784403669724771,0.916267942583732,0.8366061935140883,0.6845946689328803,0.1349206349206349,0.12155963302752294,0.8650793650793651,0.9423510994611912,0.979793854071298,0.8923038476786929,0.08752933057140641
radio,random,tree,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.13,0.5,430,9,117,6,0.9733096085409253,0.9574049803407602,0.979498861047836,0.9862385321100917,0.9828571428571429,0.9613080895008606,0.9227298837861266,0.07142857142857142,0.013761467889908258,0.9285714285714286,0.9601627348186982,0.9778764916414148,0.9235949365328016,0.02667294244945778
radio,random,tree,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.13,0.5,431,7,119,5,0.9786476868327402,0.9664882772680938,0.9840182648401826,0.9885321100917431,0.9862700228832952,0.9691350114416476,0.9383208129264431,0.05555555555555555,0.011467889908256881,0.9444444444444444,0.9695645842434832,0.982921156042362,0.9442387310923809,0.021335150560784825
radio,random,rf,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.03,0.5,436,10,116,0,0.9822064056939501,0.9603174603174602,0.9775784753363229,1.0,0.9886621315192744,0.9736699087348438,0.9486795465570353,0.07936507936507936,0.0,0.9206349206349206,0.9969783020241736,0.9990749959639351,0.9923107598482968,0.01959982051043412
radio,random,rf,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.11,0.5,436,8,118,0,0.9857651245551602,0.9682539682539683,0.9819819819819819,1.0,0.990909090909091,0.9790611028315946,0.958975453092476,0.06349206349206349,0.0,0.9365079365079365,0.997779234017766,0.9993399903349358,0.9937322132939238,0.018840744513789535
radio,random,xgboost,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,2.84,0.5,435,4,122,1,0.9911032028469751,0.9829801951361584,0.9908883826879271,0.9977064220183486,0.9942857142857143,0.9871026965002869,0.9743231457536333,0.031746031746031744,0.0022935779816513763,0.9682539682539683,0.9986893840104849,0.9996099843017987,0.9962868603100452,0.007800169289112091
radio,random,xgboost,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,3.71,0.5,436,4,122,0,0.9928825622775801,0.9841269841269842,0.990909090909091,1.0,0.9954337899543378,0.9896523788481366,0.979516033279527,0.031746031746031744,0.0,0.9682539682539683,0.9991262560069899,0.99974158319146,0.9974526119042247,0.00611057598143816
radio,random,hgb,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,11.45,0.5,436,6,120,0,0.9893238434163701,0.9761904761904762,0.9864253393665159,1.0,0.9931662870159453,0.9843880215567531,0.9692536841088543,0.047619047619047616,0.0,0.9523809523809523,0.9991808650065531,0.9997594091904785,0.997518356339815,0.008808282934880422
radio,random,hgb,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,11.51,0.5,436,6,120,0,0.9893238434163701,0.9761904761904762,0.9864253393665159,1.0,0.9931662870159453,0.9843880215567531,0.9692536841088543,0.047619047619047616,0.0,0.9523809523809523,0.9991808650065531,0.9997594091904785,0.997518356339815,0.008808282934880422
radio,random,mlp,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.96,0.5,433,12,114,3,0.9733096085409253,0.9489405854084754,0.9730337078651685,0.9931192660550459,0.9829738933030647,0.9606227491206681,0.9223047493853778,0.09523809523809523,0.006880733944954129,0.9047619047619048,0.9839631571282947,0.9944157280479229,0.9704518658626339,0.025130150839686394
radio,random,mlp,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,2.31,0.5,433,11,115,3,0.9750889679715302,0.9529088393767293,0.9752252252252253,0.9931192660550459,0.9840909090909091,0.9633569299552907,0.9275489134035879,0.0873015873015873,0.006880733944954129,0.9126984126984127,0.9875309450997525,0.995857681214898,0.974790104437087,0.023303229361772537
radio,random,majority,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.03,0.5,426,136,0,0,0.7580071174377224,0.5,0.7580071174377224,1.0,0.8623481781376519,0.4311740890688259,0.0,1.0,0.0,0.0,0.5,0.7580071174377224,0.24199288256227758,0.24199288256227758
