model,split_seed,domain,tau,tp,fp,fn,tn
mlp,102,target,0.5,197457,68845,66482,14098
mlp,102,target,0.55,197436,68639,66503,14304
mlp,102,target,0.6,177482,68548,86457,14395
mlp,102,target,0.65,177457,68500,86482,14443
mlp,102,target,0.7,177393,68220,86546,14723
mlp,102,target,0.75,177209,68145,86730,14798
mlp,102,target,0.8,176741,67537,87198,15406
mlp,102,target,0.85,174336,67429,89603,15514
mlp,102,target,0.9,169924,67104,94015,15839
mlp,102,target,0.95,164531,66677,99408,16266
mlp,102,target,0.975,156981,66466,106958,16477
mlp,102,target,0.99,147662,66178,116277,16765
mlp,102,target,0.995,147539,66136,116400,16807
mlp,102,target,0.999,147436,66090,116503,16853
majority,103,source_heldout,0.05,85029,4350,0,0
majority,103,source_heldout,0.1,85029,4350,0,0
majority,103,source_heldout,0.15,85029,4350,0,0
majority,103,source_heldout,0.2,85029,4350,0,0
majority,103,source_heldout,0.25,85029,4350,0,0
majority,103,source_heldout,0.3,85029,4350,0,0
majority,103,source_heldout,0.35,85029,4350,0,0
majority,103,source_heldout,0.4,85029,4350,0,0
majority,103,source_heldout,0.45,85029,4350,0,0
majority,103,source_heldout,0.5,85029,4350,0,0
majority,103,source_heldout,0.55,85029,4350,0,0
majority,103,source_heldout,0.6,85029,4350,0,0
majority,103,source_heldout,0.65,85029,4350,0,0
majority,103,source_heldout,0.7,85029,4350,0,0
majority,103,source_heldout,0.75,85029,4350,0,0
majority,103,source_heldout,0.8,85029,4350,0,0
majority,103,source_heldout,0.85,85029,4350,0,0
majority,103,source_heldout,0.9,85029,4350,0,0
majority,103,source_heldout,0.95,85029,4350,0,0
majority,103,source_heldout,0.975,85029,4350,0,0
majority,103,source_heldout,0.99,85029,4350,0,0
majority,103,source_heldout,0.995,85029,4350,0,0
majority,103,source_heldout,0.999,85029,4350,0,0
majority,103,target,0.05,263939,82943,0,0
majority,103,target,0.1,263939,82943,0,0
majority,103,target,0.15,263939,82943,0,0
majority,103,target,0.2,263939,82943,0,0
majority,103,target,0.25,263939,82943,0,0
majority,103,target,0.3,263939,82943,0,0
majority,103,target,0.35,263939,82943,0,0
majority,103,target,0.4,263939,82943,0,0
majority,103,target,0.45,263939,82943,0,0
majority,103,target,0.5,263939,82943,0,0
majority,103,target,0.55,263939,82943,0,0
majority,103,target,0.6,263939,82943,0,0
majority,103,target,0.65,263939,82943,0,0
majority,103,target,0.7,263939,82943,0,0
majority,103,target,0.75,263939,82943,0,0
majority,103,target,0.8,263939,82943,0,0
majority,103,target,0.85,263939,82943,0,0
majority,103,target,0.9,263939,82943,0,0
majority,103,target,0.95,263939,82943,0,0
majority,103,target,0.975,263939,82943,0,0
majority,103,target,0.99,263939,82943,0,0
majority,103,target,0.995,263939,82943,0,0
majority,103,target,0.999,263939,82943,0,0
stratified,103,source_heldout,0.05,80265,4108,4764,242
stratified,103,source_heldout,0.1,80265,4108,4764,242
stratified,103,source_heldout,0.15,80265,4108,4764,242
stratified,103,source_heldout,0.2,80265,4108,4764,242
stratified,103,source_heldout,0.25,80265,4108,4764,242
stratified,103,source_heldout,0.3,80265,4108,4764,242
stratified,103,source_heldout,0.35,80265,4108,4764,242
stratified,103,source_heldout,0.4,80265,4108,4764,242
stratified,103,source_heldout,0.45,80265,4108,4764,242
stratified,103,source_heldout,0.5,80265,4108,4764,242
stratified,103,source_heldout,0.55,80265,4108,4764,242
stratified,103,source_heldout,0.6,80265,4108,4764,242
stratified,103,source_heldout,0.65,80265,4108,4764,242
stratified,103,source_heldout,0.7,80265,4108,4764,242
stratified,103,source_heldout,0.75,80265,4108,4764,242
stratified,103,source_heldout,0.8,80265,4108,4764,242
stratified,103,source_heldout,0.85,80265,4108,4764,242
stratified,103,source_heldout,0.9,80265,4108,4764,242
stratified,103,source_heldout,0.95,80265,4108,4764,242
stratified,103,source_heldout,0.975,80265,4108,4764,242
stratified,103,source_heldout,0.99,80265,4108,4764,242
stratified,103,source_heldout,0.995,80265,4108,4764,242
stratified,103,source_heldout,0.999,80265,4108,4764,242
stratified,103,target,0.05,249264,78333,14675,4610
stratified,103,target,0.1,249264,78333,14675,4610
stratified,103,target,0.15,249264,78333,14675,4610
stratified,103,target,0.2,249264,78333,14675,4610
stratified,103,target,0.25,249264,78333,14675,4610
stratified,103,target,0.3,249264,78333,14675,4610
stratified,103,target,0.35,249264,78333,14675,4610
stratified,103,target,0.4,249264,78333,14675,4610
stratified,103,target,0.45,249264,78333,14675,4610
stratified,103,target,0.5,249264,78333,14675,4610
stratified,103,target,0.55,249264,78333,14675,4610
stratified,103,target,0.6,249264,78333,14675,4610
stratified,103,target,0.65,249264,78333,14675,4610
stratified,103,target,0.7,249264,78333,14675,4610
stratified,103,target,0.75,249264,78333,14675,4610
stratified,103,target,0.8,249264,78333,14675,4610
stratified,103,target,0.85,249264,78333,14675,4610
stratified,103,target,0.9,249264,78333,14675,4610
stratified,103,target,0.95,249264,78333,14675,4610
stratified,103,target,0.975,249264,78333,14675,4610
stratified,103,target,0.99,249264,78333,14675,4610
stratified,103,target,0.995,249264,78333,14675,4610
stratified,103,target,0.999,249264,78333,14675,4610
logreg,103,source_heldout,0.05,84163,2020,866,2330
logreg,103,source_heldout,0.1,83009,1730,2020,2620
logreg,103,source_heldout,0.15,81906,1560,3123,2790
logreg,103,source_heldout,0.2,81198,1164,3831,3186
logreg,103,source_heldout,0.25,80447,1072,4582,3278
logreg,103,source_heldout,0.3,80353,1010,4676,3340
logreg,103,source_heldout,0.35,80224,969,4805,3381
logreg,103,source_heldout,0.4,79800,894,5229,3456
logreg,103,source_heldout,0.45,79208,860,5821,3490
logreg,103,source_heldout,0.5,78793,847,6236,3503
logreg,103,source_heldout,0.55,78282,697,6747,3653
logreg,103,source_heldout,0.6,73112,675,11917,3675
logreg,103,source_heldout,0.65,58028,662,27001,3688
logreg,103,source_heldout,0.7,57811,653,27218,3697
logreg,103,source_heldout,0.75,57288,452,27741,3898
logreg,103,source_heldout,0.8,55399,212,29630,4138
logreg,103,source_heldout,0.85,52532,96,32497,4254
logreg,103,source_heldout,0.9,47703,45,37326,4305
logreg,103,source_heldout,0.95,12712,23,72317,4327
logreg,103,source_heldout,0.975,11847,14,73182,4336
logreg,103,source_heldout,0.99,5927,13,79102,4337
logreg,103,source_heldout,0.995,3080,12,81949,4338
logreg,103,source_heldout,0.999,2824,6,82205,4344
logreg,103,target,0.05,249718,73607,14221,9336
logreg,103,target,0.1,191684,65845,72255,17098
logreg,103,target,0.15,154689,56647,109250,26296
logreg,103,target,0.2,135353,48082,128586,34861
logreg,103,target,0.25,118607,42031,145332,40912
logreg,103,target,0.3,105437,31665,158502,51278
logreg,103,target,0.35,94980,27056,168959,55887
logreg,103,target,0.4,84677,18843,179262,64100
logreg,103,target,0.45,80666,16028,183273,66915
logreg,103,target,0.5,75229,12328,188710,70615
logreg,103,target,0.55,72605,10580,191334,72363
logreg,103,target,0.6,47391,5300,216548,77643
logreg,103,target,0.65,26934,4705,237005,78238
logreg,103,target,0.7,24436,1876,239503,81067
logreg,103,target,0.75,8540,1482,255399,81461
logreg,103,target,0.8,8531,1264,255408,81679
logreg,103,target,0.85,8523,1085,255416,81858
logreg,103,target,0.9,8517,679,255422,82264
logreg,103,target,0.95,0,47,263939,82896
logreg,103,target,0.975,0,34,263939,82909
logreg,103,target,0.99,0,29,263939,82914
logreg,103,target,0.995,0,27,263939,82916
logreg,103,target,0.999,0,27,263939,82916
tree,103,source_heldout,0.05,83269,1230,1760,3120
tree,103,source_heldout,0.1,82593,986,2436,3364
tree,103,source_heldout,0.15,79848,501,5181,3849
tree,103,source_heldout,0.2,79416,434,5613,3916
tree,103,source_heldout,0.25,79358,408,5671,3942
tree,103,source_heldout,0.3,79278,401,5751,3949
tree,103,source_heldout,0.35,79219,389,5810,3961
tree,103,source_heldout,0.4,79219,389,5810,3961
tree,103,source_heldout,0.45,78828,327,6201,4023
tree,103,source_heldout,0.5,78803,326,6226,4024
tree,103,source_heldout,0.55,78685,314,6344,4036
tree,103,source_heldout,0.6,78685,314,6344,4036
tree,103,source_heldout,0.65,78360,239,6669,4111
tree,103,source_heldout,0.7,77944,228,7085,4122
tree,103,source_heldout,0.75,77942,228,7087,4122
tree,103,source_heldout,0.8,77942,228,7087,4122
tree,103,source_heldout,0.85,77942,228,7087,4122
tree,103,source_heldout,0.9,77920,228,7109,4122
tree,103,source_heldout,0.95,77920,228,7109,4122
tree,103,source_heldout,0.975,77067,219,7962,4131
tree,103,source_heldout,0.99,77067,219,7962,4131
tree,103,source_heldout,0.995,77067,219,7962,4131
tree,103,source_heldout,0.999,77067,219,7962,4131
tree,103,target,0.05,188498,72017,75441,10926
tree,103,target,0.1,188284,71852,75655,11091
tree,103,target,0.15,168267,64183,95672,18760
tree,103,target,0.2,168250,64065,95689,18878
tree,103,target,0.25,168250,64053,95689,18890
tree,103,target,0.3,168250,63680,95689,19263
tree,103,target,0.35,168250,63678,95689,19265
tree,103,target,0.4,168250,63678,95689,19265
tree,103,target,0.45,168240,63678,95699,19265
tree,103,target,0.5,168225,63678,95714,19265
tree,103,target,0.55,168225,63625,95714,19318
tree,103,target,0.6,168225,63625,95714,19318
tree,103,target,0.65,168225,63625,95714,19318
tree,103,target,0.7,168224,63612,95715,19331
tree,103,target,0.75,168224,63612,95715,19331
tree,103,target,0.8,168224,63612,95715,19331
tree,103,target,0.85,168224,63612,95715,19331
tree,103,target,0.9,168224,63612,95715,19331
tree,103,target,0.95,168222,63612,95717,19331
tree,103,target,0.975,148175,62937,115764,20006
tree,103,target,0.99,148175,62893,115764,20050
tree,103,target,0.995,148175,62893,115764,20050
tree,103,target,0.999,148175,62893,115764,20050
rf,103,source_heldout,0.05,84751,3632,278,718
rf,103,source_heldout,0.1,84448,3365,581,985
rf,103,source_heldout,0.15,83456,3180,1573,1170
rf,103,source_heldout,0.2,83359,3010,1670,1340
rf,103,source_heldout,0.25,83245,2846,1784,1504
rf,103,source_heldout,0.3,83100,2729,1929,1621
rf,103,source_heldout,0.35,82791,2585,2238,1765
rf,103,source_heldout,0.4,82582,2481,2447,1869
rf,103,source_heldout,0.45,82153,594,2876,3756
rf,103,source_heldout,0.5,81937,524,3092,3826
rf,103,source_heldout,0.55,81763,481,3266,3869
rf,103,source_heldout,0.6,81659,439,3370,3911
rf,103,source_heldout,0.65,81484,402,3545,3948
rf,103,source_heldout,0.7,80936,371,4093,3979
rf,103,source_heldout,0.75,79769,325,5260,4025
rf,103,source_heldout,0.8,78379,275,6650,4075
rf,103,source_heldout,0.85,77612,237,7417,4113
rf,103,source_heldout,0.9,76149,199,8880,4151
rf,103,source_heldout,0.95,74755,78,10274,4272
rf,103,source_heldout,0.975,73343,29,11686,4321
rf,103,source_heldout,0.99,71555,15,13474,4335
rf,103,source_heldout,0.995,70636,11,14393,4339
rf,103,source_heldout,0.999,67672,0,17357,4350
rf,103,target,0.05,262176,82747,1763,196
rf,103,target,0.1,241974,82499,21965,444
rf,103,target,0.15,217054,79108,46885,3835
rf,103,target,0.2,213922,78738,50017,4205
rf,103,target,0.25,210720,77781,53219,5162
rf,103,target,0.3,209448,74241,54491,8702
rf,103,target,0.35,207231,72921,56708,10022
rf,103,target,0.4,205012,72028,58927,10915
rf,103,target,0.45,203061,71232,60878,11711
rf,103,target,0.5,199447,70612,64492,12331
rf,103,target,0.55,198039,70348,65900,12595
rf,103,target,0.6,197543,69731,66396,13212
rf,103,target,0.65,195681,68974,68258,13969
rf,103,target,0.7,190254,67969,73685,14974
rf,103,target,0.75,188314,67539,75625,15404
rf,103,target,0.8,188207,66970,75732,15973
rf,103,target,0.85,175999,63387,87940,19556
rf,103,target,0.9,122664,55477,141275,27466
rf,103,target,0.95,53809,12200,210130,70743
rf,103,target,0.975,34113,989,229826,81954
rf,103,target,0.99,26982,626,236957,82317
rf,103,target,0.995,26214,601,237725,82342
rf,103,target,0.999,19121,577,244818,82366
xgboost,103,source_heldout,0.05,84877,3157,152,1193
xgboost,103,source_heldout,0.1,83034,885,1995,3465
xgboost,103,source_heldout,0.15,82028,554,3001,3796
xgboost,103,source_heldout,0.2,81264,434,3765,3916
xgboost,103,source_heldout,0.25,80641,387,4388,3963
xgboost,103,source_heldout,0.3,79855,337,5174,4013
xgboost,103,source_heldout,0.35,79296,308,5733,4042
xgboost,103,source_heldout,0.4,78323,278,6706,4072
xgboost,103,source_heldout,0.45,78164,262,6865,4088
xgboost,103,source_heldout,0.5,77956,239,7073,4111
xgboost,103,source_heldout,0.55,77426,217,7603,4133
xgboost,103,source_heldout,0.6,77001,180,8028,4170
xgboost,103,source_heldout,0.65,76663,133,8366,4217
xgboost,103,source_heldout,0.7,75943,110,9086,4240
xgboost,103,source_heldout,0.75,75678,99,9351,4251
xgboost,103,source_heldout,0.8,75287,94,9742,4256
xgboost,103,source_heldout,0.85,75056,85,9973,4265
xgboost,103,source_heldout,0.9,74675,77,10354,4273
xgboost,103,source_heldout,0.95,74142,74,10887,4276
xgboost,103,source_heldout,0.975,73117,68,11912,4282
xgboost,103,source_heldout,0.99,71461,64,13568,4286
xgboost,103,source_heldout,0.995,70653,62,14376,4288
xgboost,103,source_heldout,0.999,59666,52,25363,4298
xgboost,103,target,0.05,233965,78148,29974,4795
xgboost,103,target,0.1,224689,76277,39250,6666
xgboost,103,target,0.15,198995,70421,64944,12522
xgboost,103,target,0.2,198349,69967,65590,12976
xgboost,103,target,0.25,197909,69522,66030,13421
xgboost,103,target,0.3,197722,69082,66217,13861
xgboost,103,target,0.35,197632,68859,66307,14084
xgboost,103,target,0.4,197595,68729,66344,14214
xgboost,103,target,0.45,197568,68604,66371,14339
xgboost,103,target,0.5,197554,68538,66385,14405
xgboost,103,target,0.55,197508,68480,66431,14463
xgboost,103,target,0.6,195070,67947,68869,14996
xgboost,103,target,0.65,193350,67844,70589,15099
xgboost,103,target,0.7,189987,67149,73952,15794
xgboost,103,target,0.75,187414,66803,76525,16140
xgboost,103,target,0.8,185588,66231,78351,16712
xgboost,103,target,0.85,182725,65908,81214,17035
xgboost,103,target,0.9,172607,65191,91332,17752
xgboost,103,target,0.95,162092,62791,101847,20152
xgboost,103,target,0.975,139137,47806,124802,35137
xgboost,103,target,0.99,59493,17119,204446,65824
xgboost,103,target,0.995,45300,8110,218639,74833
xgboost,103,target,0.999,9816,4243,254123,78700
hgb,103,source_heldout,0.05,84708,1443,321,2907
hgb,103,source_heldout,0.1,81478,846,3551,3504
hgb,103,source_heldout,0.15,80485,586,4544,3764
hgb,103,source_heldout,0.2,78918,505,6111,3845
hgb,103,source_heldout,0.25,78753,428,6276,3922
hgb,103,source_heldout,0.3,78561,380,6468,3970
hgb,103,source_heldout,0.35,78383,335,6646,4015
hgb,103,source_heldout,0.4,78285,326,6744,4024
hgb,103,source_heldout,0.45,78114,290,6915,4060
hgb,103,source_heldout,0.5,77862,236,7167,4114
hgb,103,source_heldout,0.55,77549,204,7480,4146
hgb,103,source_heldout,0.6,77279,175,7750,4175
hgb,103,source_heldout,0.65,76880,110,8149,4240
hgb,103,source_heldout,0.7,76387,103,8642,4247
hgb,103,source_heldout,0.75,76190,96,8839,4254
hgb,103,source_heldout,0.8,75247,87,9782,4263
hgb,103,source_heldout,0.85,74943,78,10086,4272
hgb,103,source_heldout,0.9,74314,72,10715,4278
hgb,103,source_heldout,0.95,73322,72,11707,4278
hgb,103,source_heldout,0.975,71773,70,13256,4280
hgb,103,source_heldout,0.99,70529,65,14500,4285
hgb,103,source_heldout,0.995,68905,62,16124,4288
hgb,103,source_heldout,0.999,52832,53,32197,4297
hgb,103,target,0.05,226738,78685,37201,4258
hgb,103,target,0.1,220010,76663,43929,6280
hgb,103,target,0.15,198378,70513,65561,12430
hgb,103,target,0.2,198030,70182,65909,12761
hgb,103,target,0.25,197921,69760,66018,13183
hgb,103,target,0.3,197892,69551,66047,13392
hgb,103,target,0.35,197771,69375,66168,13568
hgb,103,target,0.4,197730,69158,66209,13785
hgb,103,target,0.45,197664,68723,66275,14220
hgb,103,target,0.5,197608,68423,66331,14520
hgb,103,target,0.55,197558,68168,66381,14775
hgb,103,target,0.6,197553,67743,66386,15200
hgb,103,target,0.65,197475,67581,66464,15362
hgb,103,target,0.7,197253,67304,66686,15639
hgb,103,target,0.75,195965,67193,67974,15750
hgb,103,target,0.8,193074,67124,70865,15819
hgb,103,target,0.85,187892,67048,76047,15895
hgb,103,target,0.9,181973,66798,81966,16145
hgb,103,target,0.95,177379,66671,86560,16272
hgb,103,target,0.975,177291,66620,86648,16323
hgb,103,target,0.99,150757,65892,113182,17051
hgb,103,target,0.995,145407,65038,118532,17905
hgb,103,target,0.999,51451,20295,212488,62648
mlp,103,source_heldout,0.05,84751,1549,278,2801
mlp,103,source_heldout,0.1,84058,1091,971,3259
mlp,103,source_heldout,0.15,82737,735,2292,3615
mlp,103,source_heldout,0.2,80130,601,4899,3749
mlp,103,source_heldout,0.25,79928,542,5101,3808
mlp,103,source_heldout,0.3,79790,484,5239,3866
mlp,103,source_heldout,0.35,79569,431,5460,3919
mlp,103,source_heldout,0.4,79324,374,5705,3976
mlp,103,source_heldout,0.45,79084,344,5945,4006
mlp,103,source_heldout,0.5,78834,314,6195,4036
mlp,103,source_heldout,0.55,78535,267,6494,4083
mlp,103,source_heldout,0.6,78358,247,6671,4103
mlp,103,source_heldout,0.65,77903,154,7126,4196
mlp,103,source_heldout,0.7,77792,136,7237,4214
mlp,103,source_heldout,0.75,77538,124,7491,4226
mlp,103,source_heldout,0.8,77065,117,7964,4233
mlp,103,source_heldout,0.85,76285,109,8744,4241
mlp,103,source_heldout,0.9,75694,102,9335,4248
mlp,103,source_heldout,0.95,74613,91,10416,4259
mlp,103,source_heldout,0.975,68922,85,16107,4265
mlp,103,source_heldout,0.99,63309,71,21720,4279
mlp,103,source_heldout,0.995,58284,65,26745,4285
mlp,103,source_heldout,0.999,33433,59,51596,4291
mlp,103,target,0.05,217973,77652,45966,5291
mlp,103,target,0.1,217830,76827,46109,6116
mlp,103,target,0.15,197696,69841,66243,13102
mlp,103,target,0.2,197628,69738,66311,13205
mlp,103,target,0.25,197623,69252,66316,13691
mlp,103,target,0.3,197565,69124,66374,13819
mlp,103,target,0.35,197553,69046,66386,13897
mlp,103,target,0.4,197548,68812,66391,14131
mlp,103,target,0.45,197546,68754,66393,14189
mlp,103,target,0.5,197531,68677,66408,14266
mlp,103,target,0.55,197524,68586,66415,14357
mlp,103,target,0.6,197496,68234,66443,14709
mlp,103,target,0.65,197460,68110,66479,14833
mlp,103,target,0.7,197457,68056,66482,14887
mlp,103,target,0.75,197455,67919,66484,15024
mlp,103,target,0.8,197455,67644,66484,15299
mlp,103,target,0.85,197421,67595,66518,15348
mlp,103,target,0.9,177462,67496,86477,15447
mlp,103,target,0.95,161853,67132,102086,15811
mlp,103,target,0.975,149046,66822,114893,16121
mlp,103,target,0.99,149013,66793,114926,16150
mlp,103,target,0.995,147589,66545,116350,16398
mlp,103,target,0.999,105486,35874,158453,47069
majority,104,source_heldout,0.05,97763,1227,0,0
majority,104,source_heldout,0.1,97763,1227,0,0
majority,104,source_heldout,0.15,97763,1227,0,0
majority,104,source_heldout,0.2,97763,1227,0,0
majority,104,source_heldout,0.25,97763,1227,0,0
majority,104,source_heldout,0.3,97763,1227,0,0
majority,104,source_heldout,0.35,97763,1227,0,0
majority,104,source_heldout,0.4,97763,1227,0,0
majority,104,source_heldout,0.45,97763,1227,0,0
majority,104,source_heldout,0.5,97763,1227,0,0
majority,104,source_heldout,0.55,97763,1227,0,0
majority,104,source_heldout,0.6,97763,1227,0,0
majority,104,source_heldout,0.65,97763,1227,0,0
majority,104,source_heldout,0.7,97763,1227,0,0
majority,104,source_heldout,0.75,97763,1227,0,0
majority,104,source_heldout,0.8,97763,1227,0,0
majority,104,source_heldout,0.85,97763,1227,0,0
majority,104,source_heldout,0.9,97763,1227,0,0
majority,104,source_heldout,0.95,97763,1227,0,0
majority,104,source_heldout,0.975,97763,1227,0,0
majority,104,source_heldout,0.99,97763,1227,0,0
majority,104,source_heldout,0.995,97763,1227,0,0
majority,104,source_heldout,0.999,97763,1227,0,0
majority,104,target,0.05,263939,82943,0,0
majority,104,target,0.1,263939,82943,0,0
majority,104,target,0.15,263939,82943,0,0
majority,104,target,0.2,263939,82943,0,0
majority,104,target,0.25,263939,82943,0,0
majority,104,target,0.3,263939,82943,0,0
majority,104,target,0.35,263939,82943,0,0
majority,104,target,0.4,263939,82943,0,0
majority,104,target,0.45,263939,82943,0,0
majority,104,target,0.5,263939,82943,0,0
majority,104,target,0.55,263939,82943,0,0
majority,104,target,0.6,263939,82943,0,0
majority,104,target,0.65,263939,82943,0,0
majority,104,target,0.7,263939,82943,0,0
majority,104,target,0.75,263939,82943,0,0
majority,104,target,0.8,263939,82943,0,0
majority,104,target,0.85,263939,82943,0,0
majority,104,target,0.9,263939,82943,0,0
majority,104,target,0.95,263939,82943,0,0
majority,104,target,0.975,263939,82943,0,0
majority,104,target,0.99,263939,82943,0,0
majority,104,target,0.995,263939,82943,0,0
majority,104,target,0.999,263939,82943,0,0
stratified,104,source_heldout,0.05,90480,1138,7283,89
stratified,104,source_heldout,0.1,90480,1138,7283,89
stratified,104,source_heldout,0.15,90480,1138,7283,89
stratified,104,source_heldout,0.2,90480,1138,7283,89
stratified,104,source_heldout,0.25,90480,1138,7283,89
stratified,104,source_heldout,0.3,90480,1138,7283,89
stratified,104,source_heldout,0.35,90480,1138,7283,89
stratified,104,source_heldout,0.4,90480,1138,7283,89
stratified,104,source_heldout,0.45,90480,1138,7283,89
stratified,104,source_heldout,0.5,90480,1138,7283,89
stratified,104,source_heldout,0.55,90480,1138,7283,89
stratified,104,source_heldout,0.6,90480,1138,7283,89
stratified,104,source_heldout,0.65,90480,1138,7283,89
stratified,104,source_heldout,0.7,90480,1138,7283,89
stratified,104,source_heldout,0.75,90480,1138,7283,89
stratified,104,source_heldout,0.8,90480,1138,7283,89
stratified,104,source_heldout,0.85,90480,1138,7283,89
stratified,104,source_heldout,0.9,90480,1138,7283,89
stratified,104,source_heldout,0.95,90480,1138,7283,89
stratified,104,source_heldout,0.975,90480,1138,7283,89
stratified,104,source_heldout,0.99,90480,1138,7283,89
stratified,104,source_heldout,0.995,90480,1138,7283,89
stratified,104,source_heldout,0.999,90480,1138,7283,89
stratified,104,target,0.05,244432,76836,19507,6107
stratified,104,target,0.1,244432,76836,19507,6107
stratified,104,target,0.15,244432,76836,19507,6107
stratified,104,target,0.2,244432,76836,19507,6107
stratified,104,target,0.25,244432,76836,19507,6107
stratified,104,target,0.3,244432,76836,19507,6107
stratified,104,target,0.35,244432,76836,19507,6107
stratified,104,target,0.4,244432,76836,19507,6107
stratified,104,target,0.45,244432,76836,19507,6107
stratified,104,target,0.5,244432,76836,19507,6107
stratified,104,target,0.55,244432,76836,19507,6107
stratified,104,target,0.6,244432,76836,19507,6107
stratified,104,target,0.65,244432,76836,19507,6107
stratified,104,target,0.7,244432,76836,19507,6107
stratified,104,target,0.75,244432,76836,19507,6107
stratified,104,target,0.8,244432,76836,19507,6107
stratified,104,target,0.85,244432,76836,19507,6107
stratified,104,target,0.9,244432,76836,19507,6107
stratified,104,target,0.95,244432,76836,19507,6107
stratified,104,target,0.975,244432,76836,19507,6107
stratified,104,target,0.99,244432,76836,19507,6107
stratified,104,target,0.995,244432,76836,19507,6107
stratified,104,target,0.999,244432,76836,19507,6107
logreg,104,source_heldout,0.05,96835,1036,928,191
logreg,104,source_heldout,0.1,95484,882,2279,345
logreg,104,source_heldout,0.15,95159,814,2604,413
logreg,104,source_heldout,0.2,93293,517,4470,710
logreg,104,source_heldout,0.25,91673,450,6090,777
logreg,104,source_heldout,0.3,91247,422,6516,805
logreg,104,source_heldout,0.35,90771,401,6992,826
logreg,104,source_heldout,0.4,89115,334,8648,893
logreg,104,source_heldout,0.45,85954,311,11809,916
logreg,104,source_heldout,0.5,85353,286,12410,941
logreg,104,source_heldout,0.55,84885,246,12878,981
logreg,104,source_heldout,0.6,84524,240,13239,987
logreg,104,source_heldout,0.65,81275,229,16488,998
logreg,104,source_heldout,0.7,80472,208,17291,1019
logreg,104,source_heldout,0.75,78201,159,19562,1068
logreg,104,source_heldout,0.8,56189,110,41574,1117
logreg,104,source_heldout,0.85,55104,99,42659,1128
logreg,104,source_heldout,0.9,51103,78,46660,1149
logreg,104,source_heldout,0.95,4725,20,93038,1207
logreg,104,source_heldout,0.975,3056,14,94707,1213
logreg,104,source_heldout,0.99,1392,10,96371,1217
logreg,104,source_heldout,0.995,1187,9,96576,1218
logreg,104,source_heldout,0.999,754,8,97009,1219
logreg,104,target,0.05,201658,62286,62281,20657
logreg,104,target,0.1,157724,46579,106215,36364
logreg,104,target,0.15,131445,33681,132494,49262
logreg,104,target,0.2,101582,28268,162357,54675
logreg,104,target,0.25,86948,19114,176991,63829
logreg,104,target,0.3,79567,14683,184372,68260
logreg,104,target,0.35,75242,11774,188697,71169
logreg,104,target,0.4,71954,9795,191985,73148
logreg,104,target,0.45,68166,9096,195773,73847
logreg,104,target,0.5,67212,8548,196727,74395
logreg,104,target,0.55,66636,8307,197303,74636
logreg,104,target,0.6,65826,7768,198113,75175
logreg,104,target,0.65,65749,7261,198190,75682
logreg,104,target,0.7,65701,7007,198238,75936
logreg,104,target,0.75,45237,3015,218702,79928
logreg,104,target,0.8,11932,1491,252007,81452
logreg,104,target,0.85,8528,1328,255411,81615
logreg,104,target,0.9,8517,773,255422,82170
logreg,104,target,0.95,0,197,263939,82746
logreg,104,target,0.975,0,91,263939,82852
logreg,104,target,0.99,0,69,263939,82874
logreg,104,target,0.995,0,69,263939,82874
logreg,104,target,0.999,0,67,263939,82876
tree,104,source_heldout,0.05,75412,421,22351,806
tree,104,source_heldout,0.1,74092,289,23671,938
tree,104,source_heldout,0.15,73733,250,24030,977
tree,104,source_heldout,0.2,73725,248,24038,979
tree,104,source_heldout,0.25,73640,245,24123,982
tree,104,source_heldout,0.3,72493,175,25270,1052
tree,104,source_heldout,0.35,72475,175,25288,1052
tree,104,source_heldout,0.4,71627,172,26136,1055
tree,104,source_heldout,0.45,71623,168,26140,1059
tree,104,source_heldout,0.5,71621,168,26142,1059
tree,104,source_heldout,0.55,71270,136,26493,1091
tree,104,source_heldout,0.6,71270,136,26493,1091
tree,104,source_heldout,0.65,71217,136,26546,1091
tree,104,source_heldout,0.7,71217,136,26546,1091
tree,104,source_heldout,0.75,71217,136,26546,1091
tree,104,source_heldout,0.8,71170,124,26593,1103
tree,104,source_heldout,0.85,71170,124,26593,1103
tree,104,source_heldout,0.9,71170,124,26593,1103
tree,104,source_heldout,0.95,69206,117,28557,1110
tree,104,source_heldout,0.975,69009,117,28754,1110
tree,104,source_heldout,0.99,69009,117,28754,1110
tree,104,source_heldout,0.995,69009,117,28754,1110
tree,104,source_heldout,0.999,68204,117,29559,1110
tree,104,target,0.05,139040,70376,124899,12567
tree,104,target,0.1,138799,68432,125140,14511
tree,104,target,0.15,137175,68073,126764,14870
tree,104,target,0.2,136952,68051,126987,14892
tree,104,target,0.25,136952,68051,126987,14892
tree,104,target,0.3,136952,67764,126987,15179
tree,104,target,0.35,136952,67757,126987,15186
tree,104,target,0.4,136951,67750,126988,15193
tree,104,target,0.45,136011,67729,127928,15214
tree,104,target,0.5,136011,67729,127928,15214
tree,104,target,0.55,135783,67640,128156,15303
tree,104,target,0.6,135783,67640,128156,15303
tree,104,target,0.65,135782,67624,128157,15319
tree,104,target,0.7,135782,67624,128157,15319
tree,104,target,0.75,135782,67624,128157,15319
tree,104,target,0.8,135782,67622,128157,15321
tree,104,target,0.85,135782,67622,128157,15321
tree,104,target,0.9,135782,67622,128157,15321
tree,104,target,0.95,135775,67561,128164,15382
