model,split_seed,domain,group,tau,tp,fp,fn,tn
majority,101,source_heldout,172.22.80.68,0.5,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.55,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.6,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.65,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.7,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.75,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.8,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.85,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.9,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.95,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.975,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.99,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.995,7,0,0,0
majority,101,source_heldout,172.22.80.68,0.999,7,0,0,0
majority,101,source_heldout,172.31.0.1,0.05,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.1,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.15,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.2,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.25,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.3,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.35,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.4,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.45,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.5,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.55,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.6,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.65,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.7,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.75,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.8,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.85,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.9,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.95,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.975,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.99,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.995,16,10,0,0
majority,101,source_heldout,172.31.0.1,0.999,16,10,0,0
majority,101,source_heldout,172.31.0.132,0.05,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.1,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.15,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.2,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.25,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.3,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.35,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.4,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.45,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.5,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.55,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.6,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.65,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.7,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.75,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.8,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.85,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.9,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.95,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.975,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.99,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.995,7,4,0,0
majority,101,source_heldout,172.31.0.132,0.999,7,4,0,0
majority,101,source_heldout,172.31.0.133,0.05,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.1,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.15,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.2,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.25,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.3,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.35,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.4,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.45,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.5,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.55,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.6,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.65,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.7,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.75,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.8,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.85,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.9,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.95,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.975,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.99,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.995,375,147,0,0
majority,101,source_heldout,172.31.0.133,0.999,375,147,0,0
majority,101,source_heldout,172.31.0.134,0.05,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.1,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.15,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.2,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.25,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.3,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.35,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.4,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.45,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.5,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.55,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.6,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.65,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.7,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.75,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.8,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.85,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.9,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.95,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.975,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.99,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.995,98382,4000,0,0
majority,101,source_heldout,172.31.0.134,0.999,98382,4000,0,0
majority,101,source_heldout,172.31.0.136,0.05,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.1,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.15,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.2,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.25,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.3,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.35,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.4,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.45,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.5,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.55,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.6,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.65,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.7,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.75,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.8,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.85,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.9,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.95,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.975,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.99,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.995,317,155,0,0
majority,101,source_heldout,172.31.0.136,0.999,317,155,0,0
majority,101,source_heldout,172.31.0.137,0.05,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.1,338,151,0,0
