direction,model,split_seed,benign,benign__n,bruteforce,bruteforce__n,ddos,ddos__n,dos,dos__n,probe,probe__n,web,web__n
b_to_a,logreg,114,0.6823365059173614,88046,0.5992438563327032,28566,0.9657706016436584,420282,0.8843554300584816,632507,0.9247925452690501,183293,0.3090842052537845,287488
b_to_a,tree,114,0.7910751198237285,88046,0.45792200518098436,28566,0.46313903521920996,420282,0.34744595711984216,632507,0.42271117827740284,183293,0.19113841273374887,287488
b_to_a,rf,114,0.8867410217386367,88046,0.3031225932927256,28566,0.414414607335075,420282,0.37167968101538795,632507,0.45670592985002156,183293,0.005266306767586821,287488
b_to_a,xgboost,114,0.894952638393567,88046,0.36921515087866696,28566,0.8032987375143356,420282,0.7228062298124763,632507,0.8561047066718315,183293,0.006059383348174532,287488
b_to_a,hgb,114,0.9054017218272267,88046,0.35048659245256597,28566,0.41365083443973333,420282,0.38124479254775046,632507,0.8505453017845744,183293,0.0044975790293855745,287488
b_to_a,mlp,114,0.8323489993866843,88046,0.48799271861653715,28566,0.9524343179103554,420282,0.8257710981854747,632507,0.9186111853698723,183293,0.005154997773820125,287488
b_to_a,majority,115,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,115,0.3928741794062195,88046,0.6017993418749562,28566,0.6067449950271484,420282,0.6064944735789485,632507,0.608130152269863,183293,0.6070688167853963,287488
b_to_a,logreg,115,0.7392726529314222,88046,0.5232094097878597,28566,0.9592535488077053,420282,0.8340302953168898,632507,0.9213554254663299,183293,0.2873719946571683,287488
b_to_a,tree,115,0.8720895895327443,88046,0.3160400476090457,28566,0.18863049095607234,420282,0.29815164100950664,632507,0.13831952120375574,183293,0.006911592831700801,287488
b_to_a,rf,115,0.894623265111419,88046,0.3410698032626199,28566,0.44539856572491804,420282,0.3849775575606278,632507,0.4824897841161419,183293,0.005214130676758682,287488
b_to_a,xgboost,115,0.8942711764305022,88046,0.33452355947630047,28566,0.8552210182686862,420282,0.7359839495847477,632507,0.9021457447911267,183293,0.003175784728406055,287488
b_to_a,hgb,115,0.8930104717988324,88046,0.30210740040607714,28566,0.6669521892443645,420282,0.6091742858181807,632507,0.6937362583404713,183293,0.0040210373998219055,287488
b_to_a,mlp,115,0.8768825386729664,88046,0.38965903521669115,28566,0.794802061473011,420282,0.7995911507698729,632507,0.5200034916772599,183293,0.003241874443455031,287488
b_to_a,majority,116,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,116,0.3929309679031415,88046,0.6017293285724288,28566,0.6066831318019805,420282,0.6064470432738294,632507,0.6080865063041142,183293,0.6070166406945681,287488
b_to_a,logreg,116,0.7453944528996207,88046,0.5289505005951131,28566,0.9599792520260206,420282,0.8343212011882872,632507,0.9210280807232136,183293,0.28761548308103296,287488
b_to_a,tree,116,0.7833745996410967,88046,0.4445844710494994,28566,0.30749116069686544,420282,0.3018338136969235,632507,0.19340618572449575,183293,0.19164973842386465,287488
b_to_a,rf,116,0.8735774481521024,88046,0.34110480991388364,28566,0.47950661698573815,420282,0.3903656402221635,632507,0.4849230467066391,183293,0.005481967943009795,287488
b_to_a,xgboost,116,0.8744065602071645,88046,0.37352096898410697,28566,0.8104796303434361,420282,0.6619389192530676,632507,0.8519365169428184,183293,0.005422835040071238,287488
b_to_a,hgb,116,0.8388001726370307,88046,0.43625288804872925,28566,0.9124254667104468,420282,0.8523478791539066,632507,0.8999198005379365,183293,0.0053915293855743545,287488
b_to_a,mlp,116,0.8825386729664039,88046,0.3431702023384443,28566,0.7635992024402662,420282,0.7612279389793315,632507,0.5205490662491202,183293,0.002960123552983081,287488
b_to_a,majority,117,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,117,0.3916589055720873,88046,0.6029545613666597,28566,0.6079346724342227,420282,0.6077782538375069,632507,0.6093249605822372,183293,0.6083523486197685,287488
