model,split_seed,tau,pi,lambda_b,alerts_per_hour,true_alerts_per_hour,false_alerts_per_hour,alerts_per_day,alerts_per_100k_benign,ppv,npv,fdr,missed_attacks_per_hour,recall,fpr,precision_corpus
rf,111,0.35000000000000003,0.0001,240000.0,40377.41933409577,23.43703321081573,40353.982300884956,969058.0640182985,16823.924722539905,0.0005804490132687819,0.9999971681607543,0.9994195509867312,0.5653670292082731,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.0003,240000.0,40424.30746695726,70.32516607230563,40353.982300884956,970183.3792069743,16843.461444565524,0.0017396752221368113,0.999991502830789,0.9982603247778632,1.6964404096389485,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.001,240000.0,40588.56377743645,234.58147655149799,40353.982300884956,974125.5306584749,16911.901573931857,0.005779496851325001,0.9999716568185701,0.994220503148675,5.6587636887422645,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.002,240000.0,40823.61535714738,469.6330562624178,40353.982300884956,979766.768571537,17009.839732144737,0.011503955545186536,0.9999432584486366,0.9884960444548134,11.328867585277601,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.003,240000.0,41059.13845457085,705.156153685897,40353.982300884956,985419.3229097005,17107.974356071187,0.017174158548555626,0.9999148047288516,0.9828258414514444,17.010345812598363,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.01,240000.0,42721.12265517734,2367.140354292389,40353.982300884956,1025306.9437242562,17800.46777299056,0.05540913269996937,0.999714065208315,0.9445908673000306,57.102069950035585,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.03,240000.0,47601.82441660495,7247.842115719995,40353.982300884956,1142443.7859985188,19834.09350691873,0.1522597548423318,0.9991250247839252,0.8477402451576682,174.83829665113987,0.9764453961456103,0.168141592920354,0.96
rf,111,0.35000000000000003,0.1,240000.0,66392.52619810123,26038.543897216274,40353.982300884956,1593420.6287544295,27663.55258254218,0.39219088937093277,0.9968636851069198,0.6078091106290673,628.1227694503914,0.9764453961456103,0.168141592920354,0.96
rf,111,0.4,0.0001,240000.0,17014.433284680727,23.282842202849835,16991.150442477876,408346.39883233747,7089.347201950302,0.0013684171440381146,0.9999967734207997,0.9986315828559619,0.7195580371741672,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.0003,240000.0,17061.012942983918,69.86250050604046,16991.150442477876,409464.31063161406,7108.755392909965,0.004094862405855588,0.9999903183883664,0.9959051375941445,2.159105975904121,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.001,240000.0,17224.188619841534,233.03817736365917,16991.150442477876,413380.52687619685,7176.745258267306,0.013529704214642023,0.9999677060784449,0.9864702957853579,7.202062876581079,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.002,240000.0,17457.693807580672,466.5433651027966,16991.150442477876,418984.65138193616,7274.039086491947,0.026724226592873854,0.9999353495316131,0.9732757734071261,14.418558744898794,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.003,240000.0,17691.667410942155,700.5169684642793,16991.150442477876,424600.0178626117,7371.528087892565,0.03959587031525447,0.9999029301771609,0.9604041296847455,21.649531034216142,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.01,240000.0,19342.71750496571,2351.5670624878335,16991.150442477876,464225.220119177,8059.465627069046,0.12157376862295247,0.999674220616069,0.8784262313770476,72.6753617545909,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.03,240000.0,24191.309386383924,7200.158943906047,16991.150442477876,580591.4252732142,10079.712244326634,0.2976341143385424,0.9990031801200594,0.7023658856614576,222.52146846508757,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.4,0.1,240000.0,42858.38812984404,25867.237687366163,16991.150442477876,1028601.3151162569,17857.661720768352,0.6035513423649677,0.9964280634097771,0.39644865763503234,799.4289793004997,0.9700214132762313,0.07079646017699115,0.982646420824295
rf,111,0.45,0.0001,240000.0,6394.861464126743,23.18004819753924,6371.6814159292035,153476.67513904185,2664.525610052809,0.0036247928633907655,0.9999964800964504,0.9963752071366092,0.8223520424847632,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.0003,240000.0,6441.2354727244,69.55405679519701,6371.6814159292035,154589.6513453856,2683.8481136351666,0.0107982478035038,0.99998943825115,0.9892017521964962,2.467549686747569,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.001,240000.0,6603.690727167636,232.0093112384333,6371.6814159292035,158488.57745202328,2751.537802986515,0.03513327937723448,0.9999647703708218,0.9648667206227655,8.230929001806954,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.002,240000.0,6836.164986925586,464.48357099638247,6371.6814159292035,164067.95968621408,2848.4020778856607,0.06794504987587692,0.9999294726308168,0.9320549501241231,16.478352851312923,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.003,240000.0,7069.105594245738,697.4241783165342,6371.6814159292035,169658.5342618977,2945.460664269057,0.0986580507276958,0.9998941065822716,0.9013419492723042,24.742321181961326,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.01,240000.0,8712.866283880667,2341.1848679514633,6371.6814159292035,209108.790813136,3630.360951616944,0.2687043266442408,0.9996446148336353,0.7312956733557592,83.0575562909611,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.03,240000.0,13540.051578625953,7168.370162696749,6371.6814159292035,324961.2378870229,5641.688157760813,0.5294197087116411,0.9989126586658338,0.4705802912883589,254.31024967438603,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.45,0.1,240000.0,32124.714963395298,25753.033547466093,6371.6814159292035,770993.1591214872,13385.297901414706,0.8016579626250551,0.9961046068195235,0.19834203737494494,913.633119200572,0.9657387580299786,0.02654867256637168,0.9933920704845814
rf,111,0.5,0.0001,240000.0,4270.762070806387,22.974460186918048,4247.787610619469,102498.28969935328,1779.484196169328,0.00537947556103965,0.9999956397627805,0.9946205244389603,1.0279400531059528,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.0003,240000.0,4316.724779992979,68.93716937351013,4247.787610619469,103601.3947198315,1798.6353249970746,0.01596978563308413,0.9999869167855402,0.9840302143669158,3.084437108434457,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.001,240000.0,4477.7391896074505,229.95157898798155,4247.787610619469,107465.7405505788,1865.7246623364376,0.051354393199515645,0.999956360060627,0.9486456068004844,10.288661252258681,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.002,240000.0,4708.151593403023,460.36398278355426,4247.787610619469,112995.63824167255,1961.729830584593,0.09778019540165359,0.9999126364866446,0.9022198045983464,20.597941064141125,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.003,240000.0,4939.026208640513,691.2385980210438,4247.787610619469,118536.6290073723,2057.927586933547,0.1399544300477219,0.9998688290373972,0.8600455699522781,30.92790147745162,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.01,240000.0,6568.208089498192,2320.4204788787233,4247.787610619469,157636.9941479566,2736.7533706242466,0.35328059757863156,0.9995598079749939,0.6467194024213685,103.82194536370123,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.03,240000.0,11352.58021089762,7104.792600278152,4247.787610619469,272461.9250615429,4730.241754540675,0.6258306453944353,0.9986534177271001,0.37416935460556466,317.88781209298213,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.5,0.1,240000.0,29772.412878285417,25524.62526766595,4247.787610619469,714537.90907885,12405.172032618926,0.8573247110341667,0.9951791089030767,0.14267528896583326,1142.0413990007135,0.9571734475374732,0.017699115044247787,0.9955456570155902
rf,111,0.55,0.0001,240000.0,22.92306318426275,22.92306318426275,0.0,550.153516422306,9.551276326776145,1.0,0.9999955027824927,0.0,1.0793370557612507,0.9550321199143469,0.0,1.0
rf,111,0.55,0.0003,240000.0,68.7829475180884,68.7829475180884,0.0,1650.7907404341217,28.659561465870162,1.0,0.9999865057697473,0.0,3.238658963856181,0.9550321199143469,0.0,1.0
rf,111,0.55,0.001,240000.0,229.4371459253686,229.4371459253686,0.0,5506.491502208846,95.59881080223693,1.0,0.9999549891330907,0.0,10.803094314871618,0.9550321199143469,0.0,1.0
rf,111,0.55,0.002,240000.0,459.3340857303472,459.3340857303472,0.0,11024.018057528334,191.38920238764464,1.0,0.9999098921280046,0.0,21.62783811734819,0.9550321199143469,0.0,1.0
rf,111,0.55,0.003,240000.0,689.6922029471713,689.6922029471713,0.0,16552.61287073211,287.371751227988,1.0,0.9998647087372386,0.0,32.47429655132421,0.9550321199143469,0.0,1.0
rf,111,0.55,0.01,240000.0,2315.229381610538,2315.229381610538,0.0,55565.505158652915,964.6789090043908,1.0,0.9995459852120898,0.0,109.01304263188634,0.9550321199143469,0.0,1.0
rf,111,0.55,0.03,240000.0,7088.8982096735035,7088.8982096735035,0.0,170133.55703216407,2953.707587363959,1.0,0.9986111723468983,0.0,333.78220269763136,0.9550321199143469,0.0,1.0
rf,111,0.55,0.1,240000.0,25467.523197715916,25467.523197715916,0.0,611220.556745182,10611.467999048298,1.0,0.9950284090909091,0.0,1199.1434689507496,0.9550321199143469,0.0,1.0
rf,111,0.6000000000000001,0.0001,240000.0,22.614681168330964,22.614681168330964,0.0,542.7523480399432,9.422783820137905,1.0,0.9999942178706345,0.0,1.3877190716930363,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.0003,240000.0,67.85761638555807,67.85761638555807,0.0,1628.582793253394,28.27400682731586,1.0,0.9999826503422808,0.0,4.1639900963865175,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.001,240000.0,226.35054754969102,226.35054754969102,0.0,5432.413141192585,94.3127281457046,1.0,0.9999421296296297,0.0,13.88969269054922,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.002,240000.0,453.1547034111049,453.1547034111049,0.0,10875.712881866517,188.81445975462702,1.0,0.9998841500042907,0.0,27.807220436590523,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.003,240000.0,680.4138325039357,680.4138325039357,0.0,16329.931980094458,283.5057635433066,1.0,0.9998260608142931,0.0,41.75266699455969,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.01,240000.0,2284.082798001428,2284.082798001428,0.0,54817.98715203427,951.7011658339281,1.0,0.9994163424124514,0.0,140.1596262409967,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.03,240000.0,6993.531866045609,6993.531866045609,0.0,167844.7647850946,2913.971610852337,1.0,0.9982150727192596,0.0,429.1485463255259,0.9421841541755889,0.0,1.0
rf,111,0.6000000000000001,0.1,240000.0,25124.9107780157,25124.9107780157,0.0,602997.8586723767,10468.712824173212,1.0,0.9936170212765958,0.0,1541.7558886509632,0.9421841541755889,0.0,1.0
rf,111,0.6500000000000001,0.0001,240000.0,22.049314139122693,22.049314139122693,0.0,529.1835393389447,9.187214224634456,1.0,0.9999918622074705,0.0,1.9530861009013094,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.0003,240000.0,66.16117597591912,66.16117597591912,0.0,1587.868223422059,27.567156656632964,1.0,0.9999755821358048,0.0,5.860430506025466,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.001,240000.0,220.69178386094876,220.69178386094876,0.0,5296.60281266277,91.95490994206199,1.0,0.9999185547322915,0.0,19.548456379291483,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.002,240000.0,441.82583582582726,441.82583582582726,0.0,10603.820059819855,184.09409826076137,1.0,0.9998369595530976,0.0,39.136088021868126,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.003,240000.0,663.4034866913374,663.4034866913374,0.0,15921.683680592098,276.4181194547239,1.0,0.9997552140481369,0.0,58.76301280715805,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.01,240000.0,2226.9807280513924,2226.9807280513924,0.0,53447.53747323342,927.90863668808,1.0,0.9991787512696937,0.0,197.26169619103229,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.03,240000.0,6818.693569394469,6818.693569394469,0.0,163648.64566546725,2841.122320581029,1.0,0.99748970559091,0.0,603.9868429766658,0.9186295503211992,0.0,1.0
rf,111,0.6500000000000001,0.1,240000.0,24496.78800856531,24496.78800856531,0.0,587922.9122055674,10206.99500356888,1.0,0.9910398490921953,0.0,2169.8786581013546,0.9186295503211992,0.0,1.0
rf,111,0.7000000000000001,0.0001,240000.0,21.02137408601674,21.02137408601674,0.0,504.51297806440175,8.75890586917364,1.0,0.9999875792119695,0.0,2.9810261540072647,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.0003,240000.0,63.07673886748466,63.07673886748466,0.0,1513.8417328196317,26.2819745281186,1.0,0.9999627311072953,0.0,8.94486761445993,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.001,240000.0,210.40312260869004,210.40312260869004,0.0,5049.674942608561,87.66796775362086,1.0,0.9998756941304054,0.0,29.837117631550193,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.002,240000.0,421.2278947616861,421.2278947616861,0.0,10109.469474280468,175.51162281736921,1.0,0.9997511701438494,0.0,59.7340290860093,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.003,240000.0,632.4755852138857,632.4755852138857,0.0,15179.414045133257,263.53149383911904,1.0,0.9996264274657397,0.0,89.69091428460975,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.01,240000.0,2123.1587826876907,2123.1587826876907,0.0,50955.810784504574,884.6494927865377,1.0,0.9987470566632823,0.0,301.0836415547338,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.03,240000.0,6500.805757301486,6500.805757301486,0.0,156019.33817523567,2708.6690655422854,1.0,0.9961735535372639,0.0,921.8746550696487,0.8758029978586723,0.0,1.0
rf,111,0.7000000000000001,0.1,240000.0,23354.746609564594,23354.746609564594,0.0,560513.9186295503,9731.144420651914,1.0,0.9863881717906594,0.0,3311.920057102071,0.8758029978586723,0.0,1.0
rf,111,0.7500000000000001,0.0001,240000.0,19.890640027600192,19.890640027600192,0.0,477.3753606624046,8.287766678166747,1.0,0.9999828679592934,0.0,4.111760212423811,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.0003,240000.0,59.68385804820676,59.68385804820676,0.0,1432.4125931569622,24.868274186752814,1.0,0.9999485953574326,0.0,12.337748433737827,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.001,240000.0,199.08559523120553,199.08559523120553,0.0,4778.054285548933,82.95233134633564,1.0,0.9998285517120183,0.0,41.154645009034724,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.002,240000.0,398.5701595911309,398.5701595911309,0.0,9565.683830187141,166.07089982963788,1.0,0.9996568187960346,0.0,82.3917642565645,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.003,240000.0,598.454893588689,598.454893588689,0.0,14362.917446128535,249.3562056619538,1.0,0.9994848005426767,0.0,123.71160590980648,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.01,240000.0,2008.9546427876196,2008.9546427876196,0.0,48214.91142690287,837.0644344948415,1.0,0.998272623237536,0.0,415.28778145480493,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.03,240000.0,6151.129163999206,6151.129163999206,0.0,147627.09993598095,2562.970484999669,1.0,0.9947297920463779,0.0,1271.5512483719285,0.828693790149893,0.0,1.0
rf,111,0.7500000000000001,0.1,240000.0,22098.50107066381,22098.50107066381,0.0,530364.0256959314,9207.708779443255,1.0,0.9813215036189586,0.0,4568.165596002854,0.828693790149893,0.0,1.0
rf,111,0.8,0.0001,240000.0,18.708508966528345,18.708508966528345,0.0,449.0042151966803,7.79521206938681,1.0,0.9999779426062331,0.0,5.293891273495658,0.7794432548179872,0.0,1.0
rf,111,0.8,0.0003,240000.0,56.13675537350713,56.13675537350713,0.0,1347.282128964171,23.3903147389613,1.0,0.9999338175007946,0.0,15.884851108437458,0.7794432548179872,0.0,1.0
rf,111,0.8,0.001,240000.0,187.25363479110803,187.25363479110803,0.0,4494.087234986593,78.02234782962834,1.0,0.9997792712092508,0.0,52.98660544913221,0.7794432548179872,0.0,1.0
rf,111,0.8,0.002,240000.0,374.8825273673686,374.8825273673686,0.0,8997.180656816847,156.2010530697369,1.0,0.9995581977901311,0.0,106.07939648032682,0.7794432548179872,0.0,1.0
rf,111,0.8,0.003,240000.0,562.8878068896196,562.8878068896196,0.0,13509.307365350869,234.5365862040082,1.0,0.999336778934897,0.0,159.27869260887587,0.7794432548179872,0.0,1.0
rf,111,0.8,0.01,240000.0,1889.559405619363,1889.559405619363,0.0,45349.42573486471,787.3164190080679,1.0,0.9977771063535912,0.0,534.6830186230615,0.7794432548179872,0.0,1.0
rf,111,0.8,0.03,240000.0,5785.558180092276,5785.558180092276,0.0,138853.39632221463,2410.649241705115,1.0,0.9932248728293281,0.0,1637.1222322788583,0.7794432548179872,0.0,1.0
rf,111,0.8,0.1,240000.0,20785.153461812988,20785.153461812988,0.0,498843.6830835117,8660.480609088747,1.0,0.9760798885276359,0.0,5881.513204853675,0.7794432548179872,0.0,1.0
rf,111,0.8500000000000001,0.0001,240000.0,17.577774908111795,17.577774908111795,0.0,421.8665977946831,7.3240728783799165,1.0,0.9999732314443585,0.0,6.424625331912207,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.0003,240000.0,52.74387455422922,52.74387455422922,0.0,1265.8529893015013,21.976614397595508,1.0,0.9999196825683758,0.0,19.27773192771536,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.001,240000.0,175.93610741362346,175.93610741362346,0.0,4222.4665779269635,73.30671142234313,1.0,0.9997321378825607,0.0,64.30413282661677,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.002,240000.0,352.2247921968133,352.2247921968133,0.0,8453.39501272352,146.76033008200557,1.0,0.9994638828605495,0.0,128.73713165088208,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.003,240000.0,528.8671152644228,528.8671152644228,0.0,12692.810766346145,220.36129802684286,1.0,0.9991952340688537,0.0,193.29938423407268,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.01,240000.0,1775.3552657192915,1775.3552657192915,0.0,42608.526377263,739.7313607163715,1.0,0.997303593770223,0.0,648.8871585231329,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.03,240000.0,5435.881586789996,5435.881586789996,0.0,130461.1580829599,2264.950661162498,1.0,0.991789639619915,0.0,1986.798825581139,0.7323340471092077,0.0,1.0
rf,111,0.8500000000000001,0.1,240000.0,19528.907922912204,19528.907922912204,0.0,468693.7901498929,8137.044967880086,1.0,0.9711182994454713,0.0,7137.758743754461,0.7323340471092077,0.0,1.0
rf,111,0.9000000000000001,0.0001,240000.0,15.162115783312807,15.162115783312807,0.0,363.89077879950736,6.3175482430470025,1.0,0.9999631668381622,0.0,8.840284456711196,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.0003,240000.0,45.49544734940825,45.49544734940825,0.0,1091.890736385798,18.956436395586767,1.0,0.9998894865515199,0.0,26.526159132536336,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.001,240000.0,151.75775347081557,151.75775347081557,0.0,3642.1860832995735,63.232397279506486,1.0,0.9996314588444521,0.0,88.48248676942467,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.002,240000.0,303.8196306960817,303.8196306960817,0.0,7291.67113670596,126.59151279003403,1.0,0.9992624514911773,0.0,177.14229315161373,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.003,240000.0,456.1865467924115,456.1865467924115,0.0,10948.477123017876,190.07772783017143,1.0,0.9988929770550187,0.0,265.97995270608396,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.01,240000.0,1531.3736941145937,1531.3736941145937,0.0,36752.96865875025,638.0723725477472,1.0,0.9962935028552957,0.0,892.8687301278309,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.03,240000.0,4688.845228371488,4688.845228371488,0.0,112532.28548091571,1953.6855118214528,1.0,0.988737313107061,0.0,2733.835183999647,0.6316916488222698,0.0,1.0
rf,111,0.9000000000000001,0.1,240000.0,16845.110635260527,16845.110635260527,0.0,404282.65524625266,7018.796098025219,1.0,0.9606857142857144,0.0,9821.556031406139,0.6316916488222698,0.0,1.0
rf,111,0.9500000000000001,0.0001,240000.0,9.40565148591947,9.40565148591947,0.0,225.7356356620673,3.919021452466446,1.0,0.999939183912346,0.0,14.596748754104532,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.0003,240000.0,28.22259954217529,28.22259954217529,0.0,677.3423890122069,11.759416475906368,1.0,0.9998175374364138,0.0,43.79900693976929,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.001,240000.0,94.14125045816695,94.14125045816695,0.0,2259.390010996007,39.22552102423623,1.0,0.9993916245552326,0.0,146.0989897820733,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.002,240000.0,188.47116073689136,188.47116073689136,0.0,4523.307857685393,78.52965030703807,1.0,0.9987827719368927,0.0,292.49076311080404,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.003,240000.0,282.9902985186824,282.9902985186824,0.0,6791.767164448377,117.91262438278433,1.0,0.9981734415833603,0.0,439.176200979813,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.01,240000.0,949.9708000778666,949.9708000778666,0.0,22799.2992018688,395.8211666991111,1.0,0.9938947051615538,0.0,1474.2716241645578,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.03,240000.0,2908.6734806507875,2908.6734806507875,0.0,69808.16353561889,1211.9472836044947,1.0,0.9815388615631296,0.0,4514.006931720347,0.39186295503211993,0.0,1.0
rf,111,0.9500000000000001,0.1,240000.0,10449.67880085653,10449.67880085653,0.0,250792.29122055674,4354.032833690221,1.0,0.9367060396701582,0.0,16216.987865810132,0.39186295503211993,0.0,1.0
rf,111,0.95,0.0001,240000.0,9.40565148591947,9.40565148591947,0.0,225.7356356620673,3.919021452466446,1.0,0.999939183912346,0.0,14.596748754104532,0.39186295503211993,0.0,1.0
rf,111,0.95,0.0003,240000.0,28.22259954217529,28.22259954217529,0.0,677.3423890122069,11.759416475906368,1.0,0.9998175374364138,0.0,43.79900693976929,0.39186295503211993,0.0,1.0
rf,111,0.95,0.001,240000.0,94.14125045816695,94.14125045816695,0.0,2259.390010996007,39.22552102423623,1.0,0.9993916245552326,0.0,146.0989897820733,0.39186295503211993,0.0,1.0
rf,111,0.95,0.002,240000.0,188.47116073689136,188.47116073689136,0.0,4523.307857685393,78.52965030703807,1.0,0.9987827719368927,0.0,292.49076311080404,0.39186295503211993,0.0,1.0
rf,111,0.95,0.003,240000.0,282.9902985186824,282.9902985186824,0.0,6791.767164448377,117.91262438278433,1.0,0.9981734415833603,0.0,439.176200979813,0.39186295503211993,0.0,1.0
rf,111,0.95,0.01,240000.0,949.9708000778666,949.9708000778666,0.0,22799.2992018688,395.8211666991111,1.0,0.9938947051615538,0.0,1474.2716241645578,0.39186295503211993,0.0,1.0
rf,111,0.95,0.03,240000.0,2908.6734806507875,2908.6734806507875,0.0,69808.16353561889,1211.9472836044947,1.0,0.9815388615631296,0.0,4514.006931720347,0.39186295503211993,0.0,1.0
rf,111,0.95,0.1,240000.0,10449.67880085653,10449.67880085653,0.0,250792.29122055674,4354.032833690221,1.0,0.9367060396701582,0.0,16216.987865810132,0.39186295503211993,0.0,1.0
rf,111,0.99,0.0001,240000.0,2.6212471354201803,2.6212471354201803,0.0,62.90993125008433,1.092186306425075,1.0,0.9999109197980535,0.0,21.381153104603822,0.10920770877944326,0.0,1.0
rf,111,0.99,0.0003,240000.0,7.8653146265078675,7.8653146265078675,0.0,188.76755103618882,3.277214427711611,1.0,0.9997327535570223,0.0,64.15629185543672,0.10920770877944326,0.0,1.0
rf,111,0.99,0.001,240000.0,26.23608619325964,26.23608619325964,0.0,629.6660686382314,10.93170258052485,1.0,0.9991091104167693,0.0,214.00415404698057,0.10920770877944326,0.0,1.0
rf,111,0.99,0.002,240000.0,52.524749713559885,52.524749713559885,0.0,1260.5939931254372,21.885312380649953,1.0,0.9982180262070088,0.0,428.4371741341355,0.10920770877944326,0.0,1.0
rf,111,0.99,0.003,240000.0,78.86614876750166,78.86614876750166,0.0,1892.7875704200396,32.860895319792355,1.0,0.9973267473069335,0.0,643.3003507309937,0.10920770877944326,0.0,1.0
rf,111,0.99,0.01,240000.0,264.74596067743823,264.74596067743823,0.0,6353.903056258518,110.31081694893258,1.0,0.9910823383137902,0.0,2159.4964635649862,0.10920770877944326,0.0,1.0
rf,111,0.99,0.03,240000.0,810.6139208371046,810.6139208371046,0.0,19454.73410009051,337.75580034879357,1.0,0.9731883902292306,0.0,6612.066491534029,0.10920770877944326,0.0,1.0
rf,111,0.99,0.1,240000.0,2912.20556745182,2912.20556745182,0.0,69892.93361884369,1213.4189864382583,1.0,0.909937215847586,0.0,23754.461099214845,0.10920770877944326,0.0,1.0
rf,111,0.995,0.0001,240000.0,1.9530861009013107,1.9530861009013107,0.0,46.874066421631454,0.8137858753755461,1.0,0.9999081362974688,0.0,22.049314139122693,0.08137044967880086,0.0,1.0
rf,111,0.995,0.0003,240000.0,5.8604305060254696,5.8604305060254696,0.0,140.65033214461127,2.4418460441772787,1.0,0.9997244044073024,0.0,66.16117597591912,0.08137044967880086,0.0,1.0
rf,111,0.995,0.001,240000.0,19.548456379291498,19.548456379291498,0.0,469.16295310299597,8.145190158038124,1.0,0.9990812956942964,0.0,220.69178386094876,0.08137044967880086,0.0,1.0
rf,111,0.995,0.002,240000.0,39.13608802186815,39.13608802186815,0.0,939.2661125248355,16.306703342445065,1.0,0.9981624418534922,0.0,441.82583582582726,0.08137044967880086,0.0,1.0
rf,111,0.995,0.003,240000.0,58.76301280715809,58.76301280715809,0.0,1410.3123073717943,24.48458866964921,1.0,0.9972434384410755,0.0,663.4034866913374,0.08137044967880086,0.0,1.0
rf,111,0.995,0.01,240000.0,197.2616961910324,197.2616961910324,0.0,4734.280708584778,82.19237341293017,1.0,0.9908062234794908,0.0,2226.9807280513924,0.08137044967880086,0.0,1.0
rf,111,0.995,0.03,240000.0,603.9868429766663,603.9868429766663,0.0,14495.684231439991,251.6611845736109,1.0,0.9723736744944833,0.0,6818.693569394469,0.08137044967880086,0.0,1.0
rf,111,0.995,0.1,240000.0,2169.878658101356,2169.878658101356,0.0,52077.08779443255,904.1161075422318,1.0,0.9073834196891192,0.0,24496.78800856531,0.08137044967880086,0.0,1.0
rf,112,0.05,0.0001,240000.0,158424.00240024002,24.002400240024002,158400.0,3802176.05760576,66010.0010001,0.0001515073465912362,1.0,0.9998484926534088,0.0,1.0,0.66,0.8190127970749543
rf,112,0.05,0.0003,240000.0,158472.02160648195,72.02160648194459,158400.0,3803328.5185555667,66030.00900270081,0.00045447521746639155,1.0,0.9995455247825336,0.0,1.0,0.66,0.8190127970749543
rf,112,0.05,0.001,240000.0,158640.24024024024,240.24024024024024,158400.0,3807365.7657657657,66100.1001001001,0.0015143713844383198,1.0,0.9984856286155617,0.0,1.0,0.66,0.8190127970749543
rf,112,0.05,0.002,240000.0,158880.9619238477,480.9619238476954,158400.0,3813143.086172345,66200.4008016032,0.0030271841133377732,1.0,0.9969728158866622,0.0,1.0,0.66,0.8190127970749543
